N	3gram	Bakhtin_Fr_8	RusskieA
1	в том что	6	18
2	состоит в том	1	13
3	в данном случае	2	6
4	для того чтобы	2	6
5	вместе с тем	1	4
6	и в других	1	4
7	о том что	2	4
8	мы видели что	3	4
9	том что это	1	3
10	в отличие от	1	3
11	не может быть	2	3
12	подобно тому как	1	3
13	мы не будем	1	2
14	на самом же	1	2
15	самом же деле	1	2
16	мы не можем	1	2
17	в то время	2	2
18	после того как	1	2
19	с одной стороны	2	2
20	кроме того в	1	2
21	в другом месте	3	1
22	эта связь с	1	1
23	в одном ряду	1	1
24	еще далеко не	1	1
25	все в этой	1	1
26	не было ни	1	1
27	потому что в	1	1
28	более или менее	2	1
29	с одним из	2	1
30	одном ряду с	1	1
31	в настоящее время	3	1
32	о том как	1	1
33	и превратились в	1	1
34	те и другие	1	1
35	потому что на	1	1
36	в точности соответствует	1	1
37	со смехом и	1	1
38	таким образом к	1	1
39	но и в	1	1
40	в этом отношении	1	1
41	таким образом в	1	1
42	и другие элементы	1	1
43	можно было бы	1	1
44	может быть и	1	1
45	ни с одним	2	1
46	в некоторых случаях	1	1
47	и в этом	1	1
48	во всех этих	1	1
49	дело в том	2	1
50	с другой стороны	2	1
51	он был бы	1	1
52	во всем этом	1	1
53	в землю и	1	1
54	или же в	1	1
55	можно сказать что	2	1
56	вопрос о том	1	1
57	как мы уже	2	1
58	но и эта	1	1
59	как и в	4	1
60	как мы видели	2	1
61	дело не ограничивалось	1	1
