N	3gram	Tiupa_Anal_1	FransuaR
1	то же время	6	8
2	в то же	8	8
3	более или менее	1	3
4	в том числе	3	3
5	но и в	2	3
6	для того чтобы	3	3
7	с другой стороны	2	3
8	подобно тому как	3	3
9	один и тот	1	2
10	с точки зрения	4	2
11	на самом же	1	2
12	том числе и	1	2
13	с одной стороны	3	2
14	и тот же	1	2
15	самом же деле	1	2
16	не только в	1	2
17	о том что	3	2
18	конечно далеко не	1	2
19	и того же	2	1
20	да и в	1	1
21	и к тому	2	1
22	то же самое	2	1
23	до сих пор	1	1
24	и не может	4	1
25	том случае если	1	1
26	в той же	1	1
27	нет и не	2	1
28	в этом отношении	2	1
29	в том случае	1	1
30	вследствие чего она	1	1
31	же время они	1	1
32	одно и то	1	1
33	в данном случае	2	1
34	но в то	2	1
35	на первый взгляд	1	1
36	смысле этого слова	1	1
37	и то же	1	1
38	в отличие от	6	1
39	а с другой	1	1
40	и как бы	1	1
41	по природе своей	2	1
42	все же не	1	1
43	в связи с	1	1
44	как мы увидим	1	1
45	в полной мере	3	1
46	не может быть	16	1
47	далеко не все	1	1
48	в свою очередь	1	1
49	в конечном счете	4	1
50	включает в себя	1	1
51	как будто не	1	1
52	одного и того	2	1
53	в особенности же	1	1
54	тех или иных	2	1
55	аспекта одного и	1	1
56	в соответствии с	1	1
57	в том что	9	1
58	смертью в той	1	1
59	к тому же	4	1
60	в том же	1	1
61	может быть ни	1	1
