N	4gram	Vygotskiy__3	Formalny
1	бы то ни было	1	4
2	и во всяком случае	2	2
3	во всяком случае в	1	2
4	одним и тем же	1	2
5	не могло бы возникнуть	1	1
6	одного и того же	4	1
7	да и не могут	1	1
8	в том числе и	1	1
9	в этом же смысле	1	1
10	не выходит за пределы	1	1
11	а вместе с тем	1	1
12	с этой точки зрения	2	1
13	одной и той же	2	1
14	в собственном смысле слова	2	1
15	дело идет не о	1	1
16	с той или иной	1	1
17	все более и более	1	1
18	с точки зрения ее	1	1
19	этого слова и потому	1	1
20	какого бы то ни	1	1
21	только в последнее время	1	1
22	вместе с тем и	4	1
23	смысле этого слова и	1	1
