N	3gram	Bakhtin_Pr_5	FransuaR
1	то же время	10	9
2	в то же	10	9
3	для того чтобы	1	6
4	в том что	2	6
5	в этом отношении	1	5
6	но в то	4	5
7	на самом деле	9	4
8	как мы видели	1	4
9	до сих пор	1	3
10	в нем не	1	3
11	и прежде всего	4	3
12	то же самое	1	2
13	точки зрения на	1	2
14	в чем же	1	2
15	дело в том	1	2
16	как и во	1	2
17	сих пор еще	1	2
18	с точки зрения	2	2
19	в отличие от	2	2
20	но в общем	2	2
21	можно было бы	2	2
22	и не в	2	2
23	о том как	1	2
24	в данном случае	1	2
25	в то время	1	2
26	мы уже говорили	5	2
27	не может быть	3	2
28	что он знает	1	2
29	можно сказать что	1	2
30	как бы в	1	2
31	в большинстве случаев	2	2
32	в сущности не	2	2
33	друг с другом	4	2
34	к тому же	3	2
35	не только для	1	2
36	но кроме того	1	1
37	и того же	1	1
38	этом отношении очень	1	1
39	в той или	4	1
40	дело идет в	1	1
41	в самом построении	1	1
42	еще один отрывок	1	1
43	и в своей	1	1
44	все это уже	1	1
45	потому что в	1	1
46	по отношению к	6	1
47	на котором мы	1	1
48	сущности одна и	1	1
49	в самом деле	1	1
50	но на самом	4	1
51	более глубокий и	1	1
52	так же необходимо	1	1
53	же время он	1	1
54	как раз и	2	1
55	и для других	1	1
56	и любовь к	1	1
57	как и все	2	1
58	и в то	2	1
59	что он не	1	1
60	таким образом как	1	1
61	в строгом смысле	1	1
62	и та же	2	1
63	оставаясь в пределах	1	1
64	он и не	2	1
65	слова и мысли	3	1
66	то что в	1	1
67	но уже и	1	1
68	на этом моменте	1	1
69	он не может	3	1
70	это вовсе не	1	1
71	в эту минуту	3	1
72	он ни был	1	1
73	что дело идет	1	1
74	благодаря этому его	1	1
75	мы видели что	1	1
76	вместе с тем	1	1
77	может быть и	1	1
78	уже говорили что	3	1
79	в значительной степени	1	1
80	в этом выражении	1	1
81	как мы сказали	1	1
82	но как мы	1	1
83	там где он	2	1
84	возвращает нас к	1	1
85	собою и с	1	1
86	одна очень существенная	1	1
87	в сущности одна	1	1
88	или иной форме	2	1
89	обязательный момент во	1	1
90	это конечно не	1	1
91	но и с	1	1
92	неизбежно принимает форму	1	1
93	в его целом	2	1
94	в нем есть	1	1
95	независимо от их	1	1
96	в общем не	1	1
97	например очень часто	1	1
98	по ту сторону	1	1
99	есть еще одна	1	1
100	еще одна очень	1	1
101	вообще не знает	1	1
102	все действующие лица	1	1
103	конечно не случайно	1	1
104	так и в	2	1
105	как и в	1	1
106	как на других	1	1
107	в свою очередь	1	1
108	одна и та	2	1
109	о том что	1	1
110	и в самом	3	1
111	о мире и	2	1
112	той или иной	4	1
113	но и не	1	1
114	одного и того	1	1
115	бы он ни	1	1
116	друг от друга	1	1
117	как мы уже	2	1
118	вполне понятно что	2	1
119	тем не менее	1	1
120	что и в	1	1
121	как мы говорили	1	1
122	именно потому что	2	1
123	в приведенном отрывке	1	1
