N	2gram	Voloshinov_1	RusskieA
1	и в	16	29
2	том что	3	22
3	в том	3	22
4	что в	3	22
5	как бы	5	18
6	так как	4	13
7	может быть	17	13
8	в землю	1	13
9	во время	3	12
10	в этом	9	11
11	как и	2	11
12	одна из	1	11
13	в этот	2	10
14	не только	7	10
15	и с	8	10
16	все это	4	10
17	во многих	1	9
18	а на	2	9
19	о том	2	9
20	в некоторых	1	9
21	а в	3	9
22	его в	4	8
23	но и	4	8
24	ее в	2	8
25	данном случае	1	7
26	мы имеем	1	6
27	мы не	2	6
28	еще не	5	6
29	и на	4	6
30	при этом	6	6
31	таким образом	9	6
32	того чтобы	1	6
33	для нас	2	6
34	для того	1	6
35	с тем	1	6
36	вместе с	3	6
37	в данном	1	6
38	же в	1	6
39	но не	1	5
40	но в	4	5
41	не может	8	5
42	для этого	2	5
43	и что	1	5
44	то что	3	5
45	с ней	1	5
46	к этому	2	5
47	же как	2	4
48	то же	2	4
49	вопрос о	1	4
50	на них	2	4
51	что по	1	4
52	уже не	1	4
53	их в	3	4
54	в них	2	4
55	тогда когда	1	4
56	у нас	1	4
57	к нему	1	4
58	то и	1	4
59	а не	1	4
60	так же	2	4
61	как это	3	4
62	предположить что	1	4
63	и все	4	4
64	и через	2	3
65	в году	1	3
66	и о	2	3
67	что это	2	3
68	все эти	5	3
69	в этой	4	3
70	что она	1	3
71	главным образом	1	3
72	подобно тому	1	3
73	и по	2	3
74	на этом	3	3
75	и других	2	3
76	с другими	3	3
77	не всегда	1	3
78	на первый	2	3
79	в эту	1	3
80	в этих	3	3
81	выше мы	1	3
82	не будем	1	3
83	она не	1	3
84	не имеет	1	3
85	как мы	4	3
86	во всех	3	3
87	в свете	1	3
88	что здесь	1	3
89	в качестве	1	3
90	связь с	1	3
91	что для	1	3
92	а наоборот	1	3
93	тому как	1	3
94	было бы	2	3
95	но если	1	3
96	мы здесь	1	2
97	и то	1	2
98	на самом	4	2
99	это и	1	2
100	так чтобы	1	2
101	что иное	1	2
102	не совсем	1	2
103	между собой	2	2
104	иное как	1	2
105	не был	1	2
106	здесь имеем	1	2
107	с одной	1	2
108	иногда и	1	2
109	с этим	2	2
110	она как	1	2
111	все же	1	2
112	и как	3	2
113	этой цели	1	2
114	в руках	1	2
115	не можем	2	2
116	та же	1	2
117	под ним	1	2
118	из этих	2	2
119	право на	1	2
120	но вместе	1	2
121	связанные с	2	2
122	полагает что	1	2
123	не ясно	1	2
124	для них	1	2
125	и еще	1	2
126	в своей	2	2
127	приводящая к	1	2
128	для объяснения	1	2
129	не менее	2	2
130	а иногда	1	2
131	никогда не	2	2
132	того в	1	2
133	во всем	1	2
134	связи с	1	2
135	более позднее	1	2
136	что на	2	2
137	в момент	1	2
138	все то	2	2
139	что при	1	2
140	говорит о	1	2
141	в виду	1	2
142	на другой	1	2
143	можно было	1	2
144	еще в	1	2
145	с другой	1	2
146	что и	2	2
147	в него	5	2
148	один из	2	2
149	совсем не	2	2
150	и ее	4	2
151	есть в	2	2
152	связано с	1	2
153	заметить что	1	2
154	на две	3	2
155	здесь в	1	2
156	а с	1	2
157	прежде всего	9	2
158	и пр	12	2
159	одной стороны	1	2
160	совершенно не	8	2
161	нет никаких	2	2
162	что такие	1	2
163	многих случаях	1	2
164	такие представления	1	2
165	в течение	1	2
166	могут быть	3	2
167	быть только	1	2
168	с этой	2	2
169	человека который	1	2
170	этом и	1	2
171	под названием	1	2
172	и для	2	2
173	жизни в	1	2
174	только как	3	2
175	не что	1	2
176	в своих	1	2
177	это в	1	2
178	этим как	1	1
179	ту же	2	1
180	отношение к	5	1
181	человека и	1	1
182	в углу	1	1
183	и есть	3	1
184	этой теории	2	1
185	смерть в	1	1
186	что эти	1	1
187	применении к	1	1
188	мы уже	2	1
189	очень широко	1	1
190	что если	1	1
191	на место	1	1
192	говорить о	2	1
193	из того	1	1
194	мы и	1	1
195	и представлениями	1	1
196	в ней	1	1
197	сон в	1	1
198	что его	1	1
199	этим не	1	1
200	их так	1	1
201	оно совершенно	1	1
202	же на	1	1
203	не входит	1	1
204	нет и	2	1
205	что они	1	1
206	к сожалению	1	1
207	отнюдь не	4	1
208	это самое	1	1
209	первый взгляд	1	1
210	некоторое время	1	1
211	все остальные	2	1
212	хотя и	1	1
213	когда он	1	1
214	и наконец	4	1
215	не являются	1	1
216	всего как	1	1
217	увидим что	1	1
218	есть ли	1	1
219	от этого	1	1
220	в самом	2	1
221	уже в	1	1
222	или во	1	1
223	не оставляет	1	1
224	как он	1	1
225	вообще не	2	1
226	не следует	1	1
227	в нем	4	1
228	различные формы	1	1
229	есть та	1	1
230	iii но	1	1
231	жизни рождение	1	1
232	только в	4	1
233	по аналогии	2	1
234	силу от	1	1
235	на этих	2	1
236	по его	1	1
237	от нее	1	1
238	а вместе	1	1
239	в другом	1	1
240	связанных с	2	1
241	на все	1	1
242	входит в	1	1
243	уже знаем	1	1
244	за ней	1	1
245	еще одно	1	1
246	по всему	2	1
247	формы погребения	1	1
248	в развитии	2	1
249	их на	1	1
250	оно же	1	1
251	что между	1	1
252	это только	1	1
253	его мнению	1	1
254	но эта	1	1
255	только для	5	1
256	так называемое	1	1
257	однако в	1	1
258	на всю	1	1
259	и таким	2	1
260	общего не	1	1
261	из одного	1	1
262	что есть	1	1
263	к такой	1	1
264	дело в	1	1
265	в науке	2	1
266	и притом	3	1
267	в основе	3	1
268	каждый день	1	1
269	вытекает из	1	1
270	в коем	1	1
271	ничего не	1	1
272	и им	1	1
273	сущность его	2	1
274	и его	8	1
275	этом отношении	1	1
276	и оно	3	1
277	и здесь	1	1
278	всей их	2	1
279	в духе	1	1
280	и такие	1	1
281	и всех	2	1
282	да по	1	1
283	для его	1	1
284	как некое	1	1
285	оно не	2	1
286	погребение в	1	1
287	ничего общего	1	1
288	в применении	1	1
289	и это	6	1
290	который только	1	1
291	из всего	1	1
292	не будет	2	1
293	всем этим	1	1
294	говорит и	1	1
295	без всякого	1	1
296	на основе	2	1
297	и этим	2	1
298	в пределах	2	1
299	приводит к	1	1
300	так и	4	1
301	мог бы	1	1
302	что никакого	1	1
303	к тем	1	1
304	он был	1	1
305	без всякой	1	1
306	если бы	1	1
307	и вообще	2	1
308	с ним	2	1
309	находится в	2	1
310	сводится к	2	1
311	на этой	3	1
312	можно сказать	4	1
313	аналогии с	2	1
314	нас в	1	1
315	этот момент	1	1
316	в его	4	1
317	но нет	1	1
318	во всей	2	1
319	все время	1	1
320	и мир	1	1
321	это приводит	1	1
322	но так	1	1
323	сделать это	2	1
324	о двух	1	1
325	тот же	1	1
326	в основном	3	1
327	с ними	4	1
328	на другие	1	1
329	что он	2	1
330	мы увидим	1	1
331	к их	1	1
332	и действительно	2	1
333	и так	2	1
334	же и	1	1
335	сомнений в	1	1
336	с нею	2	1
337	в большинстве	3	1
338	только на	3	1
339	значение и	1	1
340	а это	1	1
341	так называемый	2	1
342	в борьбу	1	1
343	мир в	1	1
344	не будут	1	1
345	для него	6	1
346	всяком случае	3	1
347	в одном	3	1
348	в конце	1	1
349	какое значение	2	1
350	в состоянии	1	1
351	их во	1	1
352	ее не	1	1
353	к ним	2	1
354	ту сторону	5	1
355	как его	1	1
356	случае не	1	1
357	как раз	1	1
358	они становятся	1	1
359	образом к	1	1
360	она начинает	1	1
361	в другой	1	1
362	и даже	4	1
363	даже не	3	1
364	имеет и	1	1
365	их сложности	1	1
366	смерти но	2	1
367	и др	3	1
368	месте и	1	1
369	близко к	1	1
370	его смерти	1	1
371	не на	2	1
372	зависит от	1	1
373	на которые	1	1
374	в одно	2	1
375	сделать некоторые	1	1
376	может иметь	2	1
377	и потому	3	1
378	к себе	3	1
379	не удается	2	1
380	по своему	2	1
381	в область	2	1
382	ненависть к	2	1
383	он может	1	1
384	желаний и	2	1
385	и связанных	1	1
386	и основной	1	1
387	а потом	1	1
388	ко всему	1	1
389	в человеческом	1	1
390	и жизнь	1	1
391	быть не	1	1
392	и не	4	1
393	с последним	1	1
394	но это	2	1
395	и действия	1	1
396	освобождение от	1	1
397	становится ясным	1	1
398	в угол	1	1
399	она может	1	1
400	и другими	1	1
401	а может	2	1
402	не более	1	1
403	мы должны	1	1
404	только что	1	1
405	которые в	1	1
406	к ее	1	1
407	его к	1	1
408	несмотря на	1	1
409	и начинается	1	1
410	этой же	1	1
411	в период	1	1
412	в свою	1	1
413	сказать что	7	1
414	в точности	1	1
415	всех других	2	1
416	есть и	2	1
417	во всяком	3	1
418	и эта	1	1
419	как на	1	1
420	и особенно	1	1
421	все что	4	1
