N	2gram	Vinokur_St_1	Istorich
1	и в	44	26
2	т е	15	22
3	так как	5	18
4	мы имеем	2	14
5	никогда не	5	13
6	потому что	6	13
7	и на	1	12
8	в этом	21	12
9	таким образом	7	12
10	в том	36	12
11	что в	30	12
12	может быть	15	11
13	и т	30	10
14	не только	18	10
15	том что	29	10
16	с другой	9	10
17	и не	16	10
18	еще не	3	9
19	представление о	4	9
20	а именно	3	9
21	что он	10	9
22	но и	10	9
23	и это	2	8
24	все эти	5	8
25	все же	8	8
26	в нем	5	8
27	т д	21	8
28	на том	1	8
29	вместе с	1	8
30	другой стороны	7	8
31	например в	8	7
32	но в	10	7
33	и его	8	7
34	о том	17	7
35	с одной	3	7
36	уже не	1	7
37	у него	2	7
38	превращается в	2	7
39	одной стороны	2	7
40	мы не	2	6
41	как в	13	6
42	как он	1	6
43	в ином	1	6
44	так в	1	6
45	в русской	1	6
46	эти материалы	1	6
47	и с	3	6
48	в виде	3	6
49	то что	18	6
50	и там	1	6
51	этом случае	2	6
52	не может	8	6
53	то же	5	5
54	в ней	3	5
55	и этим	1	5
56	как и	9	5
57	и эти	1	5
58	и что	4	5
59	же мы	1	5
60	в то	9	5
61	то это	3	5
62	очень часто	3	5
63	так и	9	5
64	нас к	1	5
65	в его	9	5
66	в приведенных	1	5
67	только в	10	5
68	тем что	5	5
69	у нас	11	5
70	там где	5	5
71	как это	4	5
72	его в	2	5
73	как мы	1	4
74	с его	1	4
75	что оно	3	4
76	но как	1	4
77	из этих	6	4
78	и по	5	4
79	это не	8	4
80	и тем	3	4
81	с тем	1	4
82	не всегда	2	4
83	не имели	2	4
84	в очень	3	4
85	а также	2	4
86	что и	6	4
87	он имеет	1	4
88	себе в	1	4
89	в других	2	4
90	до сих	7	4
91	прежде всего	7	4
92	связано с	1	4
93	как бы	4	4
94	в это	1	4
95	сих пор	7	4
96	у них	1	4
97	но это	6	4
98	же как	3	3
99	и то	5	3
100	там же	1	3
101	должна быть	3	3
102	время как	2	3
103	из которых	1	3
104	или иное	3	3
105	в себе	2	3
106	если он	1	3
107	вообще не	2	3
108	что она	4	3
109	при этом	2	3
110	если бы	9	3
111	и вот	1	3
112	так например	7	3
113	в них	1	3
114	такой же	5	3
115	в своей	6	3
116	в одном	1	3
117	не в	12	3
118	их в	2	3
119	она не	2	3
120	на котором	1	3
121	того как	1	3
122	к концу	2	3
123	не потому	1	3
124	могут быть	5	3
125	и другие	1	3
126	данном случае	6	3
127	то время	2	3
128	показывает что	1	3
129	там в	1	3
130	же можно	1	3
131	том как	4	3
132	в качестве	4	3
133	так что	6	3
134	при помощи	2	3
135	и других	1	3
136	от того	1	3
137	и только	3	3
138	со стороны	6	3
139	далеко не	1	3
140	больше и	1	3
141	от этого	2	3
142	не было	4	3
143	в частности	4	3
144	к своему	1	3
145	в данном	14	3
146	в тех	3	3
147	как будто	4	3
148	что здесь	2	3
149	и от	1	3
150	кроме того	1	3
151	случаях когда	1	3
152	или в	1	3
153	вопрос о	4	3
154	а в	17	3
155	еще в	1	3
156	сказать что	7	3
157	на более	1	3
158	из этого	1	3
159	как на	1	3
160	в своих	2	3
161	к этому	1	3
