N	3gram	Losev_Vlad_2	Problemy
1	с точки зрения	3	13
2	в этом смысле	1	10
3	то же время	3	9
4	в то же	3	9
5	в том что	9	6
6	но в то	1	5
7	в конце концов	3	5
8	том что он	2	4
9	не может быть	1	4
10	как раз и	1	3
11	в этом отношении	1	3
12	во всяком случае	6	3
13	само по себе	2	3
14	но все же	1	2
15	оно может быть	1	2
16	в самом деле	1	2
17	и до конца	2	2
18	до сих пор	1	2
19	и в то	1	2
20	в той же	1	2
21	бы то ни	1	2
22	только то что	1	2
23	но это не	1	2
24	начала и до	2	2
25	для него самого	1	2
26	в данном случае	2	2
27	не только в	2	2
28	с ним и	1	2
29	с начала и	2	2
30	можно было бы	2	2
31	тот же самый	1	1
32	хотя и не	2	1
33	же это за	1	1
34	то что я	1	1
35	мы его не	1	1
36	впервые появилась в	1	1
37	то ни стало	1	1
38	дело в том	3	1
39	в свою очередь	2	1
40	и наконец в	1	1
41	он не может	1	1
42	нам кажется что	2	1
43	в этом случае	1	1
44	что же касается	5	1
45	в своей работе	1	1
46	и для него	1	1
47	во что бы	1	1
48	он все же	1	1
49	находим у достоевского	1	1
50	они не могут	1	1
51	есть а как	1	1
52	на минуту не	1	1
53	в этой статье	1	1
54	зрения с которой	1	1
55	не было бы	1	1
56	то что в	1	1
57	что в нем	1	1
58	ни на минуту	1	1
59	точно так же	3	1
60	на этот вопрос	1	1
61	как мы уже	1	1
62	почти никогда не	1	1
63	кроме того и	2	1
64	по крайней мере	4	1
65	раз и навсегда	1	1
66	может быть и	1	1
67	и в частности	1	1
68	что бы то	1	1
69	его личности и	1	1
70	то время как	1	1
71	как мы сказали	2	1
72	в этом не	1	1
73	однако в этой	1	1
74	того что он	1	1
75	в высшей степени	1	1
76	с ним не	1	1
77	и на его	2	1
78	не только как	1	1
79	не в том	3	1
80	к той же	1	1
81	ни в какие	1	1
82	но только в	1	1
83	со всякого рода	1	1
84	что же это	1	1
85	по себе не	1	1
86	и во всяком	1	1
87	о том что	3	1
88	а в том	2	1
89	как будто и	1	1
90	более или менее	3	1
91	по себе как	1	1
92	заключается в том	2	1
93	в то время	6	1
94	с самого начала	1	1
95	не дал ему	1	1
96	нужно сказать что	1	1
97	после которого я	1	1
98	у него в	3	1
99	можно сказать что	1	1
100	в настоящее время	2	1
101	точка зрения с	1	1
102	может быть самым	1	1
103	уже не только	1	1
104	конечно не в	1	1
105	до известной степени	1	1
106	это не только	1	1
107	в его сознании	1	1
108	и в нем	1	1
109	для того чтобы	1	1
110	в себе в	1	1
111	он не только	1	1
112	и т д	1	1
113	как мы видели	2	1
