N	2gram	Berdyaev_M_2	FransuaR
1	и в	46	41
2	в этом	20	15
3	как и	13	14
4	и все	5	14
5	то же	5	13
6	все эти	1	13
7	в этой	7	13
8	в его	5	12
9	в себе	10	11
10	в том	3	11
11	прежде всего	12	11
12	так и	4	10
13	никто не	1	10
14	все это	1	10
15	в своем	8	9
16	не в	9	9
17	и его	5	9
18	но и	15	9
19	что в	4	9
20	движение в	1	8
21	но в	10	8
22	в конце	5	8
23	то что	5	8
24	и от	3	8
25	в нем	22	7
26	в эпоху	1	7
27	в них	3	7
28	как бы	8	7
29	и не	18	7
30	ни в	3	6
31	он хочет	3	6
32	о том	3	6
33	мы видим	2	6
34	только в	3	6
35	это не	5	6
36	есть в	3	6
37	для него	18	6
38	у него	22	6
39	все они	1	6
40	как в	7	5
41	и к	7	5
42	не только	18	5
43	в плане	1	5
44	на этом	2	5
45	точки зрения	2	5
46	того как	3	5
47	потому что	12	5
48	и это	5	5
49	в ней	11	5
50	к нему	2	5
51	и у	1	5
52	уже в	2	5
53	что и	4	5
54	вместе с	2	5
55	так же	6	5
56	и для	7	5
57	в другое	1	5
58	а в	2	5
59	к этому	1	5
60	место в	2	4
61	в сущности	2	4
62	момент в	3	4
63	и на	3	4
64	хотя и	2	4
65	целый ряд	1	4
66	та же	10	4
67	что это	6	4
68	он не	10	4
69	на земле	8	4
70	но все	1	4
71	и с	3	4
72	должно быть	2	4
73	том что	4	4
74	одном из	1	4
75	но он	11	4
76	ничего не	2	4
77	в образе	3	4
78	в последней	2	4
79	и здесь	6	4
80	после того	2	4
81	может быть	21	4
82	в более	2	4
83	было бы	1	4
84	мира в	1	4
85	мира и	1	4
86	конце концов	1	4
87	все что	4	4
88	он может	1	3
89	и есть	8	3
90	из самых	1	3
91	с точки	1	3
92	проникает в	1	3
93	той же	3	3
94	я не	5	3
95	он был	9	3
96	на них	1	3
97	во всех	2	3
98	совсем не	5	3
99	путь в	1	3
100	его к	1	3
101	от этого	2	3
102	и те	2	3
103	в нее	1	3
104	в мире	7	3
105	его в	3	3
106	это одна	1	3
107	в своей	5	3
108	сам он	2	3
109	в отношении	5	3
110	не имеет	4	3
111	тем что	3	3
112	как о	1	3
113	легенды о	1	3
114	можно было	2	3
115	что у	4	3
116	нас в	2	3
117	это была	2	3
118	что он	7	3
119	в землю	1	3
120	так как	8	3
121	не было	11	3
122	но есть	1	3
123	не может	15	3
124	и потому	7	3
125	в той	1	3
126	но этот	2	3
127	но это	8	3
128	в свою	4	3
129	не знает	9	3
130	которым он	1	3
131	того же	1	3
132	есть и	3	3
133	жизни и	6	3
134	и эта	2	3
135	это в	1	3
136	также и	4	2
137	и то	1	2
138	на самом	1	2
139	явления и	1	2
140	я умру	1	2
141	все те	1	2
142	есть не	5	2
143	он знает	1	2
144	мы не	1	2
145	в которой	2	2
146	но по	1	2
147	же что	2	2
148	и самого	3	2
149	в которых	1	2
150	в чем	3	2
151	с его	4	2
152	а следовательно	1	2
153	по отношению	2	2
154	отношение к	8	2
155	говорит что	2	2
156	но без	1	2
157	как он	3	2
158	они в	1	2
159	и вот	5	2
160	человека в	14	2
161	значительной степени	1	2
162	что все	5	2
163	с этим	1	2
164	которой он	1	2
165	не мог	3	2
166	в этих	2	2
167	во второй	1	2
168	своего рода	1	2
169	их в	1	2
170	теперь я	1	2
171	что есть	2	2
172	человек может	1	2
173	земли в	1	2
174	следовательно и	1	2
175	и всегда	3	2
176	этом отношении	1	2
177	нет ни	2	2
178	они как	1	2
179	к тому	5	2
180	они и	4	2
181	не есть	13	2
182	оно не	2	2
183	должен быть	4	2
184	во вселенной	1	2
185	всего этого	1	2
186	роль в	1	2
187	никогда не	18	2
188	начала и	1	2
189	жизнь и	4	2
190	в словах	1	2
191	в разных	2	2
192	находится в	1	2
193	а также	1	2
194	в значительной	1	2
195	и во	3	2
196	бы в	2	2
197	не видел	2	2
198	он берет	1	2
199	еще более	2	2
200	все время	2	2
201	того что	6	2
202	тот же	2	2
203	правда и	1	2
204	и ее	1	2
205	со всеми	1	2
206	был также	1	2
207	уже не	4	2
208	и других	2	2
209	к человеку	12	2
210	связано с	3	2
211	отношению к	2	2
212	к самому	2	2
213	характерно для	1	2
214	до конца	4	2
215	а не	13	2
216	власти и	1	2
217	и судьба	1	2
218	нигде не	1	2
219	в человеке	2	2
220	не осталось	1	2
221	по своему	1	2
222	в изображении	1	2
223	бессмертия и	2	2
224	которые были	1	2
225	в силах	1	2
226	у них	4	2
227	интерес к	2	2
228	и как	1	2
229	в новых	2	2
230	с ним	3	2
231	для нашего	1	2
232	в свое	1	2
233	есть то	1	2
234	нас не	2	2
235	который должен	2	1
236	от этой	2	1
237	отношения к	2	1
238	бесконечную даль	1	1
239	он считает	2	1
240	человека и	7	1
241	в такой	3	1
242	сам по	2	1
243	самом деле	1	1
244	это и	3	1
245	на наших	1	1
246	к небытию	2	1
247	там не	1	1
248	между двумя	1	1
249	с изображением	1	1
250	прошлое и	1	1
251	ведь и	1	1
252	должна быть	1	1
253	с таким	2	1
254	его не	2	1
255	мире но	2	1
256	все уже	1	1
257	что иное	3	1
258	принадлежит к	2	1
259	бы ни	1	1
260	они были	3	1
261	в письме	1	1
262	явление не	1	1
263	святые и	1	1
264	он сам	6	1
265	иное как	3	1
266	быть в	1	1
267	не был	2	1
268	этим не	1	1
269	зло это	1	1
270	жизни с	1	1
271	там и	6	1
272	в ее	1	1
273	землю и	2	1
274	бы его	2	1
275	к которой	3	1
276	есть своя	1	1
277	значение и	1	1
278	менее всего	3	1
279	в новом	1	1
280	себе и	2	1
281	человеку и	3	1
282	своего сына	1	1
283	за пределы	1	1
284	что они	3	1
285	не разрешается	1	1
286	в центре	2	1
287	его на	4	1
288	и нет	3	1
289	все остальные	1	1
290	я должен	1	1
291	их они	1	1
292	от народной	1	1
293	увидим что	2	1
294	человеческая жизнь	2	1
295	и этим	2	1
296	в самом	5	1
297	истины и	1	1
298	счастья и	1	1
299	он в	3	1
300	в нашем	7	1
301	в час	1	1
302	думать что	4	1
303	процесса не	1	1
304	и они	1	1
305	образ он	1	1
306	и будущее	1	1
307	чем его	1	1
308	говорят о	1	1
309	ее как	1	1
310	но на	2	1
311	человек не	7	1
312	в первых	1	1
313	к миру	1	1
314	после этого	1	1
315	они ведут	1	1
316	так от	1	1
317	этом мире	1	1
318	жить в	1	1
319	что является	1	1
320	в каждом	3	1
321	не будет	3	1
322	с целью	1	1
323	как к	2	1
324	мира сего	3	1
325	еще вернемся	2	1
326	вот например	1	1
327	он есть	1	1
328	отца и	1	1
329	и тем	1	1
330	за ней	1	1
331	не соответствует	1	1
332	в жизни	4	1
333	для них	1	1
334	мне то	1	1
335	к которым	1	1
336	этого не	1	1
337	с тем	1	1
338	и уже	1	1
339	мире есть	1	1
340	с такой	1	1
341	чем в	2	1
342	сознанием в	1	1
343	народа и	4	1
344	и становится	1	1
345	его образ	1	1
346	не так	3	1
347	соприкосновение с	1	1
348	как все	1	1
349	не интересует	1	1
350	и без	1	1
351	потом еще	1	1
352	эта тема	1	1
353	еще нигде	1	1
354	в котором	1	1
355	и абсолютное	1	1
356	раю в	1	1
357	чистилище и	1	1
358	признать что	1	1
359	должны были	1	1
360	стало быть	1	1
361	нельзя было	2	1
362	которые в	2	1
363	что было	3	1
364	свобода и	2	1
365	и всякую	1	1
366	по себе	2	1
367	не была	1	1
368	были заложены	1	1
369	этого движения	1	1
370	существует для	1	1
371	народа это	1	1
372	человека есть	3	1
373	но они	1	1
374	она не	8	1
375	иной раз	1	1
376	есть прежде	5	1
377	нем же	1	1
378	у кого	1	1
379	и форм	1	1
380	в основе	2	1
381	из людей	4	1
382	были и	1	1
383	есть путь	2	1
384	для всего	1	1
385	о природе	1	1
386	только и	4	1
387	правда в	2	1
388	или как	1	1
389	показывает как	1	1
390	это отношение	1	1
391	к концу	1	1
392	своей природе	1	1
393	по своей	3	1
394	наоборот он	1	1
395	и народной	1	1
396	со своим	2	1
397	связи с	2	1
398	ибо все	1	1
399	в сознании	1	1
400	не принадлежит	1	1
401	не по	1	1
402	его природа	1	1
403	уже и	1	1
404	и делает	1	1
405	что на	1	1
406	у нас	11	1
407	действует в	1	1
408	легенда о	1	1
409	она также	1	1
410	его для	1	1
411	не могут	1	1
412	и да	1	1
413	и дал	1	1
414	о путях	1	1
415	для такого	1	1
416	была еще	2	1
417	своего отца	1	1
418	как с	1	1
419	и самое	2	1
420	зрелом возрасте	1	1
421	мысль о	2	1
422	на той	1	1
423	говорили что	1	1
424	дантовского ада	1	1
425	дано в	1	1
426	данте и	1	1
427	и человеческого	2	1
428	с собой	2	1
429	не с	1	1
430	имеют одну	1	1
431	чем у	4	1
432	жизни он	3	1
433	образов у	1	1
434	новых и	1	1
435	об этом	1	1
436	в глубине	3	1
437	вот это	1	1
438	до последних	2	1
439	именно потому	1	1
440	было не	2	1
441	на все	3	1
442	вот почему	2	1
443	всего человечества	2	1
444	в другом	1	1
445	но к	1	1
446	и та	2	1
447	и что	2	1
448	от своего	1	1
449	и кровь	1	1
450	все в	1	1
451	доходит до	6	1
452	царство и	1	1
453	и всю	1	1
454	мир и	2	1
455	переходит в	8	1
456	наконец в	1	1
457	тот момент	1	1
458	века и	1	1
459	также в	1	1
460	старого мира	1	1
461	но она	2	1
462	у всех	2	1
463	и об	1	1
464	и она	3	1
465	к которому	3	1
466	все царства	1	1
467	борьбы за	1	1
468	и культа	1	1
469	каждого человека	3	1
470	характерный для	1	1
471	мы увидим	2	1
472	ли он	1	1
473	во всем	5	1
474	которой мы	1	1
475	те которые	3	1
476	вот они	1	1
477	он уже	2	1
478	между тем	2	1
479	на которые	1	1
480	необходимый момент	1	1
481	о бессмертии	3	1
482	в творениях	1	1
483	себя в	4	1
484	так что	2	1
485	и всякий	1	1
486	на такой	1	1
487	а напротив	1	1
488	друг за	2	1
489	чем они	1	1
490	него и	2	1
491	во втором	1	1
492	его и	1	1
493	себе в	2	1
494	очень характерно	1	1
495	ту сторону	1	1
496	ад путь	1	1
497	ее на	1	1
498	тут у	2	1
499	но эти	1	1
500	возможно что	1	1
501	как у	2	1
502	и рае	2	1
503	что человек	2	1
504	уходит в	2	1
505	и прежде	1	1
506	такое же	1	1
507	мы еще	2	1
508	органическая часть	1	1
509	на поверхности	4	1
510	превращается в	2	1
511	своим исключительным	1	1
512	у других	1	1
513	вход в	1	1
514	один из	5	1
515	по ту	1	1
516	о чем	1	1
517	не производит	1	1
518	разных местах	1	1
519	знает только	1	1
520	связь с	1	1
521	свою судьбу	1	1
522	нет ничего	3	1
523	и свободная	1	1
524	не были	1	1
525	к себе	2	1
526	приводит в	1	1
527	что теперь	1	1
528	xix века	1	1
529	ним как	1	1
530	с людьми	1	1
531	к другому	3	1
532	видит в	1	1
533	и таинства	1	1
