N	2gram	Propp_Morf_1	Dialekti
1	т е	21	46
2	не есть	1	40
3	и не	12	30
4	и есть	2	19
5	а не	11	18
6	и т	41	17
7	ничего не	4	17
8	может быть	52	17
9	то что	8	16
10	т д	39	15
11	и в	13	15
12	как бы	3	14
13	точки зрения	2	14
14	не имеет	2	14
15	так как	16	14
16	что это	1	13
17	того что	3	13
18	это не	6	12
19	в этом	14	11
20	и вот	1	11
21	говорить о	3	11
22	ясно что	5	11
23	в том	6	11
24	прежде всего	9	11
25	не может	14	11
26	и все	1	11
27	том что	4	10
28	в основе	1	10
29	потому что	3	10
30	с ее	1	10
31	она есть	1	10
32	это и	2	9
33	то же	7	9
34	мы не	8	9
35	было бы	3	9
36	с точки	2	9
37	в виду	1	9
38	и что	2	9
39	уже не	2	9
40	и пр	37	9
41	значит что	3	9
42	в чем	1	8
43	не в	3	8
44	в себе	1	8
45	не только	4	8
46	мифологии и	1	8
47	ни в	1	8
48	и ее	3	8
49	это значит	1	8
50	должна быть	1	7
51	что именно	1	7
52	как и	3	7
53	и его	1	7
54	только в	2	7
55	что мы	2	7
56	или в	4	7
57	что он	4	7
58	что в	8	7
59	перед нами	10	6
60	хотя и	3	6
61	и тем	2	6
62	если бы	2	6
63	в то	3	6
64	что и	7	6
65	так что	1	6
66	вовсе не	4	6
67	и даже	1	6
68	а именно	1	6
69	в результате	7	6
70	сказать что	2	6
71	мы имеем	9	5
72	в сущности	3	5
73	и на	1	5
74	с его	2	5
75	то в	3	5
76	учение о	3	5
77	на то	2	5
78	что она	2	5
79	что такое	3	5
80	того чтобы	3	5
81	как таковой	2	5
82	в каком	2	5
83	таким образом	21	5
84	о том	2	5
85	так и	6	5
86	можно сказать	2	5
87	если мы	5	5
88	для того	2	5
89	как же	2	5
90	и для	2	5
91	но если	7	5
92	есть то	1	5
93	также и	4	4
94	или по	2	4
95	оно есть	1	4
96	хотя бы	4	4
97	что они	2	4
98	в этой	2	4
99	в течение	1	4
100	и как	5	4
101	бы только	1	4
102	в силу	1	4
103	подобно тому	6	4
104	то ни	3	4
105	и с	1	4
106	с тем	2	4
107	она не	2	4
108	видим что	10	4
109	она хочет	1	4
110	так то	1	4
111	ничего общего	1	4
112	еще не	3	4
113	в его	1	4
114	оказывается что	1	4
115	мы должны	3	4
116	мы видим	13	4
117	с ними	1	4
118	в одном	1	4
119	как раз	1	4
120	и отношение	1	4
121	так же	3	4
122	в особенности	1	4
123	тому как	5	4
124	но это	6	4
125	один из	5	4
126	тех или	1	4
127	лишь как	1	4
128	или не	3	4
129	но и	4	4
130	должны быть	1	4
131	и то	1	3
132	так чтобы	1	3
133	то мы	4	3
134	а если	4	3
135	со стороны	3	3
136	надо было	1	3
137	как в	3	3
138	с этим	11	3
139	и нет	1	3
140	и наконец	1	3
141	как таковое	2	3
142	но в	2	3
143	та же	2	3
144	все эти	2	3
145	на этом	3	3
146	об этом	4	3
147	мы уже	1	3
148	не всегда	9	3
149	в данном	1	3
150	в один	3	3
151	в своей	1	3
152	она в	2	3
153	чтобы это	1	3
154	есть всегда	1	3
155	только для	1	3
156	логической и	1	3
157	и притом	1	3
158	мы можем	2	3
159	могут быть	16	3
160	в собственном	3	3
161	имеется в	3	3
162	этот момент	3	3
163	быть и	2	3
164	д и	1	3
165	для всех	1	3
166	в виде	2	3
167	при помощи	9	3
168	это будет	1	3
169	или иное	1	3
170	в области	1	3
171	эти две	1	3
172	себя и	2	3
173	что не	1	3
174	у нас	2	3
175	на основании	1	3
176	из которых	3	3
177	на другое	1	3
178	что здесь	1	3
179	е о	1	3
180	от него	1	3
181	или нет	2	3
182	или вообще	1	3
183	совершенно не	1	3
184	есть и	4	3
185	только о	1	3
186	к этому	3	3
187	можно назвать	3	3
188	можно говорить	1	2
189	не думает	1	2
190	тех же	4	2
191	очень много	1	2
192	ведь и	1	2
193	вопрос о	7	2
194	есть нечто	3	2
195	может дать	1	2
196	во всех	4	2
197	как таковая	2	2
198	бы не	1	2
199	коем случае	1	2
200	мы будем	3	2
201	но как	2	2
202	мы нашли	1	2
203	это или	1	2
204	чем же	1	2
205	если она	2	2
206	данный момент	1	2
207	вот как	1	2
208	все же	7	2
209	кроме того	1	2
210	в этот	1	2
211	в которой	3	2
212	это утверждение	1	2
213	мы получаем	2	2
214	из этих	1	2
215	ни одна	4	2
216	что даже	1	2
217	при этом	1	2
218	тем не	5	2
219	собственном смысле	3	2
220	собственно говоря	1	2
221	с этой	1	2
222	но все	3	2
223	не будет	1	2
224	на все	1	2
225	это было	3	2
226	в них	1	2
227	во внимание	1	2
228	и вне	3	2
229	между собою	2	2
230	должно быть	1	2
231	нисколько не	1	2
232	том как	1	2
233	имеет ничего	1	2
234	однако в	2	2
235	для нее	1	2
236	что с	1	2
237	не менее	5	2
238	но они	1	2
239	что эта	2	2
240	того как	2	2
241	как таковых	2	2
242	может только	1	2
243	случае не	3	2
244	иметь в	1	2
245	и по	2	2
246	она должна	1	2
247	во всем	1	2
248	как не	1	2
249	е не	1	2
250	не по	2	2
251	как будто	2	2
252	может и	1	2
253	не могут	4	2
254	по характеру	1	2
255	и тогда	1	2
256	без всякого	2	2
257	совершенно ясно	1	2
258	и может	1	2
259	и когда	1	2
260	не значит	2	2
261	мог бы	1	2
262	д все	2	2
263	на что	1	2
264	в коем	1	2
265	даже не	3	2
266	находится в	1	2
267	ее в	1	2
268	но мы	3	2
269	во всей	1	2
270	одной из	1	2
271	как нечто	1	2
272	в качестве	5	2
273	себя в	1	2
274	итак в	1	2
275	в нашей	1	2
276	по законам	1	2
277	не дает	1	2
278	из них	3	2
279	и их	2	2
280	никто не	3	2
281	мы находим	1	2
282	для меня	1	2
283	отличие от	1	2
284	тем что	4	2
285	от того	3	2
286	в гл	1	2
287	она является	1	2
288	другой стороны	4	2
289	в частности	2	2
290	как это	3	2
291	что же	2	2
292	мы еще	1	2
293	быть не	1	2
294	или другого	1	2
295	но для	2	2
296	показать как	1	2
297	прежде чем	3	2
298	и ни	1	2
299	главным образом	4	2
300	только что	2	2
301	что этот	1	2
302	и при	1	2
303	равно как	1	2
304	оно не	2	2
305	в свое	2	2
306	того или	1	2
307	которая не	1	2
308	точно так	1	2
309	во всяком	2	2
310	смысле слова	4	1
311	от вашего	1	1
312	именно и	1	1
313	самых разнообразных	2	1
314	по отдельным	1	1
315	д в	2	1
316	утверждение что	1	1
317	на самом	4	1
318	он может	2	1
319	вне связи	3	1
320	всего это	1	1
321	и должны	1	1
322	решительно все	1	1
323	который можно	1	1
324	случаях нет	1	1
325	дело не	2	1
326	вне своего	1	1
327	которое может	2	1
328	и этот	1	1
329	его не	1	1
330	г в	1	1
331	положения в	1	1
332	такое положение	1	1
333	но она	1	1
334	то это	3	1
335	кто же	1	1
336	это время	1	1
337	очень часто	6	1
338	собой в	2	1
339	как таковые	1	1
340	законы и	1	1
341	может не	1	1
342	он сам	1	1
343	и объект	1	1
344	где же	1	1
345	или во	1	1
346	не требует	1	1
347	которых один	1	1
348	явлений и	1	1
349	и развития	1	1
350	значение и	1	1
351	более как	1	1
352	отношение к	1	1
353	в одной	1	1
354	вот мы	2	1
355	совершенно другой	1	1
356	они есть	1	1
357	не думал	1	1
358	помнить что	1	1
359	в полном	1	1
360	и отдельно	1	1
361	целый ряд	3	1
362	если наконец	1	1
363	даже просто	1	1
364	имеет в	1	1
