N	3gram	Voloshinov_2	KulturaY
1	в том что	6	10
2	в русском языке	4	9
3	с точки зрения	13	8
4	для того чтобы	6	8
5	в самом деле	5	7
6	с другой стороны	1	7
7	по крайней мере	2	6
8	во всяком случае	2	5
9	само по себе	1	5
10	тем не менее	1	5
11	в зависимости от	2	4
12	не только в	1	4
13	не может быть	10	4
14	точки зрения в	1	3
15	в этом отношении	1	3
16	на этой почве	5	3
17	в связи с	7	3
18	то же время	8	3
19	в то же	8	3
20	что все эти	1	3
21	а следовательно и	1	2
22	и пр но	2	2
23	не говоря уже	1	2
24	на самом деле	4	2
25	в соответствии с	1	2
26	в этом случае	1	2
27	говоря уже о	1	2
28	от этого не	1	2
29	в данном отношении	1	2
30	несмотря на то	1	2
31	то или иное	1	2
32	тем что он	1	2
33	к вопросу о	1	2
34	в отличие от	3	2
35	и в том	1	2
36	в современном русском	1	2
37	в широком смысле	1	2
38	но также и	1	2
39	в свою очередь	5	2
40	того или иного	2	2
41	в конечном счете	1	2
42	между грамматикой и	1	2
43	но все же	1	2
44	можно сказать что	1	2
45	на то что	2	2
46	в узком смысле	2	2
47	так или иначе	1	2
48	что слово как	1	1
49	речь в данном	1	1
50	лишь в той	1	1
51	не следует что	1	1
52	чуть ли не	1	1
53	дело в том	1	1
54	подчеркнуть что эта	1	1
55	в этом последнем	2	1
56	данного слова в	1	1
57	если бы речь	1	1
58	грамматикой и стилистикой	1	1
59	до сих пор	3	1
60	тот или иной	1	1
61	сам по себе	1	1
62	связанные с этим	1	1
63	бы то ни	4	1
64	в первую очередь	1	1
65	не было бы	2	1
66	но он не	1	1
67	этом последнем случае	1	1
68	какой бы то	2	1
69	не сам по	1	1
70	широком смысле слова	1	1
71	contradictio in adjecto	1	1
72	и не в	3	1
73	и в других	1	1
74	может быть и	5	1
75	связанных с ними	1	1
76	в значительной степени	2	1
77	уже о том	1	1
78	того чтобы понять	2	1
79	сами по себе	1	1
80	никаких оснований говорить	1	1
81	языка и что	1	1
82	то ни было	4	1
83	с одной стороны	3	1
84	и все его	1	1
85	смысле этого слова	4	1
86	во французском языке	2	1
87	речи заключается в	1	1
88	по сравнению с	1	1
89	не могут быть	1	1
90	в последнее время	1	1
91	приводит к тому	1	1
92	фигурирует в качестве	1	1
93	в противном случае	2	1
94	все более и	2	1
95	структуре языка лишь	1	1
96	но не только	1	1
97	уже с самого	1	1
98	тем или иным	1	1
99	и пр и	4	1
100	что же такое	1	1
101	то вопрос о	1	1
102	этого слова и	1	1
103	языка и его	3	1
104	но для того	1	1
105	как и в	1	1
106	оно могло бы	1	1
107	о том что	3	1
108	принципиальное значение для	1	1
109	с самого начала	5	1
110	более и более	2	1
111	и прежде всего	2	1
112	что иное как	1	1
113	но что же	1	1
114	они ни были	1	1
115	как впрочем и	1	1
116	в большинстве случаев	5	1
117	речи а на	1	1
118	к тому что	3	1
119	не что иное	1	1
120	первым и вторым	1	1
121	пр и пр	3	1
122	таким образом в	1	1
123	при этом совершенно	1	1
124	в данный момент	1	1
125	между первым и	1	1
126	к тому же	2	1
127	не нуждается в	1	1
128	как мы знаем	1	1
129	как мы видели	3	1
130	французском языке с	1	1
