1	дело идет не об	2	3
2	но в то же	5	3
3	в то же время	9	3
4	в одной плоскости с	3	3
5	романа в его целом	1	3
6	не входит в творческий	2	2
7	с начала и до	2	2
8	в полифоническом романе достоевского	2	2
9	в пределы одного сознания	2	2
10	в художественном мире достоевского	2	2
11	начала и до конца	2	2
12	как не выдуман герой	2	2
13	одной плоскости с авторским	1	2
14	в целом ряде других	2	2
15	слово автора о герое	1	2
16	и в целом ряде	2	2
17	мы имеем в виду	1	2
18	отрицаемая чужая мысль не	2	2
19	видения и изображения мира	2	2
20	так же как и	1	2
21	плоскости с авторским словом	1	2
22	как слово о присутствующем	1	2
23	друг друга но только	1	2
24	в его мировоззрении не	1	1
25	сливается с исповедальным словом	1	1
26	приходится подчиниться его закономерности	1	1
27	свете этого художественного задания	1	1
28	изображение идеи возможно лишь	1	1
29	сознания вполне можно допустить	1	1
30	жест героя интеллектуальная мимика	1	1
31	бытия в монологизм сознания	1	1
32	третьего в районе которой	1	1
33	неверны в зависимости от	1	1
34	же в худшем случае	1	1
35	омеги только такую мысль	1	1
36	форму оно принимает сознания	1	1
37	целостных позиций сочетание личностей	1	1
38	акценту то же что	1	1
39	законами так и законами	1	1
40	опредмечены они характеризуют объект	1	1
41	печать его индивидуальности таким	1	1
42	его и не растворяет	1	1
43	чтобы в ней выразился	1	1
44	да еще какие на	1	1
45	получить непосредственное выражение в	1	1
46	творческий замысел его замысел	1	1
47	быть дана как более	1	1
48	который направлены а не	1	1
49	входит в творческий замысел	1	1
50	истины вовсе еще не	1	1
51	наконец авторская идея может	1	1
52	чужую судьбу человеки тоже	1	1
53	не давая ему предрешающего	1	1
54	сознаний с точки зрения	1	1
55	связь на предметной почве	1	1
56	взвешенность и необходимость каждого	1	1
57	героя вследствие этого оно	1	1
58	самостоятельность героя противоречит тому	1	1
59	так чтобы она не	1	1
60	если преобладает над прочими	1	1
61	следующему моменту нашего тезиса	1	1
62	и др такова относительная	1	1
63	идеологической однотонности всех элементов	1	1
64	одноакцентность авторского изображения и	1	1
65	идеологическим словом о мире	1	1
66	а или полемически отрицаются	1	1
67	идея помогает самосознанию утвердить	1	1
68	произвола выбрав героя и	1	1
69	и следовательно в конце	1	1
70	себе истину и ее	1	1
71	мечтаниях мерещились заседания где	1	1
72	не только слово о	1	1
73	в прокрустово ложе сюжета	1	1
74	как одноакцентность авторского изображения	1	1
75	раскрыто в самом произведении	1	1
76	этой прямолинейной установки то	1	1
77	вводимых достоевским идей нам	1	1
78	неизбежно отделяется от твердого	1	1
79	полноценного слова а не	1	1
80	создан автором такого противоречия	1	1
81	уже не только изображают	1	1
82	к следующему моменту нашего	1	1
83	о мире по достоевскому	1	1
84	слова сохранить же дистанцию	1	1
85	форма возникает лишь там	1	1
86	вмещается в пределы одного	1	1
87	альфы до омеги только	1	1
88	публицистической статьи в статье	1	1
89	над прочими мне в	1	1
90	единство художественного стиля и	1	1
91	пределах образуемого ими монологического	1	1
92	для авторского произвола выбрав	1	1
93	в композиционном построении его	1	1
94	деле нет свобода героев	1	1
95	системно-монологическому контексту только ошибка	1	1
96	о коллективе о многообразии	1	1
97	единства в этом смысле	1	1
98	ученика и следовательно только	1	1
99	и рождается в точке	1	1
100	о себе самом правда	1	1
101	художественного стиля и единый	1	1
102	сознание ставится над бытием	1	1
103	то же время сохраняя	1	1
104	произведении как одноакцентность авторского	1	1
105	того такое содержательное совпадение	1	1
106	и уместности или чисто	1	1
107	она тяготеет к некоторому	1	1
108	идеологическим выводом может лежать	1	1
109	романтизма для байрона для	1	1
110	существенно что истинно в	1	1
111	связан внутреннею логикой выбранного	1	1
112	принципа в этом случае	1	1
113	такое противоречие есть то	1	1
114	быть раскрыто в самом	1	1
115	достоевским идей нам важна	1	1
116	сплошной диалогизации всех элементов	1	1
117	перестает быть идеей и	1	1
118	достоевского художественное слияние личной	1	1
119	отвлечемся от содержательной стороны	1	1
120	скромны или скрыты формальные	1	1
121	что же касается полемически	1	1
122	диалог в сущности идеализм	1	1
123	у достоевского уже два	1	1
124	его мировоззрение от альфы	1	1
125	или материалом идеологического обобщения	1	1
126	слышать дальше достоевский прямо	1	1
127	зрения сознания вообще случайна	1	1
128	не как значащие идеи	1	1
129	и теоретически отчетливое выражение	1	1
130	до простого психического переживания	1	1
131	к идее простым примером	1	1
132	довлеет системе как последнему	1	1
133	сливается с формой она	1	1
134	следовательно весь с начала	1	1
135	его самостоятельность как слова	1	1
136	не утверждая и не	1	1
137	его мировоззрении не утверждаются	1	1
138	идеалистическом превращении монизма бытия	1	1
139	в виду прежде всего	1	1
140	что из самого понятия	1	1
141	он идеолог на авторских	1	1
142	и в сущности ничего	1	1
143	это идея социально-типичная или	1	1
144	с другой стороны и	1	1
145	произведении само по себе	1	1
146	самом деле нет свобода	1	1
147	оно выпадает не из	1	1
148	действительности неизбежно утрачивает свою	1	1
149	единой истины вовсе еще	1	1
150	образ каков бы он	1	1
151	все же элемент идеологического	1	1
152	несущественно и относится к	1	1
153	идея вложенная в уста	1	1
154	она или ассимилируется или	1	1
155	всякое истинное суждение не	1	1
156	с одним сознанием полноправное	1	1
157	но у каждого своя	1	1
158	достоевского здесь мы должны	1	1
159	мировоззрению самого автора монологический	1	1
160	стороны и сама идея	1	1
161	теоретически отчетливое выражение принципы	1	1
162	мысли чужой идеи как	1	1
163	знающим понимающим видящим в	1	1
164	значение для него неразрывно	1	1
165	и принципиальной а высшее	1	1
166	находиться в более сложном	1	1
167	быть верны или неверны	1	1
168	она принципиально не вместима	1	1
169	масса идеологии организованная и	1	1
170	воображаемого диалога даже хоть	1	1
171	незакрытый герой характерен для	1	1
172	задевать героя за живое	1	1
173	элемент такой атмосферы не	1	1
174	самого автора монологический художественный	1	1
175	мир не знает чужой	1	1
176	может показаться что самостоятельность	1	1
177	творчество героев получает в	1	1
178	этих идей сохраняется то	1	1
179	с собственной выраженной идеологией	1	1
180	быть поняты истинные функции	1	1
181	они могут влагаться в	1	1
182	определяя его собственную точку	1	1
183	он ни был так	1	1
184	созданная тем или другим	1	1
185	замысла достоевского здесь мы	1	1
