N	2gram	Losev_Prob_1	Vladivir
1	и в	32	31
2	в году	1	30
3	не только	17	24
4	но и	9	19
5	то что	42	18
6	и не	31	17
7	и даже	11	15
8	в этом	19	14
9	том что	12	14
10	и с	2	14
11	он был	1	14
12	что в	12	14
13	но в	14	12
14	в его	6	12
15	что он	7	12
16	по поводу	4	12
17	с его	2	11
18	о том	11	11
19	в том	9	11
20	философии и	4	11
21	между прочим	2	11
22	потому что	16	11
23	и то	6	10
24	также и	11	10
25	он не	3	10
26	так что	6	10
27	как мы	7	9
28	никогда не	7	9
29	в конце	6	9
30	только в	7	9
31	даже и	8	9
32	в течение	1	9
33	а в	4	9
34	в москве	1	8
35	в то	6	8
36	в дальнейшем	4	8
37	так как	11	8
38	тут же	1	7
39	мы сейчас	1	7
40	кроме того	2	7
41	мы уже	5	7
42	как это	6	7
43	и его	3	7
44	для него	2	7
45	об этом	10	7
46	о нем	3	7
47	уже в	3	7
48	как раз	13	7
49	еще и	5	7
50	сказать что	13	7
51	того же	3	6
52	то же	10	6
53	то он	2	6
54	и к	1	6
55	это было	2	6
56	он и	8	6
57	в котором	5	6
58	иной раз	1	6
59	у нас	14	6
60	и сам	1	6
61	так и	12	6
62	разного рода	6	6
63	и что	9	6
64	его жизни	1	6
65	можно сказать	5	6
66	в качестве	2	6
67	может быть	14	6
68	на этот	3	6
69	и потому	2	6
70	не может	8	6
71	к этому	1	6
72	но как	6	5
73	не очень	2	5
74	на то	8	5
75	и если	6	5
76	не в	4	5
77	истории философии	4	5
78	вовсе не	35	5
79	но он	3	5
80	не было	4	5
81	что же	9	5
82	все это	7	5
83	видно что	1	5
84	и от	1	5
85	а также	4	5
86	с ним	3	5
87	в период	1	5
88	жизни и	1	5
89	он уже	1	4
90	я не	1	4
91	мы и	4	4
92	что его	3	4
93	совсем не	4	4
94	в этой	10	4
95	в истории	4	4
96	в своем	5	4
97	хотя и	6	4
98	и как	6	4
99	говорит что	1	4
100	в которой	2	4
101	в себе	15	4
102	как он	4	4
103	в нем	13	4
104	в россии	1	4
105	же касается	3	4
106	этом смысле	6	4
107	как и	3	4
108	несмотря на	3	4
109	в своей	8	4
110	и вообще	4	4
111	не раз	1	4
112	дело в	3	4
113	в нас	2	4
114	к ней	1	4
115	да и	3	4
116	никак не	4	4
117	к нему	3	4
118	по своей	1	4
119	один из	4	4
120	течение всей	1	4
121	себя в	1	4
122	этот раз	2	4
123	что для	2	4
124	и все	7	4
125	и особенно	2	4
126	такого рода	7	4
127	для нас	5	4
128	увидим ниже	2	3
129	в семье	1	3
130	но она	3	3
131	на себя	2	3
132	это время	1	3
133	и на	8	3
134	нам представляется	1	3
135	то мы	1	3
136	но не	9	3
137	в общем	1	3
138	за пределы	6	3
139	что они	3	3
140	отнюдь не	10	3
141	как в	4	3
142	а иной	1	3
143	все же	1	3
144	более или	3	3
145	он в	2	3
146	все эти	8	3
147	что к	2	3
148	но на	1	3
149	о которой	1	3
150	едва ли	2	3
151	на его	2	3
152	то есть	33	3
153	со своими	1	3
154	или менее	3	3
155	во время	1	3
156	на свою	1	3
157	но это	8	3
158	что этот	2	3
