N	3gram	Propp_Isto_3	slovoVRo
1	с точки зрения	1	8
2	в большинстве случаев	1	6
3	во всяком случае	2	5
4	и т д	15	5
5	с одной стороны	2	4
6	с другой стороны	7	4
7	но и здесь	1	3
8	в данном случае	3	3
9	на ту же	1	2
10	и к нему	1	2
11	в этом случае	5	2
12	до сих пор	5	2
13	то время как	2	2
14	не только в	1	2
15	в то время	2	2
16	в других случаях	1	2
17	в свою очередь	1	2
18	не только на	1	2
19	можно было бы	1	2
20	и в том	1	2
21	друг с другом	1	2
22	не исключают друг	1	1
23	и столь же	1	1
24	одной и той	1	1
25	исключают друг друга	1	1
26	и той же	1	1
27	с одним из	2	1
28	мы ничего не	1	1
29	на своем пути	1	1
30	к людям и	1	1
31	за пределами своего	1	1
32	но и в	1	1
33	каждое из них	1	1
34	на самом же	1	1
35	этом случае в	1	1
36	с этой точки	1	1
37	даже в самых	1	1
38	может быть и	1	1
39	одной из них	1	1
40	мы имеем в	2	1
41	свою связь с	1	1
42	обстоит дело с	1	1
43	так или иначе	1	1
44	не может быть	1	1
45	тем не менее	5	1
46	о том что	2	1
47	они не только	1	1
48	равно как и	1	1
49	в одном из	2	1
50	этой точки зрения	1	1
51	с самого начала	1	1
52	не только не	2	1
53	но в этом	1	1
54	и прежде всего	1	1
55	можно сказать что	1	1
56	у нас в	1	1
57	и от него	1	1
58	и вступает в	1	1
59	и в самых	1	1
60	мы видим что	4	1
61	самом же деле	1	1
62	в том что	5	1
63	друг друга и	1	1
64	как и в	2	1
65	как мы видели	5	1
