N	4gram	Vygotskiy__2	KulturaY
1	до тех пор пока	1	4
2	и т п в	1	3
3	и в самом деле	4	3
4	и тем не менее	1	3
5	в зависимости от того	1	3
6	в общем и целом	1	2
7	одного и того же	1	2
8	один и тот же	1	2
9	совершенно ясно что в	1	1
10	никогда не может быть	1	1
11	если бы не было	1	1
12	и не может быть	1	1
13	не зависит от его	1	1
14	одной и той же	4	1
15	только в том случае	4	1
16	и т п так	1	1
17	с этой точки зрения	1	1
18	с точки зрения их	1	1
19	во что бы то	1	1
20	то же самое что	2	1
21	в том смысле что	1	1
22	тех пор пока мы	1	1
23	бы то ни стало	1	1
24	беда в том что	1	1
25	что бы то ни	1	1
26	а с другой стороны	1	1
27	в силу того что	1	1
28	и тот же звук	1	1
29	в то же время	2	1
30	заключается в том что	7	1
31	ни на минуту не	1	1
