N	2gram	Tiupa_Hudo_2	Psycholo
1	то что	6	44
2	и в	28	33
3	в этом	13	28
4	и что	1	25
5	как бы	5	25
6	все время	3	24
7	потому что	2	24
8	для того	4	23
9	том что	19	22
10	того чтобы	4	22
11	может быть	8	22
12	что в	5	21
13	в том	15	21
14	о том	12	20
15	что он	8	20
16	как это	7	14
17	что это	5	13
18	то есть	1	13
19	так же	3	13
20	и не	18	13
21	все это	3	13
22	сказать что	2	13
23	самом деле	3	12
24	в самом	5	12
25	было бы	3	12
26	к тому	7	12
27	и все	7	12
28	так как	1	12
29	он не	4	11
30	что все	3	11
31	что она	7	10
32	если бы	6	10
33	рассказа и	2	10
34	в его	11	10
35	как она	1	10
36	не может	4	10
37	то же	6	9
38	в этой	5	9
39	по себе	1	9
40	как раз	4	9
41	в конце	1	8
42	как будто	4	8
43	в рассказе	21	8
44	вместе с	2	8
45	показать что	1	7
46	в своем	5	7
47	раз в	3	7
48	не только	11	7
49	в нем	3	7
50	так что	1	7
51	и только	2	7
52	до конца	1	7
53	когда он	1	7
54	для нас	3	7
55	и т	4	6
56	в сущности	1	6
57	в ней	3	6
58	что они	4	6
59	перед нами	11	6
60	все эти	1	6
61	в себе	9	6
62	во время	1	6
63	точки зрения	2	6
64	всякий раз	3	6
65	но он	1	6
66	тому что	4	6
67	в самой	1	6
68	же после	1	6
69	когда мы	1	6
70	же самое	3	6
71	никак не	1	6
72	это не	6	6
73	у него	5	6
74	а не	14	6
75	как на	2	6
76	это и	1	5
77	мы уже	3	5
78	полагает что	1	5
79	мы не	1	5
80	и на	3	5
81	о смерти	3	5
82	все же	2	5
83	о ее	2	5
84	как он	3	5
85	как и	11	5
86	самого начала	1	5
87	никогда не	5	5
88	что самое	1	5
89	и его	5	5
90	и это	3	5
91	с самого	1	5
92	казалось бы	6	5
93	с ним	7	5
94	заключается в	1	5
95	вовсе не	2	5
96	из этого	1	5
97	той же	2	4
98	в которой	1	4
99	я не	7	4
100	не то	1	4
101	говорит о	4	4
102	том чтобы	1	4
103	могла бы	2	4
104	не будет	2	4
105	это было	2	4
106	и уже	4	4
107	для чего	1	4
108	слова и	1	4
109	в своей	6	4
110	знаем что	1	4
111	с точки	2	4
112	одна из	2	4
113	ее с	1	4
114	на него	3	4
115	а в	6	4
116	как мы	2	4
117	и о	4	4
118	что у	3	4
119	можно было	3	4
120	жизнь и	1	4
121	этой жизни	1	4
122	об этом	7	4
123	о нем	2	4
124	не просто	1	4
125	того что	1	4
126	в двух	2	4
127	только в	4	4
128	и так	1	4
129	себя в	8	4
130	в жизни	8	4
131	и других	1	4
132	из них	2	4
133	по поводу	3	4
134	что не	2	4
135	в частности	7	4
136	мы узнаем	1	4
137	исходя из	1	4
138	с этой	1	4
139	рассказа как	1	4
140	первый раз	1	4
141	совершенно не	1	4
142	жизни и	6	4
143	это в	1	4
144	к этому	1	4
145	в таком	1	4
146	например в	1	3
147	же как	2	3
148	этой фразы	1	3
149	самое замечательное	1	3
150	что если	1	3
151	говорить о	2	3
152	и он	3	3
153	но не	4	3
154	к которой	1	3
155	в сторону	1	3
156	как в	5	3
157	от этого	1	3
158	та же	2	3
159	разговор о	2	3
160	он все	1	3
161	из этой	1	3
162	какой бы	1	3
163	на этом	2	3
164	здесь мы	1	3
165	его в	2	3
166	превращает их	1	3
167	обратимся к	2	3
168	несет в	1	3
169	мы в	1	3
170	т п	2	3
171	их в	1	3
172	тем самым	2	3
173	она не	5	3
174	на кладбище	1	3
175	в то	6	3
176	в основе	2	3
177	и для	2	3
178	во все	1	3
179	с ее	5	3
180	нам о	1	3
181	и говорит	1	3
182	в пределах	1	3
183	в мире	7	3
184	так и	8	3
185	и здесь	1	3
186	это то	1	3
187	что и	4	3
188	вслед за	4	3
189	том как	2	3
190	дело с	2	3
191	в уста	1	3
192	с одной	3	3
193	мы получим	1	3
194	в виде	2	3
195	тому же	2	3
196	могло бы	1	3
197	в одном	3	3
198	не для	1	3
199	тем что	6	3
200	бы это	1	3
201	до сих	2	3
202	но и	9	3
203	не было	6	3
204	одной стороны	3	3
205	и опять	2	3
206	означало бы	1	3
207	эти слова	1	3
208	видит в	2	3
209	в той	1	3
210	рассказа в	4	3
211	да и	5	3
212	еще раз	1	3
213	сих пор	2	3
214	за этим	1	3
215	и вдруг	1	3
216	почему он	1	3
217	рассказа это	2	3
218	бы его	1	3
219	к этой	1	3
220	в своих	1	3
221	точно так	1	3
222	также и	1	2
223	и то	2	2
224	на две	1	2
225	жизни ее	1	2
226	все те	2	2
227	жизни для	1	2
228	а как	2	2
229	мы имеем	1	2
230	при анализе	1	2
231	нам в	1	2
232	время как	1	2
233	принадлежит к	1	2
234	и ее	3	2
235	это время	1	2
236	мы читаем	2	2
237	столь же	3	2
238	бы то	1	2
239	с его	5	2
