N	3gram	Voloshinov_1	Problemy
1	в пределах одного	2	9
2	с точки зрения	20	8
3	в большинстве случаев	3	8
4	до сих пор	8	7
5	по отношению к	2	5
6	то же время	3	5
7	в то же	3	5
8	и не может	9	4
9	как и все	2	4
10	в отличие от	5	4
11	сама по себе	2	4
12	не может быть	13	4
13	друг с другом	1	4
14	в самом деле	9	4
15	более или менее	1	3
16	можно было бы	2	3
17	как мы увидим	1	3
18	с другой стороны	5	3
19	но в то	2	3
20	той или иной	1	3
21	пор совершенно не	1	2
22	в настоящее время	6	2
23	в этом смысле	2	2
24	том что он	1	2
25	оно должно быть	1	2
26	как мы сказали	1	2
27	мы переходим к	1	2
28	таким образом как	1	2
29	и та же	1	2
30	это вовсе не	1	2
31	на этот вопрос	3	2
32	как если бы	2	2
33	может быть и	3	2
34	в конце концов	3	2
35	в отношении к	4	2
36	но при этом	2	2
37	к одному знаменателю	2	2
38	сих пор совершенно	1	2
39	одна и та	1	2
40	тем не менее	2	2
41	другой стороны и	1	2
42	но все же	3	2
43	друг от друга	1	2
44	в узком смысле	2	2
45	и в большинстве	1	2
46	точки зрения и	1	1
47	но кроме того	1	1
48	системы языка в	1	1
49	а между тем	1	1
50	вполне понятно что	3	1
51	а следовательно и	1	1
52	в той форме	1	1
53	он сам и	1	1
54	прежде всего как	1	1
55	не может до	1	1
56	может до конца	1	1
57	прежде всего в	1	1
58	слово в то	1	1
59	большей или меньшей	1	1
60	переходим к характеристике	1	1
61	точки зрения содержания	1	1
62	есть прежде всего	1	1
63	в том числе	2	1
64	то же самое	3	1
65	же как и	2	1
66	с установкой на	2	1
67	той форме в	1	1
68	таким образом между	2	1
69	тот же самый	1	1
70	сих пор не	1	1
71	в таком случае	2	1
72	хотя бы и	1	1
73	сами по себе	1	1
74	отчетливую границу между	1	1
75	отражает в себе	1	1
76	приводит к полному	1	1
77	и ту же	1	1
78	является одним из	2	1
79	бы то ни	8	1
80	но и в	1	1
81	в себе и	1	1
82	том числе и	2	1
83	но и эта	1	1
84	как он их	1	1
85	рано или поздно	1	1
86	что он находится	1	1
87	от него не	1	1
88	в данной социальной	1	1
89	так сказать в	1	1
90	этого он не	1	1
91	что было бы	1	1
92	в значительной степени	1	1
93	мы увидим дальше	1	1
94	они еще не	1	1
95	дело идет о	1	1
96	то ни было	8	1
97	ее при этом	1	1
98	с одной стороны	1	1
99	смысле этого слова	2	1
100	ничего общего не	1	1
101	в связи с	7	1
102	каких бы то	3	1
103	так или иначе	1	1
104	в большей или	1	1
105	все же не	1	1
106	не должна быть	1	1
107	в следующей главе	1	1
108	во всяком случае	2	1
109	в точном смысле	1	1
110	мы не найдем	2	1
111	до настоящего времени	5	1
112	может быть объектом	1	1
113	вместо того чтобы	1	1
114	данной социальной группы	1	1
115	не менее чем	1	1
116	между этими двумя	2	1
117	только может быть	1	1
118	совершается в пределах	1	1
119	точки зрения этого	1	1
120	так и в	1	1
121	его жизни и	1	1
122	само по себе	1	1
123	на самом деле	1	1
124	провести отчетливую границу	1	1
125	вовсе не как	1	1
126	и не хочет	1	1
127	и он сам	1	1
128	этой точки зрения	1	1
129	не только не	1	1
130	за другом и	1	1
131	не могло в	1	1
132	связей с другими	1	1
133	не только может	1	1
134	по себе лишена	1	1
135	не может стать	1	1
136	можно сказать что	3	1
137	конечно далеко не	1	1
138	как мы видим	1	1
139	как мы знаем	5	1
140	в другом случае	1	1
141	как мы уже	1	1
142	сказать что вся	1	1
143	таким образом и	1	1
144	в двух разных	1	1
145	части нашей работы	1	1
146	друг за другом	1	1
147	и в нем	1	1
148	в пределах замкнутого	1	1
149	одну и ту	1	1
150	в том что	3	1
151	и до настоящего	1	1
152	в своей душе	1	1
153	в конкретном случае	1	1
154	как мы говорили	1	1
155	и в другом	1	1
