N	2gram	Tiupa_Narr_1	Narrotol
1	не только	31	32
2	может быть	15	25
3	но и	27	23
4	в качестве	14	21
5	и не	23	20
6	то есть	9	19
7	и в	11	19
8	в том	8	18
9	в этом	12	17
10	в тексте	13	16
11	не в	6	14
12	в частности	14	14
13	том что	7	14
14	состоит в	10	13
15	представляет собой	8	12
16	тогда как	10	12
17	в рамках	1	12
18	своего рода	10	12
19	коммуникативного события	1	12
20	а не	13	12
21	то что	9	11
22	а в	13	11
23	точки зрения	5	10
24	не может	8	10
25	при этом	19	9
26	в мире	4	9
27	так и	5	9
28	в его	6	9
29	со стороны	8	9
30	в себе	6	8
31	во времени	9	8
32	и т.п	8	8
33	с другой	2	8
34	не является	3	8
35	героя в	3	8
36	еще не	4	7
37	по отношению	3	7
38	как в	4	7
39	все же	4	7
40	в случае	2	7
41	времени и	9	7
42	как и	13	7
43	к тому	6	7
44	и т.д	6	7
45	а также	6	7
46	с одной	1	7
47	одной стороны	1	7
48	такого рода	10	7
49	ни для	1	7
50	высказывания в	2	6
51	с его	4	6
52	но не	4	6
53	точка зрения	5	6
54	в той	2	6
55	то в	4	6
56	на протяжении	7	6
57	тем самым	5	6
58	о том	4	6
59	что он	3	6
60	актуального членения	2	6
61	именно в	3	6
62	как это	3	6
63	отношению к	3	6
64	иначе говоря	8	6
65	том числе	1	6
66	но в	7	6
67	нарративного высказывания	3	6
68	между двумя	5	5
69	не все	1	5
70	отличие от	2	5
71	отнюдь не	2	5
72	и как	3	5
73	уже не	8	5
74	в этой	6	5
75	тому же	6	5
76	картины мира	3	5
77	далеко не	1	5
78	события рассказывания	1	5
79	в отличие	2	5
80	по себе	4	5
81	и его	10	5
82	в детстве	2	5
83	к себе	4	5
84	к нему	4	5
85	нуждается в	1	5
86	в форме	2	5
87	казалось что	1	5
88	себя в	2	5
89	или иной	4	5
90	мира в	4	5
91	в данном	11	5
92	можно сказать	5	5
93	не предполагает	1	5
94	и пространстве	6	5
95	речь идет	3	4
96	переход от	2	4
97	данном случае	8	4
98	то же	8	4
99	из которых	1	4
100	здесь не	2	4
101	как правило	5	4
102	бы отдал	1	4
103	в противовес	3	4
104	перед нами	5	4
105	было как	4	4
106	за собой	1	4
107	за границей	1	4
108	матери и	4	4
109	в нем	4	4
110	в принципе	4	4
111	в силу	1	4
112	но все	1	4
113	и с	3	4
114	несобственно-прямой речи	5	4
115	и тем	4	4
116	не мог	6	4
117	теперь как	3	4
118	точку зрения	1	4
119	пока еще	1	4
120	жизненной позиции	1	4
121	связи с	2	4
122	числе и	1	4
123	той или	5	4
124	имеет место	4	4
125	о нем	3	4
126	одного из	6	4
127	внутреннего зрения	2	4
128	же время	4	4
129	во втором	6	4
130	или напротив	3	4
131	вслед за	1	4
132	статусом события	1	4
133	только в	12	4
134	хотя бы	2	4
135	в пространстве	3	4
136	при всей	3	4
137	у него	7	4
138	в особенности	2	4
139	что не	2	4
140	прежде всего	4	4
141	в рассказе	8	4
142	нарративного текста	4	4
143	если не	2	4
144	событие не	1	4
145	в церкви	1	4
146	как бы	6	4
