1	не только	5	9
2	в этом	13	8
3	и в	22	8
4	и все	9	7
5	что в	4	7
6	то что	7	7
7	но и	9	7
8	о нем	4	6
9	в нем	31	6
10	но в	5	6
11	в котором	21	6
12	как и	5	6
13	и даже	1	6
14	и с	1	6
15	все же	5	6
16	и не	26	5
17	то же	5	5
18	же время	2	5
19	об этом	1	5
20	между тем	4	5
21	не было	8	5
22	в то	3	5
23	несмотря на	1	4
24	в своих	4	4
25	при этом	4	4
26	для нас	4	4
27	все это	10	4
28	в истории	1	4
29	с ним	5	4
30	как бы	9	4
31	что он	2	4
32	о том	3	4
33	в ней	3	4
34	в виду	3	4
35	может быть	43	4
36	это не	10	4
37	но он	1	3
38	и его	17	3
39	я не	6	3
40	и о	1	3
41	том что	4	3
42	и во	1	3
43	к этому	2	3
44	и уже	1	3
45	с его	2	3
46	и как	2	3
47	его в	5	3
48	тем что	3	3
49	на то	1	3
50	в том	6	3
51	в этот	1	3
52	в его	39	3
53	он не	6	3
54	в чем	4	3
55	эти слова	1	3
56	в своем	10	3
57	что есть	2	3
58	для него	12	2
59	меня но	4	2
60	же в	1	2
61	с точки	10	2
62	и т.п	1	2
63	а с	2	2
64	же не	1	2
65	в свою	3	2
66	в мире	6	2
67	точки зрения	13	2
68	уже не	6	2
69	его с	2	2
70	вместе с	1	2
71	это в	1	2
72	к ним	4	2
73	могли быть	1	2
74	в своей	11	2
75	место в	4	2
76	одна из	1	2
77	за границей	1	2
78	меня как	3	2
79	в этой	2	2
80	никогда не	5	2
81	их в	1	2
82	и он	1	2
83	и то	2	2
84	и это	12	2
85	столь же	1	2
86	в него	2	2
87	его и	2	2
88	в это	2	2
89	что я	5	2
90	рядом с	3	2
91	как раз	1	2
92	еще не	3	2
93	его на	2	2
94	а в	4	2
95	в момент	3	2
96	в себе	21	2
97	и ее	1	2
98	не может	27	2
99	отнюдь не	6	2
100	ко мне	6	2
101	не менее	3	2
102	с которым	1	2
103	не мог	1	2
104	этот момент	6	2
105	время и	4	2
106	но это	6	2
107	этот человек	1	2
108	отношение к	6	2
109	к себе	2	2
110	на основе	7	2
111	но как	5	2
112	в эту	1	2
113	отношения к	1	2
114	в известном	1	2
115	том же	1	2
116	его жизни	2	1
117	конечно в	2	1
118	что ее	1	1
119	он принимает	1	1
120	свою очередь	1	1
121	ему в	2	1
122	можно говорить	1	1
123	вышел из	1	1
124	в ее	17	1
125	именно к	1	1
126	все свои	1	1
127	ее и	5	1
128	могут быть	3	1
129	момент его	8	1
130	не есть	19	1
131	он и	2	1
132	хотя и	1	1
133	я всегда	1	1
134	в соответствии	2	1
135	которых он	1	1
136	к нему	11	1
137	и их	6	1
138	их и	1	1
139	было бы	8	1
140	предположение что	1	1
141	только по	2	1
142	это будет	1	1
143	ближе к	3	1
144	тем самым	4	1
145	человека как	1	1
146	существенно что	2	1
147	от того	3	1
148	но ведь	5	1
149	что это	3	1
150	а это	2	1
151	которой он	2	1
152	в ту	2	1
153	и есть	9	1
154	ему и	1	1
155	не являются	1	1
156	известном смысле	1	1
157	во всяком	1	1
158	котором он	3	1
159	между прочим	1	1
160	но с	1	1
161	в душе	1	1
162	они не	1	1
163	что только	2	1
164	и наконец	1	1
165	людей и	3	1
166	того же	1	1
167	же с	2	1
168	один из	1	1
169	во всей	4	1
170	только как	4	1
171	в литературе	1	1
172	еще более	2	1
173	меня я	1	1
174	из него	3	1
175	поэтому он	1	1
176	а за	1	1
177	а их	1	1
178	тем не	2	1
179	и эстетический	2	1
180	бы его	1	1
181	с прибавлением	1	1
182	и из	1	1
183	во всем	7	1
184	содержания в	1	1
185	первая часть	1	1
186	он как	1	1
187	вне его	1	1
188	в духе	1	1
189	жизни и	8	1
190	сам же	1	1
191	и от	1	1
192	живет в	1	1
193	едва ли	2	1
194	не имеет	5	1
195	я с	1	1
196	по своему	3	1
197	как к	2	1
198	совпадает с	1	1
199	только что	1	1
200	не стоит	1	1
201	из всех	1	1
202	а следовательно	3	1
203	всю жизнь	1	1
204	правда не	1	1
205	же на	1	1
206	в качестве	2	1
207	что за	2	1
208	с этим	1	1
209	в одном	4	1
210	и т.д	4	1
211	я ее	1	1
212	не могло	1	1
213	такой же	1	1
214	ничего не	3	1
215	и этот	3	1
216	ли это	2	1
217	что этот	3	1
218	вошли в	2	1
219	во всех	10	1
220	не был	1	1
221	второй половине	1	1
222	жизнь только	1	1
223	независимо от	3	1
224	это было	1	1
225	соответствии с	2	1
226	человека но	1	1
227	момент здесь	1	1
228	все что	1	1
229	за исключением	1	1
230	человек и	2	1
231	себя в	7	1
232	равно как	1	1
233	до того	1	1
234	стремится быть	1	1
235	в первой	1	1
236	ее не	1	1
237	не будем	1	1
238	общее дело	1	1
239	который не	1	1
240	но при	1	1
241	именно в	5	1
242	но не	12	1
243	той же	1	1
244	нет ничего	1	1
245	друг друга	1	1
246	не будет	2	1
247	что эта	2	1
248	меня в	3	1
249	всяком случае	1	1
250	этом смысле	3	1
251	все в	1	1
252	ясно что	3	1
253	ее уже	1	1
254	уже давно	1	1
255	ничего общего	2	1
256	и большой	1	1
257	сам этот	2	1
258	него в	1	1
259	потому что	2	1
260	в их	9	1
261	никто не	1	1
262	не знаю	1	1
263	и я	6	1
264	внимание в	1	1
265	из которых	1	1
266	по которой	1	1
267	от них	1	1
268	нем в	1	1
269	совсем не	2	1
270	не с	1	1
271	как в	2	1
272	также и	1	1
273	и можно	1	1
274	до конца	3	1
275	в самом	1	1
276	единства и	2	1
277	в каком	4	1
278	через него	1	1
279	я только	1	1
280	человека и	1	1
281	знать и	1	1
282	что уже	1	1
283	отношении к	2	1
284	три строки	1	1
285	прежде всего	2	1
286	всех этих	3	1
287	прочим и	1	1
288	так и	2	1
289	быть и	3	1
290	себя как	2	1
291	только при	1	1
292	во второй	1	1
293	но я	2	1
294	в целом	9	1
295	этого не	1	1
296	если это	1	1
297	это можно	2	1
298	как о	1	1
299	в процессе	2	1
300	этот факт	2	1
301	отличается от	1	1
302	и никогда	1	1
303	из их	1	1
304	со мной	4	1
305	того что	3	1
306	есть еще	1	1
307	но для	2	1
308	в жизни	2	1
309	во все	1	1
310	более что	1	1
311	говорить о	2	1
312	только не	1	1
313	жизнь и	2	1
314	что первая	1	1
315	однажды в	1	1
316	а тем	1	1
317	это слово	1	1
318	одного и	1	1
319	такая же	1	1
320	только от	1	1
321	раз и	2	1
322	но мы	1	1
323	говорить об	1	1
324	за которую	1	1
325	это и	2	1
326	в этих	1	1
327	людьми и	1	1
328	и индивидуальное	1	1
329	по своей	1	1
330	на характер	1	1
331	в составе	1	1
332	следовательно и	1	1
333	не просто	1	1
334	все равно	1	1
335	с ее	1	1
336	этот процесс	1	1
