N	3gram	Losev_Dial_1	FransuaR
1	то же время	4	8
2	в то же	4	8
3	в конце концов	3	4
4	и в то	2	4
5	более или менее	3	3
6	для того чтобы	1	3
7	таким образом и	1	3
8	это и есть	2	3
9	с другой стороны	4	3
10	с самого начала	1	3
11	имеется в виду	1	2
12	с точки зрения	12	2
13	на самом же	1	2
14	с одной стороны	2	2
15	это конечно не	2	2
16	самом же деле	1	2
17	в то время	1	2
18	и все образы	1	2
19	о том что	2	2
20	можно сказать что	3	1
21	как она есть	3	1
22	уже знаем что	1	1
23	не отвлеченная мысль	1	1
24	другой стороны в	1	1
25	что это и	1	1
26	дело в том	1	1
27	что это не	1	1
28	то же самое	1	1
29	одной стороны и	2	1
30	но все это	2	1
31	до сих пор	2	1
32	до известной степени	1	1
33	в чем не	1	1
34	в этом отношении	2	1
35	и вовсе не	1	1
36	одно и то	4	1
37	так как она	4	1
38	то время как	1	1
39	и в них	1	1
40	но в то	1	1
41	не вниз а	1	1
42	на первый взгляд	1	1
43	ни в чем	2	1
44	и то же	4	1
45	может быть и	3	1
46	в мифе о	1	1
47	своей будущей жене	1	1
48	в связи с	1	1
49	это не значит	1	1
50	в виду что	1	1
51	как мы увидим	1	1
52	в полной мере	1	1
53	не может быть	3	1
54	в нем уже	1	1
55	мы уже знаем	1	1
56	в нем нет	3	1
57	а равно и	1	1
58	никто никогда не	1	1
59	мы можем сказать	2	1
60	но даже и	1	1
61	свет он не	1	1
62	но это не	1	1
63	мы сказали что	1	1
64	но мы уже	1	1
65	тех или иных	1	1
66	на самом деле	2	1
67	в том что	7	1
68	к тому же	1	1
69	можем сказать что	2	1
