N	3gram	Bakhtin_Pr_3	Vladivir
1	о том что	2	7
2	в том что	1	7
3	то что он	1	5
4	в этом смысле	4	4
5	что же касается	1	4
6	то же время	12	4
7	и то что	1	4
8	на то что	1	4
9	в то же	12	4
10	на этот раз	1	4
11	что он не	1	3
12	в конце концов	3	3
13	с другой стороны	3	3
14	не может быть	6	3
15	как мы уже	1	3
16	один и тот	1	2
17	но даже и	1	2
18	как раз и	2	2
19	главным образом в	1	2
20	и в то	5	2
21	и тот же	1	2
22	мы сейчас увидим	1	2
23	все это было	3	2
24	во всяком случае	5	2
25	он как мы	1	2
26	можно сказать что	1	2
27	тем не менее	2	2
28	для того чтобы	1	2
29	что и в	1	2
30	к тому же	2	2
31	и т д	2	2
32	с первого же	1	2
33	обычном смысле этого	1	1
34	как к своему	1	1
35	чего бы то	2	1
36	в чем не	2	1
37	да и то	1	1
38	с ними и	1	1
39	в которой он	1	1
40	во всем он	1	1
41	и он был	1	1
42	потому что в	1	1
43	заключение мы должны	1	1
44	в самом деле	3	1
45	и в особенности	1	1
46	в том же	1	1
47	так и не	1	1
48	самом же деле	1	1
49	и не может	2	1
50	к ней с	1	1
51	правда пока еще	1	1
52	бы то ни	4	1
53	на самом же	1	1
54	но все это	2	1
55	и в своих	1	1
56	он с первого	1	1
57	которого он не	1	1
58	вместе с тем	2	1
59	в тот же	1	1
60	одно и то	1	1
61	слово но и	1	1
62	пока еще очень	1	1
63	и тут же	1	1
64	как мы сейчас	1	1
65	но в то	3	1
66	то ни было	4	1
67	смысле этого слова	2	1
68	и то же	1	1
69	в обычном смысле	2	1
70	и в этом	2	1
71	ведь и сам	2	1
72	но в общем	2	1
73	в заключение мы	1	1
74	и ничего не	1	1
75	что он сам	2	1
76	на первом плане	1	1
77	в этот момент	1	1
78	но только в	1	1
79	это конечно не	1	1
80	и к своему	1	1
81	и в том	1	1
82	нет ни одного	1	1
83	и ни в	1	1
84	ни в чем	2	1
85	раз и навсегда	1	1
86	он как раз	2	1
87	так и в	2	1
88	и вместе с	1	1
89	произвел на него	1	1
90	в свою очередь	1	1
91	же время с	1	1
92	отношения к нему	1	1
93	у него с	1	1
94	и все это	3	1
95	на этом мы	1	1
96	но и для	1	1
97	не только не	1	1
98	в котором он	1	1
99	никак не мог	1	1
100	на всю жизнь	2	1
101	за то что	1	1
102	к тому что	1	1
103	и больше ничего	1	1
104	и только в	1	1
105	лицом к лицу	1	1
106	прямо говорит что	1	1
107	конце концов он	1	1
108	с ним что	1	1
109	в этом отношении	1	1
