N	3gram	Vinokur_St_1	Marksizm
1	с точки зрения	8	20
2	не может быть	5	13
3	в самом деле	5	9
4	и не может	1	9
5	до сих пор	7	8
6	бы то ни	1	8
7	в настоящее время	1	6
8	с другой стороны	6	5
9	должна опираться на	1	5
10	является не только	1	3
11	в этом случае	2	3
12	в этом отношении	7	3
13	на этот вопрос	1	3
14	может быть и	2	3
15	в конце концов	1	3
16	то же время	4	3
17	но все же	3	3
18	в то же	4	3
19	для того чтобы	10	3
20	в том что	17	3
21	же как и	1	2
22	в том числе	2	2
23	том числе и	2	2
24	можно было бы	8	2
25	в узком смысле	1	2
26	так же как	3	2
27	но в то	2	2
28	во всяком случае	6	2
29	смысле этого слова	1	2
30	в какой степени	1	2
31	вопрос о том	2	2
32	по отношению к	3	2
33	быть и речи	1	2
34	в этом смысле	1	2
35	тем не менее	2	2
36	ничего общего с	3	2
37	то все же	1	1
38	чуть ли не	2	1
39	одним и тем	2	1
40	ответ на эти	1	1
41	и та и	1	1
42	том что он	1	1
43	а между тем	1	1
44	как бы ни	1	1
45	как это делает	1	1
46	что же касается	3	1
47	в одной из	1	1
48	конечно все эти	1	1
49	хотя бы и	2	1
50	сами по себе	1	1
51	существует лишь в	1	1
52	но и в	2	1
53	в наше время	1	1
54	та и другая	1	1
55	это вовсе не	1	1
56	сих пор и	1	1
57	времени не было	1	1
58	и вовсе не	1	1
59	в области других	1	1
60	ту или иную	1	1
61	так или иначе	2	1
62	но и это	1	1
63	если бы это	1	1
64	и тем же	2	1
65	на эти вопросы	3	1
66	с одной стороны	2	1
67	и не было	1	1
68	во втором случае	2	1
69	не имеют прямого	1	1
70	прежде всего необходимо	1	1
71	случае можно было	1	1
72	это не значит	3	1
73	в каком же	1	1
74	а в том	1	1
75	в целом ряде	1	1
76	а не в	1	1
77	тем что в	2	1
78	вообще не существует	2	1
79	именно в том	1	1
80	значит что в	1	1
81	сих пор не	1	1
82	таким образом в	1	1
83	вовсе не в	2	1
84	так и в	4	1
85	он не знает	1	1
86	же отметить что	1	1
87	второй половины xix	1	1
88	и не хочет	1	1
89	мы на самом	1	1
90	и без того	1	1
91	другой стороны и	1	1
92	как и во	1	1
93	и в самом	3	1
94	того как он	1	1
95	и во всякой	1	1
96	ни о каком	1	1
97	не только в	4	1
98	еще почти не	1	1
99	в данном отношении	5	1
100	друг от друга	1	1
101	ни один культурный	1	1
102	в применении к	3	1
103	у нас не	1	1
104	к тому что	1	1
105	на самом деле	6	1
106	во многих отношениях	1	1
107	во всех случаях	1	1
108	ли отсюда что	1	1
109	не должен быть	1	1
110	той или иной	1	1
