N	3gram	Voloshinov_1	FransuaR
1	то же время	5	8
2	в то же	5	8
3	в большинстве случаев	4	5
4	как мы уже	4	5
5	и до конца	3	3
6	но и в	1	3
7	нужно отметить что	1	3
8	для того чтобы	1	3
9	таким образом и	1	3
10	это и есть	1	3
11	начала и до	1	3
12	с самого начала	5	3
13	таким образом в	1	3
14	один и тот	2	2
15	с точки зрения	10	2
16	в узком смысле	1	2
17	с одной стороны	1	2
18	и тот же	2	2
19	в то время	1	2
20	о том что	1	2
21	нужно сказать что	1	2
22	и с его	1	2
23	как мы видели	4	2
24	если бы он	3	1
25	можно сказать что	3	1
26	таким образом что	1	1
27	и некоторых других	1	1
28	но как раз	1	1
29	а следовательно и	2	1
30	посвящена следующая глава	1	1
31	его таким образом	1	1
32	же время это	1	1
33	дело в том	1	1
34	что это не	1	1
35	части тела и	1	1
36	и при анализе	1	1
37	в одной из	1	1
38	до сих пор	3	1
39	и не может	1	1
40	в эту эпоху	1	1
41	до известной степени	1	1
42	нет и не	1	1
43	в чем не	2	1
44	и в дальнейшем	1	1
45	в этом отношении	2	1
46	появившись на свет	1	1
47	здесь нам важно	1	1
48	из основных особенностей	1	1
49	со всех сторон	1	1
50	он связан с	1	1
51	одно и то	1	1
52	и со стороны	1	1
53	это ни в	1	1
54	в данном случае	3	1
55	в самую гущу	1	1
56	но в более	1	1
57	но в то	3	1
58	именно в этой	1	1
59	на первый взгляд	1	1
60	и все его	2	1
61	тесно связана с	1	1
62	ни в чем	2	1
63	и то же	1	1
64	а также и	1	1
65	может быть и	1	1
66	в отличие от	1	1
67	а с другой	1	1
68	он хочет быть	1	1
69	уже и в	1	1
70	большую роль в	1	1
71	так и в	2	1
72	жизни в ее	1	1
73	не может быть	3	1
74	данном случае в	1	1
75	очень большую роль	1	1
76	мы уже знаем	2	1
77	конечно и не	1	1
78	здесь рядом с	1	1
79	узком смысле слова	2	1
80	раз и навсегда	1	1
81	и без того	1	1
82	в свою очередь	1	1
83	к этому времени	2	1
84	прежде всего к	3	1
85	мы можем сказать	2	1
86	в ее целом	3	1
87	в конечном счете	1	1
88	мы не знаем	1	1
89	художественной формы и	1	1
90	в вопросе о	1	1
91	сказать что вся	1	1
92	мы уже указывали	3	1
93	не без влияния	1	1
94	с таким расчетом	1	1
95	на самом деле	2	1
96	так и по	1	1
97	в самых широких	1	1
98	в том что	4	1
99	можем сказать что	2	1
100	таким расчетом чтобы	1	1
101	мы видели что	1	1
