N	3gram	Losev_Dial_2	Problemy
1	и т п	2	9
2	с точки зрения	8	8
3	до сих пор	2	7
4	сам по себе	3	5
5	то же время	4	5
6	в то же	3	5
7	и не может	1	4
8	как и все	2	4
9	сама по себе	7	4
10	не может быть	3	4
11	друг с другом	1	4
12	в самом деле	3	4
13	и т д	15	4
14	в той или	2	3
15	более или менее	2	3
16	мы уже говорили	1	3
17	к тому же	1	3
18	с другой стороны	4	3
19	той или иной	1	3
20	в этом смысле	1	2
21	том что он	1	2
22	и та же	4	2
23	того и другого	1	2
24	это вовсе не	2	2
25	может быть и	3	2
26	в конце концов	1	2
27	но при этом	1	2
28	и то же	4	2
29	то время как	3	2
30	одно и то	4	2
31	одна и та	4	2
32	я не могу	1	2
33	тем не менее	2	2
34	в то время	3	2
35	но все же	1	2
36	о том как	1	1
37	точки зрения и	1	1
38	но уже и	1	1
39	вне времени и	1	1
40	то это вовсе	1	1
41	время как в	1	1
42	мере того как	1	1
43	иметь в виду	2	1
44	в виду что	2	1
45	большей или меньшей	1	1
46	и до сих	1	1
47	есть прежде всего	1	1
48	держится не на	1	1
49	в том и	1	1
50	так что в	1	1
51	по мере того	1	1
52	то же самое	2	1
53	одной стороны и	1	1
54	же как и	1	1
55	в этом пункте	1	1
56	по крайней мере	9	1
57	но между тем	1	1
58	т е что	1	1
59	в таком случае	3	1
60	сами по себе	3	1
61	бы то ни	1	1
62	но и в	1	1
63	в себе и	1	1
64	что в нем	2	1
65	может быть даже	1	1
66	по себе он	1	1
67	со всеми его	1	1
68	т е в	3	1
69	то что есть	2	1
70	с одной стороны	1	1
71	в связи с	4	1
72	как мы это	2	1
73	так или иначе	2	1
74	в нем не	1	1
75	все же не	1	1
76	ни на что	1	1
77	и из нее	1	1
78	во всяком случае	2	1
79	на тему о	1	1
80	всего того что	1	1
81	том и в	1	1
82	и в том	1	1
83	т е как	1	1
84	с другом что	1	1
85	о том что	4	1
86	бы оно было	1	1
87	это еще не	1	1
88	по себе и	1	1
89	только может быть	1	1
90	крайней мере не	1	1
91	была бы совершенно	1	1
92	не может не	3	1
93	само по себе	2	1
94	на самом деле	1	1
95	и хочет чтобы	1	1
96	притом так чтобы	1	1
97	мы можем сказать	1	1
98	мы будем говорить	1	1
99	он не есть	1	1
100	можно сказать что	3	1
101	уже сама по	1	1
102	времени и пространства	2	1
103	в другом случае	1	1
104	как мы уже	1	1
105	и его значение	1	1
106	что это еще	1	1
107	и в нем	1	1
108	в том что	6	1
109	все это не	1	1
110	можем сказать что	1	1
111	то же но	1	1
112	в своей душе	1	1
113	в своей жизни	1	1
114	и в другом	1	1
115	не менее в	1	1
