N	3gram	Bakhtin_sl_1	Myshleni
1	с точки зрения	8	21
2	для того чтобы	1	18
3	в этом случае	2	14
4	в том что	1	13
5	не только не	1	9
6	между словом и	1	8
7	с самого начала	1	7
8	к тому что	2	6
9	свое выражение в	2	5
10	в данном случае	3	5
11	с одной стороны	4	5
12	этой точки зрения	1	4
13	с этой точки	1	4
14	не может быть	1	4
15	о том что	1	4
16	в том и	2	3
17	до сих пор	2	3
18	в этом отношении	1	3
19	находит свое выражение	1	3
20	одно и то	2	3
21	в первом случае	2	3
22	и то же	2	3
23	тем не менее	1	3
24	можно сказать что	1	3
25	как и в	1	3
26	как мы видели	1	3
27	которых мы говорили	1	2
28	и столь же	1	2
29	одной и той	1	2
30	прежде всего в	1	2
31	и той же	1	2
32	в известном смысле	2	2
33	в лучшем случае	2	2
34	в отличие от	1	2
35	в большинстве случаев	6	2
36	ни в какой	1	2
37	неизбежно приводит к	1	2
38	то время как	2	2
39	в то время	2	2
40	этом случае в	1	2
41	о которых мы	1	2
42	в свою очередь	2	2
43	и речи но	1	2
44	точки зрения самого	2	2
45	у нее нет	1	2
46	в направлении к	1	2
47	таким образом в	3	2
48	друг с другом	2	2
49	этой работы по	1	1
50	в самой этой	1	1
51	и связанное с	1	1
52	точки зрения является	1	1
53	а следовательно и	1	1
54	в нем с	1	1
55	слова как мы	1	1
56	не в меньшей	1	1
57	в каждый данный	5	1
58	неизбежно приводят к	1	1
59	самого начала в	1	1
60	самом же деле	1	1
61	каждый данный момент	4	1
62	речи как таковой	1	1
63	следовательно и в	1	1
64	и не может	2	1
65	нашло свое выражение	1	1
66	в зависимости от	3	1
67	находится в состоянии	1	1
68	и непосредственно как	1	1
69	в неразрывной связи	1	1
70	по аналогии с	1	1
71	и во всех	2	1
72	в каком направлении	1	1
73	можно было бы	2	1
74	точки зрения не	1	1
75	как мы уже	2	1
76	прямо и непосредственно	4	1
77	всего дальнейшего развития	1	1
78	речи в то	1	1
79	его внутренняя речь	1	1
80	и ничего не	1	1
81	может быть не	1	1
82	если бы мы	1	1
83	не только в	2	1
84	и в этом	2	1
85	в одной плоскости	1	1
86	таким образом на	1	1
87	во всех этих	1	1
88	никогда не может	1	1
89	речи эти особенности	1	1
90	с другой стороны	4	1
91	не могут быть	2	1
92	той же задаче	1	1
93	во всяком случае	5	1
94	привело к тому	1	1
95	и во всяком	1	1
96	все они в	1	1
97	как бы не	1	1
98	на самом же	1	1
99	неразрывной связи с	1	1
100	одного из подчиненных	1	1
101	так и в	3	1
102	несет на себе	1	1
103	включает в себя	1	1
104	слова как такового	2	1
105	той или иной	9	1
106	всегда знак равенства	1	1
107	и вследствие этого	1	1
108	к действительности и	1	1
109	языка так же	1	1
110	бы друг с	1	1
111	слова не только	1	1
112	таким образом с	1	1
113	то же слово	2	1
114	конечно не только	1	1
115	слово входит в	1	1
116	в то же	12	1
117	вне поля зрения	1	1
118	друг друга и	1	1
119	даже с точки	1	1
120	и с другой	1	1
121	он еще не	1	1
