N	2gram	Propp_Isto_7	Formalny
1	т е	16	34
2	и в	24	24
3	в его	1	23
4	прежде всего	2	22
5	и не	4	20
6	так и	5	18
7	и пр	1	17
8	точки зрения	4	16
9	не может	14	16
10	в этом	12	15
11	в нем	6	14
12	может быть	14	14
13	таким образом	7	13
14	с точки	1	13
15	и т	17	12
16	в своем	1	11
17	как и	6	11
18	в своей	1	11
19	в их	4	11
20	не менее	5	11
21	должно быть	1	11
22	в ней	1	10
23	то же	8	10
24	вовсе не	4	10
25	и ее	2	10
26	и его	3	10
27	и их	1	10
28	а не	8	10
29	в то	2	9
30	и потому	1	9
31	все это	8	9
32	и на	2	8
33	как в	12	8
34	т д	16	8
35	и с	1	8
36	не в	9	8
37	в ее	2	8
38	именно в	1	8
39	то что	7	8
40	должна быть	1	7
41	не только	21	7
42	жизни и	1	7
43	и от	2	7
44	но и	11	7
45	отношения к	1	6
46	еще не	8	6
47	самом деле	1	6
48	более или	1	6
49	в целом	1	6
50	все эти	2	6
51	в этой	1	6
52	как бы	4	6
53	входит в	1	6
54	или менее	1	6
55	она не	2	6
56	на основе	1	6
57	и здесь	12	6
58	до сих	2	6
59	в том	7	6
60	было бы	2	6
61	как это	2	6
62	сих пор	3	6
63	и все	6	6
64	а в	10	6
65	бы ни	1	5
66	хотя бы	1	5
67	во всех	7	5
68	но в	5	5
69	и свою	1	5
70	в самом	2	5
71	при этом	4	5
72	по себе	1	5
73	должны быть	3	5
74	должен быть	1	5
75	как мы	3	5
76	в литературе	2	5
77	того что	6	5
78	только на	2	5
79	со стороны	2	5
80	с другой	9	5
81	и др	2	5
82	формы и	1	5
83	с его	3	4
84	по отношению	1	4
85	независимо от	1	4
86	и к	1	4
87	в которой	2	4
88	и может	1	4
89	задачи и	3	4
90	друг друга	2	4
91	как на	1	4
92	оно не	1	4
93	никогда не	4	4
94	если бы	1	4
95	для этого	1	4
96	мы увидим	6	4
97	с одной	5	4
98	конечно не	2	4
99	т п	1	4
100	одной стороны	5	4
101	в связи	2	4
102	в частности	1	4
103	отношению к	1	4
104	стороны и	2	4
105	с этой	6	4
106	что в	13	4
107	к этой	1	4
108	так же	6	4
109	мы не	4	3
110	зависимости от	1	3
111	связи со	2	3
112	бы то	1	3
113	но не	6	3
114	отношение к	5	3
115	все же	9	3
116	когда он	3	3
117	и как	1	3
118	и наконец	3	3
119	если он	3	3
120	он не	6	3
121	всех этих	6	3
122	так например	2	3
123	в каждом	1	3
124	то ни	1	3
125	на все	1	3
126	его в	3	3
127	в жизни	1	3
128	в них	3	3
129	они не	2	3
130	тем самым	1	3
131	но для	2	3
132	не о	1	3
133	в основе	2	3
134	связи с	3	3
135	сводится к	1	3
136	не по	2	3
137	отличается от	2	3
138	всего в	1	3
139	к тому	1	3
140	здесь не	2	3
141	ясно что	1	3
142	же происходит	1	3
143	как она	1	3
144	и история	1	3
145	один из	7	3
146	в большинстве	1	3
147	не для	1	3
148	в особенности	2	3
149	и даже	3	3
150	бытия в	1	3
151	его как	1	3
152	направление в	1	3
153	ничем не	2	3
154	в основном	2	3
155	но это	3	3
156	она должна	1	3
157	же в	1	3
158	от всех	2	3
159	что он	21	3
160	думать что	2	3
161	же как	4	2
162	и это	2	2
163	ее до	1	2
164	в зависимости	1	2
165	в предыдущей	1	2
166	его не	2	2
167	а как	1	2
168	вопрос о	3	2
169	как если	1	2
170	своей работе	1	2
171	а только	1	2
172	и всякий	1	2
173	во что	1	2
174	эта связь	3	2
175	с этим	2	2
176	в него	1	2
177	в действительности	2	2
178	от этого	1	2
179	не приходится	1	2
180	он в	2	2
181	эпохи и	1	2
182	не могла	1	2
183	и если	3	2
184	на его	2	2
185	и вот	1	2
186	том чтобы	3	2
187	и более	1	2
188	о мире	1	2
189	но все	4	2
190	могла бы	1	2
191	в работе	1	2
192	это не	10	2
193	с начала	1	2
194	в новое	1	2
195	ни в	2	2
196	с тем	1	2
197	мы видели	7	2
198	фигурирует в	1	2
199	их на	2	2
200	в эту	1	2
201	не так	2	2
202	не от	2	2
203	главная задача	1	2
204	на него	2	2
205	ничего не	5	2
206	одна из	7	2
207	в самой	1	2
208	к ней	2	2
209	правда это	1	2
210	во всем	2	2
211	может и	1	2
212	от того	1	2
213	еще одна	3	2
214	его с	1	2
215	если же	1	2
216	в науке	1	2
217	на нее	1	2
218	не с	1	2
219	с ним	5	2
220	его место	1	2
221	и что	10	2
222	как ее	1	2
223	в различных	3	2
224	чтобы вскрыть	1	2
225	все в	2	2
226	ее от	1	2
227	что и	8	2
228	во всей	1	2
229	каждый элемент	1	2
230	в другой	3	2
231	нем и	1	2
232	в лице	1	2
233	ее к	1	2
234	только в	6	2
235	уже не	2	2
236	не можем	2	2
237	не дает	1	2
238	большинстве случаев	1	2
239	даже и	1	2
240	вопрос об	1	2
241	здесь в	1	2
242	общения а	1	2
243	сама по	1	2
244	и самый	1	2
245	но есть	3	2
246	под влиянием	1	2
247	все более	1	2
248	вступает в	3	2
249	вместе с	7	2
250	образом на	1	2
251	по существу	4	2
252	прямой зависимости	1	2
253	для этой	1	2
254	ни было	1	2
255	одной из	4	2
256	но эта	2	2
257	только как	1	2
258	что такое	2	2
259	влияния на	1	2
260	нас не	2	2
261	ту же	1	1
262	например в	3	1
263	начинается с	4	1
264	мы здесь	2	1
265	задачи в	5	1
266	он может	4	1
267	прочим и	2	1
268	и есть	1	1
269	нам кажется	1	1
270	между двумя	1	1
271	чего не	1	1
272	из самых	2	1
273	из его	1	1
274	одна область	1	1
275	мы уже	4	1
276	элементы и	1	1
277	которую мы	1	1
278	ему в	1	1
279	задачи которые	1	1
280	той роли	1	1
281	он схватывает	1	1
282	xix века	1	1
283	в чем	5	1
284	тем как	1	1
285	но конечно	2	1
286	чем это	1	1
287	совсем не	1	1
288	что этого	1	1
289	в данном	4	1
290	характер они	1	1
291	к которой	2	1
292	не входит	1	1
293	тогда как	3	1
294	иногда и	1	1
295	истолковать как	1	1
296	только путем	1	1
297	вот как	1	1
298	части в	1	1
299	этой стороны	3	1
300	перед нами	2	1
301	хотя и	3	1
302	увидим что	2	1
303	есть ли	1	1
304	искусство и	1	1
305	в этот	1	1
306	задачи не	4	1
307	в условиях	1	1
308	та же	2	1
309	ни один	1	1
310	из этих	3	1
311	так в	4	1
312	сюда относятся	1	1
313	нами в	2	1
314	как он	6	1
315	на то	3	1
316	именно этим	1	1
317	в поэтике	1	1
318	здесь по-видимому	1	1
319	тем не	4	1
320	эту задачу	3	1
321	состоит в	1	1
322	вообще не	2	1
323	довольно часто	1	1
324	так часто	1	1
325	не исчерпывают	1	1
326	и по	3	1
327	всех своих	1	1
328	в нее	1	1
329	это конечно	2	1
330	из-за этого	1	1
331	они должны	2	1
332	мы увидели	1	1
333	этих форм	1	1
334	один а	1	1
335	при которой	1	1
336	уже знаем	3	1
337	и основные	1	1
338	мы постараемся	1	1
339	должен был	2	1
340	и тем	2	1
341	за ней	1	1
342	его форм	1	1
343	но уже	1	1
344	он является	1	1
345	это положение	2	1
346	она и	1	1
347	ни одной	1	1
348	и задачи	1	1
349	далеко не	1	1
350	этого не	2	1
351	новые формы	1	1
352	и уже	1	1
353	задач в	4	1
354	это совершенно	1	1
355	действительно не	1	1
356	такой же	1	1
357	не мог	1	1
358	что собственно	2	1
359	представление что	1	1
360	исторической действительности	1	1
361	в этих	13	1
362	или вообще	1	1
363	и другие	9	1
364	что если	1	1
365	можно найти	2	1
366	в котором	2	1
367	наивно как	1	1
368	этому же	1	1
369	не столько	3	1
370	в первый	1	1
371	задачей и	1	1
372	почва для	1	1
373	знаем что	3	1
374	направлен на	2	1
375	своего рода	4	1
376	от его	1	1
377	но здесь	2	1
378	в силу	2	1
379	не понимает	1	1
380	такую же	1	1
381	здесь приобретает	1	1
382	но он	2	1
383	друг другу	1	1
384	есть еще	2	1
385	не должно	1	1
386	для нее	2	1
387	не знает	1	1
388	тому что	2	1
389	что отдельные	1	1
390	соединение с	1	1
391	этой смены	2	1
392	случае в	1	1
393	можно указать	2	1
394	в русской	5	1
395	мышления и	1	1
396	не имеет	4	1
397	если в	2	1
398	их еще	1	1
399	которого он	1	1
400	для всего	1	1
401	его от	1	1
402	и без	1	1
403	под этим	1	1
404	на себя	2	1
405	жизни на	1	1
406	потому что	9	1
407	же он	1	1
408	в сознании	1	1
409	на которой	1	1
410	мы и	1	1
411	и из	1	1
412	однако это	1	1
413	по более	1	1
414	в мифе	2	1
415	не могут	2	1
416	лежит в	2	1
417	же что	2	1
418	организации и	1	1
419	связь может	1	1
420	предыдущей главе	1	1
421	что при	2	1
422	два вида	1	1
423	основываясь на	1	1
424	и о	2	1
425	более не	1	1
426	данном случае	3	1
427	то чтобы	2	1
428	если они	1	1
429	что у	4	1
430	неоднократно и	1	1
431	в образе	3	1
432	здесь нет	3	1
433	мог бы	1	1
434	выражен в	1	1
435	во многом	1	1
436	подойти к	1	1
437	не должны	1	1
438	за этими	1	1
439	с этого	1	1
440	из одного	3	1
441	дальше что	1	1
442	о ней	1	1
443	мы всегда	1	1
444	в другом	1	1
445	того он	1	1
446	другими словами	2	1
447	можно сказать	1	1
448	герой является	1	1
449	а также	1	1
450	происходит не	1	1
451	как они	1	1
452	связь между	1	1
453	или мотив	1	1
454	разрешения этого	1	1
455	и всю	1	1
456	от них	1	1
457	и во	1	1
458	должно было	2	1
459	и стала	1	1
460	именно она	1	1
461	в форме	2	1
462	вслед за	1	1
463	и подобных	1	1
464	в свете	3	1
465	видим что	3	1
466	в современной	1	1
467	она дает	1	1
468	к нему	7	1
469	от этой	1	1
470	мы видим	10	1
471	согласиться с	2	1
472	от всего	1	1
473	в состав	1	1
474	и действительно	1	1
475	к нашему	1	1
476	очень много	2	1
477	страх перед	1	1
478	который в	1	1
479	и требует	1	1
480	так что	3	1
481	из которого	1	1
482	всего мы	1	1
483	явление то	1	1
484	в виде	1	1
485	или даже	2	1
486	из них	2	1
487	участие в	2	1
488	мы знаем	2	1
489	мы рассматривали	1	1
490	себе в	1	1
491	никто не	1	1
492	у нее	2	1
493	так как	8	1
494	сама в	1	1
495	как его	1	1
496	но что	1	1
497	у него	10	1
498	этим же	1	1
499	в руки	1	1
500	но из	1	1
501	литературе нет	1	1
502	связан с	1	1
503	на ее	1	1
504	не один	1	1
505	и вступает	2	1
506	что они	3	1
507	и тех	1	1
508	а именно	6	1
509	эти две	1	1
510	и конкретную	1	1
511	в ряде	1	1
512	во второй	1	1
513	а с	1	1
514	один и	1	1
515	когда его	1	1
516	что не	2	1
517	две формы	1	1
518	тут-то и	1	1
519	связано с	3	1
520	смысла и	1	1
521	а на	1	1
522	к своему	1	1
523	там где	5	1
524	здесь имеет	1	1
525	представления о	4	1
526	нее как	1	1
527	его на	2	1
528	требует от	1	1
529	из которых	1	1
530	по своему	1	1
531	не дают	1	1
532	есть результат	1	1
533	мы условно	1	1
534	что же	1	1
535	и достигает	1	1
536	впервые в	1	1
537	значит что	1	1
538	это значит	2	1
539	тех пор	1	1
540	здесь идет	1	1
541	не меняет	1	1
542	между прочим	3	1
543	еще указать	1	1
544	между собой	1	1
545	кроме того	3	1
546	при всем	1	1
547	только одна	1	1
548	или в	8	1
549	мира и	1	1
550	том что	10	1
551	ее и	1	1
552	для нас	6	1
553	увидим дальше	1	1
554	еще более	1	1
555	тем более	2	1
556	и смысл	1	1
557	только что	1	1
558	них и	1	1
559	они и	1	1
560	е в	2	1
561	а о	1	1
562	некоторое единство	1	1
563	с ней	3	1
564	сказать что	2	1
565	другой стороны	8	1
566	обычно не	1	1
567	а ее	1	1
568	часто встречается	1	1
569	религии и	1	1
570	в отдельности	2	1
571	при изучении	1	1
572	из этого	1	1
573	есть и	4	1
574	самом начале	1	1
575	только одну	1	1
576	явления не	1	1
577	всем этом	1	1
578	него за	1	1
579	также не	1	1
580	ее в	3	1
581	и эта	2	1
582	это в	1	1
583	к этому	2	1
584	этой точки	3	1
