N	3gram	Bakhtin_Fr_1	Analitik
1	в том что	6	7
2	по отношению к	1	7
3	так и не	3	5
4	с другой стороны	1	5
5	до известной степени	1	3
6	то же время	1	3
7	той или иной	5	3
8	в то же	1	3
9	к тому же	1	3
10	в этом отношении	3	3
11	дело в том	2	2
12	как нам кажется	1	2
13	том что он	1	2
14	так и его	1	2
15	с точки зрения	3	2
16	в отличие от	4	2
17	в значительной степени	2	2
18	с одной стороны	2	2
19	во всяком случае	1	2
20	в свое время	2	2
21	и прежде всего	3	2
22	можно сказать что	1	2
23	однако и в	1	1
24	по своей природе	1	1
25	и может быть	1	1
26	это уже не	3	1
27	а между тем	1	1
28	в частности и	1	1
29	в той или	5	1
30	он так и	1	1
31	к себе самому	2	1
32	приобщение к жизни	1	1
33	нет в его	1	1
34	произведения но и	1	1
35	на самом деле	2	1
36	одно из самых	1	1
37	в частности с	1	1
38	и так сказать	1	1
39	в самом деле	1	1
40	по преимуществу ночной	1	1
41	к которому впервые	1	1
42	в дальнейшем мы	1	1
43	между тем в	1	1
44	до сих пор	4	1
45	умения отрешиться от	1	1
46	и т.п все	2	1
47	при этом что	1	1
48	на этот вопрос	2	1
49	и здесь мы	1	1
50	в основе своей	2	1
51	как раз в	1	1
52	в самом начале	1	1
53	и его эстетической	1	1
54	не только в	1	1
55	отношению к миру	1	1
56	так и в	2	1
57	в применении к	3	1
58	в известном смысле	1	1
59	они принадлежат к	1	1
60	не могут быть	1	1
61	всяком случае не	1	1
62	в связи с	1	1
63	так и на	1	1
64	но как бы	1	1
65	как бы в	1	1
66	для того чтобы	1	1
67	у шекспира и	2	1
68	по ту сторону	1	1
69	не может быть	1	1
70	это по преимуществу	1	1
71	и т.п в	2	1
72	свое отражение в	1	1
73	в одном из	1	1
74	то есть в	4	1
75	как бы ни	2	1
76	в себя и	1	1
77	именно потому что	1	1
78	они как бы	1	1
79	друг от друга	1	1
80	в большинстве случаев	2	1
81	и новое рождение	1	1
82	но дело в	1	1
83	в сущности не	1	1
84	здесь явственно обнаруживается	1	1
85	во многих отношениях	1	1
86	но еще и	1	1
