N	3gram	Ircho_Kome_2	Russkaja
1	друг с другом	2	14
2	то же время	3	10
3	в то же	3	10
4	с точки зрения	1	9
5	в том что	5	7
6	во всяком случае	2	6
7	для того чтобы	4	6
8	до сих пор	2	5
9	более или менее	1	4
10	бы то ни	2	4
11	в том случае	1	4
12	не может быть	1	4
13	том случае если	1	3
14	вместе с тем	4	3
15	можно было бы	2	3
16	той или иной	1	3
17	точно так же	1	2
18	только в том	1	2
19	что он не	1	2
20	о том чтобы	1	2
21	таким же образом	1	2
22	и в том	1	2
23	и во всяком	1	2
24	того или иного	1	2
25	о том что	4	2
26	друг от друга	1	2
27	с другом и	1	2
28	в большинстве случаев	1	2
29	к тому что	2	2
30	надо признать что	2	2
31	должны были бы	1	1
32	к участию в	1	1
33	в силу этого	2	1
34	то хотя бы	1	1
35	в свою очередь	1	1
36	по отношению к	3	1
37	одной из этих	1	1
38	в самом деле	1	1
39	в том числе	3	1
40	в том же	1	1
41	та или другая	1	1
42	том числе и	1	1
43	основе его лежит	1	1
44	ни у кого	1	1
45	за то что	4	1
46	сводится к тому	1	1
47	в основе его	1	1
48	то ни было	2	1
49	как видно из	1	1
50	нельзя отрицать что	2	1
51	без зазрения совести	1	1
52	в связи с	3	1
53	как бы то	1	1
54	в полной мере	1	1
55	между тем у	1	1
56	она могла бы	1	1
57	само собой разумеется	1	1
58	у него на	1	1
59	речь шла о	1	1
60	с самого начала	1	1
61	речь идет о	2	1
62	но все же	1	1
63	тем более что	1	1
64	тем не менее	1	1
65	к тому же	10	1
66	том что для	1	1
