N	3gram	Losev_Dial_2	Literetu
1	то же время	4	9
2	в то же	3	9
3	не может быть	3	7
4	с одной стороны	1	6
5	в том что	6	5
6	с другой стороны	4	4
7	с точки зрения	8	3
8	в этом отношении	1	3
9	в данном случае	2	3
10	речь идет о	1	3
11	о том что	4	2
12	не говоря уже	2	2
13	подобно тому как	1	2
14	говоря уже о	2	2
15	и т п	2	2
16	за то что	1	2
17	по крайней мере	9	2
18	одно и то	4	2
19	и то же	4	2
20	в свое время	1	2
21	тем не менее	2	2
22	при всей своей	1	2
23	том что в	1	1
24	есть по преимуществу	1	1
25	которые не могут	1	1
26	а в конце	1	1
27	тех пор пока	1	1
28	но даже и	1	1
29	то же самое	2	1
30	одной стороны и	1	1
31	и не может	1	1
32	вместе с тем	1	1
33	бы то ни	1	1
34	все тем же	1	1
35	только то что	4	1
36	в себе и	1	1
37	не могут быть	2	1
38	ни с какой	1	1
39	и даже в	2	1
40	до тех пор	1	1
41	и то что	1	1
42	жизни и в	1	1
43	и в то	1	1
44	в конце концов	1	1
45	так что уже	1	1
46	приводит к тому	1	1
47	не в том	1	1
48	я не могу	1	1
49	это и не	1	1
50	с тем чтобы	1	1
51	личности с ее	1	1
52	себя в своей	1	1
53	имея в виду	1	1
54	сказать и о	1	1
55	на самом деле	1	1
56	и пространства и	1	1
57	и прежде всего	2	1
58	той или иной	1	1
59	к тому что	1	1
60	во многих отношениях	1	1
