1	и в	19	37
2	точки зрения	12	23
3	что в	7	21
4	не только	19	18
5	с точки	8	17
6	в то	6	16
7	то же	12	15
8	хотя бы	4	15
9	же время	5	14
10	но в	2	14
11	но и	12	14
12	и не	30	14
13	в своем	4	14
14	в этом	8	12
15	в области	2	11
16	в том	14	11
17	в их	2	11
18	так и	10	10
19	в смысле	5	9
20	отнюдь не	6	9
21	не может	9	9
22	только в	5	9
23	так же	2	9
24	т е	30	9
25	прежде всего	8	9
26	все более	1	9
27	в себе	15	9
28	в ее	4	8
29	было бы	3	8
30	к тому	2	8
31	одной стороны	1	8
32	в своей	8	8
33	между тем	2	8
34	с одной	2	8
35	по своему	5	7
36	с другой	5	7
37	как и	10	7
38	также и	2	7
39	того что	6	7
40	так как	14	7
41	том что	10	6
42	как бы	14	6
43	вовсе не	13	6
44	то что	14	6
45	во всех	2	6
46	стороны и	1	6
47	на то	1	6
48	и даже	14	6
49	и на	1	6
50	с этой	1	6
51	может быть	20	6
52	от этого	3	5
53	не в	8	5
54	в виде	2	5
55	в частности	2	5
56	и потому	5	5
57	и по	4	5
58	но если	1	5
59	но не	6	5
60	которую мы	1	5
61	же как	3	5
62	в той	3	5
63	как мы	3	5
64	несмотря на	2	4
65	само по	2	4
66	и притом	7	4
67	как это	7	4
68	тем более	1	4
69	сказать что	10	4
70	той или	4	4
71	в некотором	1	4
72	не имеет	1	4
73	вопрос о	3	4
74	то ни	1	4
75	даже в	3	4
76	по себе	18	4
77	в самом	5	4
78	чем в	1	4
79	в ней	2	4
80	то в	1	4
81	именно в	2	4
82	во многих	1	4
83	или иного	1	4
84	в предыдущем	1	4
85	или иной	1	4
86	в каком	4	4
87	не на	2	4
88	но даже	1	4
89	бы то	1	4
90	можно сказать	5	4
91	того или	2	4
92	мы не	1	4
93	независимо от	4	4
94	мы можем	1	3
95	потому что	14	3
96	идет о	1	3
97	с другом	1	3
98	тем что	2	3
99	во всяком	2	3
100	ту или	1	3
101	мира и	1	3
102	некотором смысле	1	3
103	того же	1	3
104	всяком случае	2	3
105	ни на	2	3
106	можно ли	3	3
107	в прошлом	1	3
108	она в	1	3
109	говорит о	1	3
110	никогда не	9	3
111	и прежде	2	3
112	как на	1	3
113	ли это	1	3
114	в результате	2	3
115	в таком	4	3
116	очевидно что	2	3
