N	2gram	Vygotskiy__7	Komedia
1	и в	26	22
2	том что	17	12
3	но и	11	11
4	в том	18	11
5	не только	24	10
6	в то	3	10
7	из них	1	10
8	и т	1	9
9	как и	15	9
10	может быть	7	9
11	таким образом	23	8
12	должны были	2	8
13	о том	4	8
14	и его	12	8
15	в одном	1	8
16	и не	18	8
17	едва ли	4	7
18	в этой	3	7
19	и других	2	7
20	то же	8	6
21	тому же	1	6
22	и по	3	6
23	не в	4	6
24	в отношении	2	6
25	ни в	2	6
26	в конце	4	6
27	одного из	2	6
28	что он	8	6
29	к тому	7	6
30	а в	2	6
31	в которой	11	6
32	что в	12	6
33	как в	4	5
34	то время	2	5
35	на его	2	5
36	при этом	1	5
37	во время	2	5
38	потому что	16	5
39	мы встречаем	1	5
40	так и	3	5
41	еще в	1	5
42	между тем	1	5
43	один из	2	5
44	уже в	2	5
45	в его	4	5
46	прежде всего	7	5
47	о которых	2	5
48	с другой	4	5
49	все это	3	5
50	другой стороны	1	5
51	время как	2	4
52	что они	10	4
53	но в	4	4
54	в нем	2	4
55	в другом	1	4
56	известно что	1	4
57	несмотря на	2	4
58	точки зрения	28	4
59	в котором	4	4
60	в их	2	4
61	так как	14	4
62	как мы	14	4
63	на него	1	4
64	ли не	2	4
65	ясно что	1	4
66	что и	3	4
67	в качестве	5	4
68	мы можем	3	4
69	тем что	9	4
70	именно в	6	4
71	и особенно	1	4
72	в результате	1	4
73	конце концов	1	4
74	же в	1	4
75	по поводу	1	4
76	к этому	2	4
77	же как	8	3
78	идет о	2	3
79	мы не	7	3
80	и о	3	3
81	в чем	3	3
82	как правило	1	3
83	с одной	5	3
84	в этом	29	3
85	все же	6	3
86	хотя и	1	3
87	и как	1	3
88	в целом	5	3
89	на то	4	3
90	он не	3	3
91	и с	5	3
92	его в	2	3
93	первую очередь	1	3
94	в них	1	3
95	на основании	2	3
96	и ее	2	3
97	место в	1	3
98	вопрос о	6	3
99	не менее	4	3
100	даже в	2	3
101	по отношению	6	3
102	того как	2	3
103	казалось бы	2	3
104	ничего не	2	3
105	в сознании	6	3
106	этом отношении	3	3
107	у нас	2	3
108	могут быть	2	3
109	во второй	5	3
110	после того	1	3
111	в частности	1	3
112	одной из	4	3
113	только в	8	3
114	в виде	1	3
115	в начале	5	3
116	за счет	2	3
117	отношение к	2	3
118	у него	1	3
119	как раз	3	3
120	к которому	1	3
121	все более	1	3
122	так же	14	3
123	как это	5	3
124	по своему	9	3
125	одной стороны	5	3
126	не удалось	1	3
127	не мог	2	3
128	здесь в	1	3
129	всего в	2	3
130	и все	1	3
131	отношению к	5	3
132	как известно	2	2
133	того же	1	2
134	ту же	2	2
135	почти всегда	2	2
136	из всех	5	2
137	причем и	1	2
138	в сущности	9	2
139	в большом	1	2
140	столь же	2	2
141	совсем не	1	2
142	отличие от	2	2
143	за пределы	1	2
144	относится к	2	2
145	наряду с	2	2
146	от до	1	2
147	что к	1	2
148	что по	2	2
149	полагают что	1	2
150	в самом	9	2
151	меньшей мере	1	2
152	в известном	2	2
153	раз в	2	2
154	в себе	9	2
155	время и	1	2
156	в первой	3	2
157	в первую	1	2
158	не к	1	2
159	в силу	5	2
160	на этом	1	2
161	на все	1	2
162	было бы	6	2
163	и тем	6	2
164	для них	1	2
165	мы видели	3	2
166	такой же	3	2
167	и без	1	2
168	всяком случае	1	2
169	почти не	1	2
170	но он	2	2
171	тем не	3	2
172	можем рассматривать	1	2
173	не раз	2	2
174	правда в	1	2
175	одна из	1	2
176	и внутренней	1	2
177	нельзя не	2	2
178	к ней	2	2
179	по своей	10	2
180	как будто	1	2
181	в области	4	2
182	ли это	1	2
183	же самое	5	2
184	для себя	24	2
185	слов но	1	2
186	с ее	2	2
187	вывод что	2	2
188	всего этого	1	2
189	как по	1	2
190	в себя	1	2
191	что у	4	2
192	поэтому мы	2	2
193	времени и	1	2
194	из всего	1	2
195	мог бы	3	2
196	для этого	3	2
197	собой и	1	2
198	образом в	2	2
199	из других	1	2
200	находится в	2	2
201	и здесь	2	2
202	аналогии с	1	2
203	нас в	2	2
204	и во	4	2
205	от них	1	2
206	выступает с	1	2
207	в форме	1	2
208	также в	1	2
209	еще не	4	2
210	даже если	2	2
211	который в	1	2
212	из которых	2	2
213	мы знаем	2	2
214	могли быть	1	2
215	вовсе не	2	2
216	в других	1	2
217	и из	1	2
218	до сих	3	2
219	в период	2	2
220	то и	4	2
221	которых мы	2	2
222	до конца	5	2
223	одну из	1	2
224	должна была	1	2
225	не может	11	2
226	вместе с	12	2
227	за тем	1	2
228	но не	3	2
229	в состоянии	1	2
230	к нему	3	2
231	сих пор	3	2
232	но это	3	2
233	и таким	1	2
234	мы найдем	1	2
235	или в	2	2
236	видно из	2	2
237	а к	1	2
238	как теперь	1	2
239	только что	5	2
240	то что	24	2
241	в свою	2	2
242	по одному	1	2
243	из своей	1	2
244	в действительности	2	2
245	ее в	8	2
246	в своих	2	2
247	во всяком	2	2
248	все что	6	2
249	и наиболее	2	1
250	грамматическими и	1	1
251	можно говорить	2	1
252	также и	2	1
253	в этот	3	1
254	переходит к	4	1
255	сам по	1	1
256	все остальное	1	1
257	на самом	3	1
258	не что	1	1
259	отношений в	1	1
260	своего выражения	2	1
261	тем же	5	1
262	между двумя	3	1
263	от всяких	1	1
264	и больше	2	1
265	высшей степени	1	1
266	объясняется и	1	1
267	в зависимости	1	1
268	одним из	2	1
269	мы уже	3	1
270	той же	8	1
271	ни у	1	1
272	которой была	1	1
273	по-русски в	1	1
274	совершенно исключительное	1	1
275	совпадает с	3	1
276	что иное	1	1
277	чисто внешней	1	1
278	это отношение	2	1
279	из того	3	1
280	хотел сказать	3	1
281	ему в	1	1
282	зависимости от	1	1
283	и он	2	1
284	в ней	3	1
285	повторяют друг	1	1
286	возрастом и	1	1
287	иное как	1	1
288	ответа на	1	1
289	к целому	2	1
290	а только	1	1
291	создает в	1	1
292	во всех	6	1
293	период от	1	1
294	сказать и	1	1
295	он может	1	1
296	общественной жизни	1	1
297	к которой	1	1
298	друг на	1	1
299	силу этого	1	1
300	ответ на	2	1
301	очевидно что	3	1
302	отнюдь не	1	1
303	в м	2	1
304	что во	1	1
305	с этим	2	1
306	с собой	3	1
307	дает нам	1	1
308	в своем	1	1
309	переходя от	3	1
310	смысле этого	3	1
311	целый ряд	4	1
312	говорит что	2	1
313	мысль в	1	1
314	его к	2	1
315	нового и	1	1
316	и к	7	1
317	самом начале	3	1
318	говорится в	4	1
319	то в	2	1
320	за собой	1	1
321	что это	6	1
322	и внешних	1	1
323	представляет собой	19	1
324	что же	2	1
325	бы не	1	1
326	из этих	3	1
327	одном случае	1	1
328	приводит к	4	1
329	только на	3	1
330	остановиться на	2	1
331	и тот	1	1
332	и те	1	1
333	ее как	1	1
334	не могла	2	1
335	что эти	3	1
336	но прежде	1	1
