N	3gram	Bakhtin_Fr_5	Hudozhes
1	в том что	6	11
2	по отношению к	1	7
3	о том что	1	7
4	то же время	9	4
5	в то же	9	4
6	том что в	1	3
7	в самом деле	1	3
8	не может быть	2	3
9	как и в	1	3
10	в конечном счете	1	3
11	ни о чем	1	3
12	для того чтобы	6	3
13	тем не менее	1	3
14	о том как	2	2
15	с точки зрения	2	2
16	до сих пор	3	2
17	и в то	1	2
18	можно было бы	2	2
19	так же как	4	2
20	в данном случае	2	2
21	то же самое	2	2
22	все те же	1	2
23	к тому же	2	2
24	на другой день	1	2
25	жизни характерно что	1	1
26	вкладывает в уста	1	1
27	да и в	1	1
28	зрения на мир	4	1
29	что с ним	1	1
30	той или иной	1	1
31	в г в	1	1
32	дело в том	2	1
33	же как и	2	1
34	как раз и	1	1
35	что он не	1	1
36	во время обеда	1	1
37	между тем как	1	1
38	в этом отношении	5	1
39	том числе и	2	1
40	не было ничего	1	1
41	к жизни и	1	1
42	только для того	1	1
43	все они даже	1	1
44	внешнее и внутреннее	2	1
45	в это время	1	1
46	того чтобы не	1	1
47	в значительной степени	1	1
48	в самом начале	1	1
49	а также и	4	1
50	жизни и смерти	2	1
51	не только для	2	1
52	о чем не	1	1
53	в течение всей	1	1
54	дело здесь не	2	1
55	смерть никогда не	1	1
56	и т.п в	1	1
57	внешней и внутренней	1	1
58	не могло быть	1	1
59	это были две	1	1
60	в то время	2	1
61	и в самом	1	1
62	одной из форм	1	1
63	именно потому что	1	1
64	можно сказать что	2	1
65	не было ни	1	1
66	друг от друга	1	1
67	как бы в	2	1
68	после того как	1	1
69	у нее нет	2	1
70	из этих двух	1	1
71	в том числе	4	1
72	здесь не в	3	1
73	что и в	1	1
74	не нуждается в	2	1
75	в своей жизни	1	1
