N	3gram	Vygotskiy__6	UchenyiS
1	не может быть	2	4
2	с другой стороны	2	3
3	в этой области	2	3
4	не могут быть	2	2
5	в самом деле	1	2
6	в этом смысле	2	2
7	то же самое	6	2
8	до сих пор	3	2
9	в этом отношении	3	2
10	на каждом шагу	1	2
11	в том что	19	2
12	и то что	2	2
13	тех или иных	1	2
14	в конце концов	1	2
15	для всех этих	1	1
16	и в конце	1	1
17	и в их	2	1
18	проблем связанных с	1	1
19	в значительной мере	2	1
20	но верно и	1	1
21	в этом случае	2	1
22	в широком смысле	1	1
23	в этом плане	1	1
24	на первый план	1	1
25	этом смысле можно	1	1
26	сам по себе	1	1
27	а для второго	1	1
28	же самое что	1	1
29	отдельности и все	1	1
30	сделать больше чем	1	1
31	является одним из	1	1
32	в первую очередь	3	1
33	с тем что	2	1
34	то о чем	1	1
35	между тем сам	1	1
36	нам думается что	5	1
37	смысле можно сказать	1	1
38	можно сказать что	6	1
39	у нас в	1	1
40	на то что	4	1
41	что он и	1	1
42	друг с другом	5	1
43	в данном случае	1	1
44	может быть в	1	1
45	не только в	1	1
46	с одной стороны	1	1
47	в отдельности и	1	1
