N	2gram	Ircho_Kome_1	Narrotol
1	не только	10	31
2	но и	11	27
3	и не	8	23
4	при этом	5	19
5	может быть	9	15
6	в качестве	4	14
7	в частности	3	14
8	как и	9	13
9	в тексте	1	13
10	а в	6	13
11	в этом	3	12
12	только в	3	12
13	и в	22	11
14	в данном	1	11
15	состоит в	1	10
16	и его	8	10
17	такого рода	6	10
18	то есть	1	9
19	времени и	2	9
20	во времени	1	9
21	то что	2	9
22	то же	6	8
23	представляет собой	1	8
24	не может	2	8
25	данном случае	1	8
26	в том	11	8
27	со стороны	2	8
28	но в	4	7
29	том что	12	7
30	на протяжении	4	7
31	у него	3	7
32	и он	1	6
33	в самом	2	6
34	не в	6	6
35	в этой	7	6
36	в себе	2	6
37	тому же	6	6
38	об этом	1	6
39	не мог	3	6
40	к тому	6	6
41	одного из	6	6
42	в его	5	6
43	как бы	1	6
44	один из	5	6
45	как раз	3	6
46	или в	2	6
47	а также	4	6
48	жизни и	1	6
49	между двумя	1	5
50	и на	3	5
51	как правило	3	5
52	перед нами	1	5
53	так и	5	5
54	точки зрения	4	5
55	потому что	5	5
56	действующих лиц	4	5
57	в соответствии	1	5
58	столь же	2	5
59	то в	1	4
60	на себя	2	4
61	еще не	2	4
62	но не	2	4
63	как в	5	4
64	все же	3	4
65	хотя и	3	4
66	из этих	1	4
67	в нем	4	4
68	в принципе	2	4
69	в мире	1	4
70	из них	10	4
71	по себе	1	4
72	и тем	2	4
73	соответствии с	1	4
74	в одном	8	4
75	вплоть до	1	4
76	в то	10	4
77	одна из	2	4
78	не по	1	4
79	того чтобы	1	4
80	в сознании	3	4
81	что на	1	4
82	к себе	1	4
83	в ней	1	4
84	так в	4	4
85	что у	2	4
86	о том	8	4
87	же время	4	4
88	к нему	2	4
89	в литературе	1	4
90	того что	1	4
91	прежде всего	5	4
92	из наиболее	2	4
93	о чем	1	4
94	мира в	1	4
95	в третьем	1	4
96	как известно	2	3
97	речь идет	3	3
98	также и	1	3
99	идет о	3	3
100	едва ли	7	3
101	всего лишь	1	3
102	мы не	3	3
103	в своем	1	3
104	и как	3	3
105	в целом	3	3
106	он не	3	3
107	для того	1	3
108	подобно тому	1	3
109	и с	3	3
110	начала и	1	3
111	в жизни	1	3
112	себя внимание	1	3
113	в ходе	1	3
114	и ее	3	3
115	стало быть	1	3
116	тем не	2	3
117	однако в	3	3
118	не менее	3	3
119	но они	1	3
120	в русской	1	3
121	обращает на	1	3
122	как будто	2	3
123	этом отношении	3	3
124	за ними	1	3
125	у нас	3	3
126	и о	3	3
127	но при	1	3
128	еще в	5	3
129	когда в	1	3
130	о ней	1	3
131	о нем	1	3
132	обращается к	1	3
133	между тем	5	3
134	что он	6	3
135	по отношению	3	3
136	может служить	1	3
137	не говорит	1	3
138	в финале	2	3
139	именно в	4	3
140	как это	3	3
141	тому как	1	3
142	в начале	3	3
143	это уже	1	3
144	и все	3	3
145	в поле	1	3
146	отношению к	3	3
147	что в	6	3
148	тем же	1	2
149	в зависимости	1	2
150	и для	1	2
151	высказывания в	1	2
152	в сущности	2	2
153	ему в	1	2
154	зависимости от	1	2
155	и самого	2	2
156	в чем	3	2
157	друг на	1	2
158	если в	1	2
159	в наиболее	1	2
160	отличие от	2	2
161	отнюдь не	1	2
162	в той	1	2
163	так называемая	1	2
164	из уст	1	2
165	что касается	2	2
166	в известном	2	2
167	раз в	2	2
168	роль в	1	2
169	на две	2	2
170	на то	3	2
171	не могла	1	2
172	и еще	3	2
173	и вот	4	2
174	человека в	1	2
175	а его	1	2
176	это было	1	2
177	для них	2	2
178	все равно	1	2
179	жизни но	1	2
180	в этих	1	2
181	в город	1	2
182	в отличие	1	2
183	сих пор	2	2
184	войне и	1	2
185	в обоих	1	2
186	и сама	1	2
187	казалось бы	3	2
188	ничего не	3	2
189	и после	1	2
190	к жизни	1	2
191	не столь	1	2
192	ли не	4	2
193	же самое	2	2
194	как мы	4	2
195	в театре	1	2
196	с ее	2	2
197	другой стороны	5	2
198	особенно в	1	2
199	с ним	1	2
200	точек зрения	2	2
201	до сих	2	2
202	с другой	5	2
203	это была	1	2
