N	2gram	Bakhtin_Pr_3	Literetu
1	а не	9	20
2	и в	34	19
3	может быть	19	17
4	своего рода	2	13
5	то же	14	12
6	и не	29	11
7	как и	18	10
8	в том	3	10
9	но и	12	10
10	в этом	16	9
11	в то	12	9
12	в мире	4	9
13	же время	12	9
14	не может	19	9
15	не только	10	8
16	и даже	7	8
17	с другой	4	8
18	слова и	10	7
19	том что	3	7
20	так и	6	7
21	с одной	1	7
22	я в	4	7
23	то что	11	7
24	и на	6	6
25	в себе	6	6
26	при этом	4	6
27	однако в	2	6
28	не менее	3	6
29	себя в	1	6
30	я не	7	5
31	столь же	2	5
32	но не	4	5
33	он не	15	5
34	одна из	1	5
35	так в	2	5
36	для всех	1	5
37	на фоне	1	5
38	то есть	1	5
39	того что	5	5
40	вместе с	4	5
41	я и	2	4
42	но тем	1	4
43	того же	2	4
44	по отношению	5	4
45	так что	5	4
46	отнюдь не	2	4
47	человека в	1	4
48	для него	13	4
49	точки зрения	8	4
50	не в	9	4
51	даже в	5	4
52	в ней	3	4
53	еще в	3	4
54	тех кто	1	4
55	в его	22	4
56	один из	2	4
57	и других	1	4
58	не случайно	1	4
59	каждый из	2	4
60	тем что	4	4
61	прежде всего	15	4
62	другой стороны	3	4
63	жизни и	3	4
64	что в	7	4
65	причастности к	1	4
66	одним из	1	3
67	и то	3	3
68	идет о	1	3
69	в сущности	11	3
70	как я	3	3
71	и он	2	3
72	я на	1	3
73	во всех	2	3
74	как к	4	3
75	в этой	1	3
76	в нем	19	3
77	обращаясь к	2	3
78	всех своих	1	3
79	я все	6	3
80	но лишь	1	3
81	такой же	3	3
82	в их	1	3
83	с точки	4	3
84	не столько	1	3
85	никогда не	8	3
86	ничего не	4	3
87	и его	16	3
88	данном случае	1	3
89	в себя	1	3
90	всей своей	2	3
91	не с	2	3
92	и с	15	3
93	в другом	8	3
94	знаю я	1	3
95	другого в	2	3
96	но с	2	3
97	а в	5	3
98	так как	4	3
99	себе и	5	3
100	этом отношении	1	3
101	в данном	1	3
102	но это	4	3
103	надо мной	1	3
104	в начале	4	3
105	и для	8	3
106	обращается к	2	3
107	и как	3	3
108	что он	23	3
109	о себе	18	3
110	отношению к	6	3
111	как на	2	3
