N	2gram	Bakhtin_Pr_5	TeoriaLi
1	в мире	4	24
2	не только	10	18
3	в качестве	1	17
4	и не	27	16
5	я в	4	16
6	а в	7	14
7	и в	35	13
8	то есть	16	12
9	так и	8	12
10	может быть	14	12
11	в этом	14	11
12	при этом	2	11
13	в том	5	11
14	но не	6	10
15	и его	14	10
16	а не	4	10
17	то же	15	9
18	в его	21	9
19	по отношению	6	8
20	своего рода	2	8
21	сводится к	3	8
22	в душе	2	8
23	но и	14	8
24	отношению к	7	8
25	что в	6	8
26	отличие от	2	7
27	в себе	5	7
28	том что	3	7
29	точки зрения	7	7
30	в отличие	2	7
31	в то	11	7
32	по своей	2	7
33	только в	6	7
34	себя в	2	7
35	в данном	1	7
36	еще не	7	6
37	с его	7	6
38	но в	19	6
39	в первой	1	6
40	лишь в	7	6
41	же время	10	6
42	как бы	31	6
43	данном случае	1	5
44	в своем	2	5
45	в самом	6	5
46	роли в	1	5
47	он не	13	5
48	того или	1	5
49	как и	18	5
50	не в	10	5
51	однако в	2	5
52	в нем	16	5
53	в ее	3	5
54	в пределах	11	5
55	или иной	4	5
56	между тем	4	5
57	уже не	3	5
58	не случайно	2	5
59	с другой	4	5
60	как в	5	5
61	между ними	1	5
62	героя и	10	5
63	по преимуществу	1	4
64	говорить о	3	4
65	отношение к	6	4
66	хотя и	2	4
67	то что	10	4
68	ни в	2	4
69	в слове	6	4
70	в своей	4	4
71	в их	1	4
72	художественного мира	1	4
73	не менее	2	4
74	приводит к	2	4
75	можно сказать	1	4
76	в форме	3	4
77	и ее	1	4
78	но он	4	4
79	и т.п	6	4
80	в свою	1	4
81	не знает	6	4
82	сказать что	3	4
83	не может	18	4
84	и то	5	3
85	между двумя	2	3
86	например в	2	3
87	совпадает с	2	3
88	я на	1	3
89	в сторону	2	3
90	не все	1	3
91	и т.д	3	3
92	герой не	2	3
93	перед нами	1	3
94	и к	12	3
95	в точке	1	3
96	все эти	3	3
97	в этой	1	3
98	он должен	1	3
99	и вот	4	3
100	и по	2	3
101	самим собой	7	3
102	его в	4	3
103	этом смысле	3	3
104	мог бы	2	3
105	литературных произведений	1	3
106	и сам	7	3
107	в этих	2	3
108	тем не	1	3
109	в отношении	9	3
110	взглянула на	1	3
111	никогда не	4	3
112	на меня	6	3
113	как раз	4	3
114	потому что	8	3
115	той или	4	3
116	свою очередь	1	3
117	другой стороны	3	3
118	в произведении	2	3
119	так в	2	3
120	в другом	12	3
121	и что	6	3
122	входит в	1	3
123	того что	3	3
124	а с	3	3
125	человека с	3	3
126	в итоге	1	3
127	для него	14	3
128	слова в	6	3
129	с ее	3	3
130	прежде всего	12	3
131	и потому	1	3
132	по своему	4	3
