N	2gram	Vygotskiy__5	VLabPisa
1	таким образом	20	27
2	в этом	14	26
3	и в	30	25
4	и т	7	24
5	не только	16	22
6	может быть	11	21
7	хотя бы	3	20
8	и не	6	19
9	не может	9	17
10	т д	3	15
11	в его	4	15
12	в процессе	1	14
13	в письме	2	14
14	этом отношении	3	13
15	в том	27	13
16	прежде всего	4	13
17	в частности	4	12
18	как это	7	12
19	все это	2	12
20	в силу	3	11
21	вот что	1	11
22	с другой	9	11
23	из них	2	11
24	в художественном	1	10
25	в качестве	2	10
26	не могут	3	10
27	о том	10	10
28	письме к	1	10
29	то же	7	9
30	что в	24	9
31	об этом	3	9
32	по этому	5	9
33	для него	3	9
34	т п	3	9
35	но и	6	9
36	и др	1	9
37	к этому	3	9
38	в своем	6	8
39	ни один	2	8
40	все эти	2	8
41	другой стороны	5	8
42	могут быть	8	8
43	во всех	2	7
44	по отношению	2	7
45	из этих	3	7
46	было бы	5	7
47	как и	6	7
48	том что	21	7
49	в конечном	1	7
50	этому поводу	4	7
51	произведения и	1	7
52	говорит о	4	7
53	не было	1	7
54	а не	8	7
55	вместе с	12	7
56	же в	2	7
57	отношению к	1	7
58	художественного произведения	3	6
59	это и	2	6
60	в зависимости	6	6
61	более или	1	6
62	в себе	5	6
63	в нем	7	6
64	главным образом	1	6
65	это не	3	6
66	или менее	1	6
67	их в	1	6
68	и его	6	6
69	в то	2	6
70	так и	3	6
71	между тем	1	6
72	у него	3	6
73	то что	37	6
74	одним из	1	5
75	и есть	5	5
76	в их	3	5
77	зависимости от	7	5
78	конечном счете	1	5
79	очевидно что	2	5
80	как говорит	4	5
81	все же	7	5
82	и при	2	5
83	не в	8	5
84	тому что	8	5
85	связи с	2	5
86	приводит к	2	5
87	один из	5	5
88	действующих лиц	7	5
89	следует понимать	2	5
90	он говорит	3	5
91	как бы	19	5
92	не является	2	5
93	думается что	3	5
94	в результате	4	5
95	сказать что	9	5
96	только в	5	5
97	в искусстве	6	5
98	художественном произведении	2	4
99	с его	2	4
100	в этой	5	4
101	перед нами	2	4
102	когда он	5	4
103	в самом	14	4
104	в целом	5	4
105	же говорит	1	4
106	что все	6	4
107	в них	4	4
108	даже в	1	4
109	одна из	3	4
110	никогда не	9	4
111	к тому	8	4
112	для его	1	4
113	должен быть	2	4
114	в ее	3	4
115	это только	3	4
116	можно сказать	2	4
117	показывают что	1	4
118	с ними	1	4
119	что он	17	4
120	в нашей	2	4
121	рассказывает о	1	4
122	в одном	2	4
123	как раз	13	4
124	художественное произведение	5	4
125	в романе	2	4
126	равно как	1	4
127	в своей	4	4
128	например в	1	3
129	пушкин в	1	3
130	в котором	2	3
131	из его	1	3
132	др в	1	3
133	и он	2	3
134	в которых	2	3
135	видели что	1	3
136	но как	1	3
137	нет и	1	3
138	что они	5	3
139	с этим	2	3
140	и как	7	3
141	и к	4	3
142	следующим образом	2	3
143	в противоположность	2	3
144	говорить не	1	3
145	далеко не	1	3
146	что не	1	3
147	с тем	8	3
148	мы видели	1	3
149	во время	1	3
150	точки зрения	7	3
151	и ее	1	3
152	это делает	2	3
153	одном из	1	3
154	это мы	1	3
155	со своим	2	3
156	плана и	1	3
157	сводится к	5	3
158	у нас	4	3
159	и отдельных	1	3
160	она не	1	3
161	значительной мере	1	3
162	и трудно	1	3
163	в виду	4	3
164	никак не	6	3
165	утверждает что	2	3
166	в значительной	1	3
167	что и	3	3
168	вслед за	1	3
169	того что	8	3
170	этот вопрос	4	3
171	и их	1	3
172	даже и	2	3
173	в конце	4	3
174	этой проблемы	1	3
175	именно в	6	3
176	попал в	1	3
177	мы знаем	2	3
178	что художник	1	3
179	так же	13	3
180	по поводу	3	3
181	по существу	2	3
182	и от	1	3
183	или в	6	3
184	бы в	5	3
185	только что	4	3
186	жизни и	6	3
187	как на	11	3
188	интеллектуальной деятельности	1	3
189	смысле слова	1	2
190	ту же	2	2
191	связана с	1	2
192	он может	1	2
193	пишет о	1	2
194	по его	3	2
195	а как	2	2
196	мы имеем	8	2
197	же как	2	2
198	в которой	3	2
199	из своих	1	2
200	что многие	1	2
201	то это	4	2
202	разобраться в	1	2
203	так называемые	1	2
204	собою и	1	2
205	в ней	4	2
206	еще не	5	2
207	на художественное	1	2
208	в чем	1	2
209	чуть ли	1	2
210	но не	7	2
211	если в	1	2
212	относится к	1	2
213	искусстве и	3	2
214	стороны и	4	2
215	что нет	1	2
216	хотя и	1	2
217	но в	5	2
218	он в	2	2
219	ни одна	1	2
220	как он	2	2
221	некоторые авторы	2	2
222	этот процесс	1	2
223	что она	6	2
224	он не	3	2
225	том чтобы	2	2
226	у пушкина	1	2
227	что ни	3	2
228	так например	3	2
229	человека в	3	2
230	в каждом	2	2
231	а затем	2	2
232	они должны	1	2
233	и дальше	2	2
234	в другом	3	2
235	нам остается	1	2
236	говорил что	2	2
237	заключается в	8	2
238	ума и	1	2
239	и отдельные	1	2
240	обычно и	1	2
241	в жизни	1	2
242	только о	2	2
243	эта теория	5	2
244	одному тому	1	2
245	между собою	1	2
246	и для	6	2
247	года и	1	2
248	и мук	1	2
249	что такое	1	2
250	знаем что	2	2
251	и значит	1	2
252	искусства не	2	2
253	которые в	1	2
254	по крайней	1	2
255	если бы	11	2
256	что например	1	2
257	по себе	7	2
258	не менее	1	2
259	тогда когда	1	2
260	к этим	2	2
261	пока еще	1	2
262	того чтобы	20	2
263	только не	5	2
264	на язык	1	2
265	этом процессе	1	2
266	в сознании	1	2
267	в области	1	2
268	от того	4	2
269	в образах	2	2
270	нет ни	2	2
271	и заключается	4	2
272	ли не	2	2
273	отличается от	2	2
274	же самое	5	2
275	должны быть	1	2
276	другом месте	1	2
277	в стихотворении	1	2
278	что оно	6	2
279	в самых	1	2
280	для того	20	2
281	что при	3	2
282	на это	1	2
283	формы и	3	2
284	мысль о	4	2
285	только то	1	2
286	и может	1	2
287	если они	1	2
288	искусство как	2	2
289	произведения не	1	2
290	представляют собою	1	2
291	и даже	2	2
292	остановимся на	3	2
293	вот это	1	2
294	из основных	1	2
295	во всяком	1	2
296	но к	1	2
297	говорит об	1	2
298	и просто	1	2
299	крайней мере	1	2
300	вообще и	1	2
301	каждом отдельном	1	2
302	конце концов	2	2
303	о его	1	2
304	что даже	2	2
305	всех его	1	2
306	с одной	12	2
307	одной из	1	2
308	целого ряда	1	2
309	у них	1	2
310	при помощи	1	2
311	могло бы	1	2
312	вовсе не	3	2
313	не о	1	2
314	одной стороны	12	2
315	или иной	2	2
316	до сих	5	2
317	как у	1	2
318	еще и	1	2
319	и образов	1	2
320	показывает что	3	2
321	и систему	1	2
322	что для	1	2
323	естественно что	2	2
324	к сожалению	1	2
325	от различных	1	2
326	легко и	1	2
327	гете и	1	2
328	о чем	4	2
329	что мы	11	2
330	тому как	1	2
331	и потому	5	2
332	из которых	4	2
333	в течение	2	2
334	как например	2	2
335	сих пор	5	2
336	того или	1	2
337	но для	1	2
338	можно было	3	2
339	каждой из	1	2
340	сюжета и	1	2
341	такое понимание	2	2
342	по одному	1	2
343	ни одного	2	2
344	то о	2	2
345	своих героев	1	2
346	в большей	2	2
347	будто бы	1	2
348	все они	1	2
349	и бессознательное	1	2
350	а в	4	2
351	в стихах	1	2
352	между ними	2	2
353	к его	1	2
354	частности в	1	2
355	в своих	5	2
356	этой точки	1	2
357	пор не	1	1
358	влечения и	1	1
359	речь идет	1	1
360	прав когда	5	1
361	в сфере	1	1
362	исключительно к	1	1
363	проблемы в	1	1
364	самом деле	8	1
365	применении к	1	1
366	силы и	1	1
367	почти не	2	1
368	и закон	1	1
369	и так	2	1
370	говорит так	1	1
371	только эти	1	1
372	оно может	1	1
373	что эти	2	1
374	все те	1	1
375	должна быть	2	1
376	в действие	2	1
377	что всякий	1	1
378	смотреть на	3	1
379	чувства которые	2	1
380	как мы	5	1
381	что если	6	1
382	вопрос о	3	1
383	почти все	1	1
384	но она	2	1
385	из того	3	1
386	мы и	1	1
387	искусства для	1	1
388	сознания потому	1	1
389	сам по	3	1
390	проявляется в	1	1
391	свою очередь	1	1
392	и то	9	1
393	собой в	2	1
394	он был	2	1
395	между собой	2	1
396	здесь не	1	1
397	в последних	2	1
398	это имеет	1	1
399	ними в	1	1
400	по своему	1	1
401	как если	1	1
402	а только	1	1
403	было указано	1	1
404	не все	1	1
405	ответ на	5	1
406	себе и	2	1
407	или иное	1	1
408	конечный пункт	1	1
409	которые не	1	1
410	в известном	1	1
411	оказывается не	1	1
412	общего с	1	1
413	что ее	1	1
414	эмоции и	2	1
415	уже указывалось	1	1
416	целый ряд	3	1
417	говорит что	6	1
418	что по	2	1
419	и наконец	3	1
420	наконец у	1	1
421	не являются	1	1
422	произведения так	1	1
423	в каком-то	1	1
424	является выражением	1	1
425	и свою	1	1
426	фабулы в	1	1
427	образов которые	1	1
428	тон и	1	1
429	то в	1	1
430	данные в	1	1
431	под ним	1	1
432	уже в	6	1
433	его содержания	1	1
434	тут и	1	1
435	его письмо	1	1
436	сил в	4	1
437	что так	1	1
438	не заключается	1	1
439	имеем в	1	1
440	тому же	1	1
441	на то	17	1
442	так сказать	1	1
443	и если	6	1
444	на его	3	1
445	к искусству	3	1
446	время и	1	1
447	да и	1	1
448	образом для	1	1
449	с принципом	1	1
450	только материал	1	1
451	первой части	1	1
452	в понимании	1	1
453	не как	3	1
454	словесного материала	1	1
455	то как	1	1
456	чувства в	3	1
457	дальше он	2	1
458	но вместе	1	1
459	уже не	1	1
460	его от	1	1
461	на этом	6	1
462	не завершается	1	1
463	заключает в	4	1
464	именно это	4	1
465	в понятие	1	1
466	одно и	3	1
467	реакции на	1	1
468	и высшие	1	1
469	этим самым	1	1
470	когда говорит	8	1
471	борьбы и	1	1
472	самого автора	1	1
473	в последовательном	1	1
474	которой являются	1	1
475	то есть	13	1
476	для своей	1	1
477	в музыке	1	1
478	те или	1	1
479	на протяжении	1	1
480	таково в	1	1
481	эту же	1	1
482	осознания своего	1	1
483	этом смысле	2	1
484	что один	1	1
485	одном полюсе	3	1
486	кажется что	1	1
487	материал для	2	1
488	с которого	1	1
489	хотим сказать	1	1
490	его частей	1	1
491	ни одной	1	1
492	и характера	1	1
493	с этой	2	1
494	которой он	1	1
495	несмотря на	5	1
496	не заметить	1	1
497	когда автор	1	1
498	на этот	3	1
499	в этих	3	1
500	он должен	8	1
501	страсти и	1	1
502	самой сложной	1	1
503	в которые	1	1
504	его мнению	2	1
505	эмоциональный тон	3	1
506	явление очень	1	1
507	которые для	1	1
508	признать что	1	1
509	и той	2	1
510	образом и	2	1
511	но он	3	1
512	был только	1	1
513	и эти	1	1
514	подчеркивает в	1	1
515	бы быть	1	1
