N	3gram	Vinokur_St_1	Komedia
1	в том что	17	5
2	за то что	3	4
3	на этот раз	2	4
4	о том что	11	4
5	для того чтобы	10	4
6	по отношению к	3	3
7	в том числе	2	3
8	так или иначе	2	3
9	в первую очередь	2	3
10	то же время	4	3
11	в то время	2	3
12	в то же	4	3
13	и на этот	1	2
14	одних и тех	1	2
15	в обоих случаях	1	2
16	чуть ли не	2	2
17	не говоря уже	1	2
18	в этом смысле	1	2
19	в одной из	1	2
20	до сих пор	7	2
21	говоря уже о	1	2
22	в той же	2	2
23	бы то ни	1	2
24	и тех же	1	2
25	в это время	1	2
26	то время как	1	2
27	и его современников	1	2
28	с одной стороны	2	2
29	то что он	1	2
30	во всяком случае	6	2
31	судя по всему	1	2
32	и т п	9	2
33	после того как	1	2
34	к тому что	1	2
35	можно было бы	8	2
36	что и в	4	2
37	речь идет о	2	2
38	должны были бы	1	1
39	в так называемой	1	1
40	я думаю что	4	1
41	и в голову	1	1
42	в голову не	1	1
43	само собой разумеется	1	1
44	мы имеем дело	1	1
45	же мере в	1	1
46	возможно что в	2	1
47	как и во	1	1
48	в самом деле	5	1
49	в соответствии с	1	1
50	именно об этом	1	1
51	в том же	1	1
52	столь же естественным	1	1
53	с точки зрения	8	1
54	а не для	1	1
55	ни одно из	1	1
56	только в том	3	1
57	сих пор не	1	1
58	и в то	1	1
59	одно из двух	1	1
60	но и в	2	1
61	а может быть	1	1
62	то что в	2	1
63	в наше время	1	1
64	риск и страх	1	1
65	что в нем	2	1
66	том числе и	2	1
67	точно так же	1	1
68	может быть даже	1	1
69	только тем что	1	1
70	и вовсе не	1	1
71	не всегда можно	1	1
72	в том случае	1	1
73	т п которые	1	1
74	это слово как	1	1
75	свой риск и	1	1
76	против того чтобы	1	1
77	то что у	2	1
78	представление о том	1	1
79	той или иной	1	1
80	в этой области	5	1
81	на свой риск	1	1
82	должна была бы	3	1
83	если не считать	1	1
84	как будто бы	1	1
85	из них нельзя	1	1
86	имеем дело с	2	1
87	благодаря счастливому стечению	1	1
88	в целом ряде	1	1
89	с другой стороны	6	1
90	мере в какой	2	1
91	и в том	2	1
92	не может быть	5	1
93	еще в г	1	1
94	в своем роде	1	1
95	если бы и	2	1
96	того или иного	4	1
97	но столь же	1	1
98	счастливому стечению обстоятельств	1	1
99	тем обстоятельством что	1	1
100	что он не	1	1
101	то обстоятельство что	2	1
102	всяком случае в	2	1
103	так и в	4	1
104	уважение к этому	1	1
105	хотя бы в	1	1
106	и в самом	3	1
107	не только в	4	1
108	главы евгения онегина	1	1
109	для каждой из	1	1
110	но все же	3	1
111	что это не	2	1
112	друг от друга	1	1
113	тем более что	2	1
114	но не менее	1	1
115	но все эти	1	1
116	в каждом из	1	1
117	той же мере	1	1
118	и не имеет	1	1
119	тем не менее	2	1
120	во всех случаях	1	1
121	целом ряде случаев	1	1
