N	2gram	Tiupa_Lite_3	Komedia
1	и в	16	22
2	том что	8	12
3	в г	3	11
4	но и	14	11
5	в том	12	11
6	не только	14	10
7	в то	9	10
8	из них	4	10
9	и т	1	9
10	как и	5	9
11	может быть	12	9
12	о том	6	8
13	и его	6	8
14	в одном	4	8
15	и не	22	8
16	едва ли	3	7
17	в этой	8	7
18	и других	1	7
19	то же	9	6
20	тому же	5	6
21	не в	10	6
22	в отношении	1	6
23	в конце	2	6
24	одного из	2	6
25	что он	5	6
26	между и	1	6
27	такого рода	10	6
28	к тому	6	6
29	а в	5	6
30	что в	2	6
31	в истории	1	5
32	как в	5	5
33	на его	3	5
34	при этом	15	5
35	во время	1	5
36	потому что	3	5
37	так и	9	5
38	еще в	3	5
39	и даже	2	5
40	между тем	3	5
41	один из	2	5
42	уже в	1	5
43	в его	6	5
44	прежде всего	3	5
45	т п	1	5
46	о которых	1	5
47	с другой	6	5
48	все это	1	5
49	другой стороны	2	5
50	по которым	1	4
51	из его	1	4
52	что они	1	4
53	но в	3	4
54	в нем	2	4
55	и вот	2	4
56	в другом	6	4
57	на протяжении	1	4
58	несмотря на	2	4
59	начала войны	1	4
60	точки зрения	7	4
61	в котором	1	4
62	в их	1	4
63	одном из	2	4
64	так как	1	4
65	как мы	2	4
66	же время	7	4
67	ли не	1	4
68	так в	1	4
69	а также	4	4
70	что и	2	4
71	в качестве	5	4
72	тем что	2	4
73	именно в	5	4
74	же в	2	4
75	к этому	2	4
76	идет о	1	3
77	перед лицом	4	3
78	в году	5	3
79	и о	1	3
80	х годов	15	3
81	и на	2	3
82	в последних	1	3
83	в чем	1	3
84	как правило	1	3
85	с одной	4	3
86	в этом	14	3
87	все же	2	3
88	хотя и	4	3
89	и как	3	3
90	в целом	5	3
91	и и	1	3
92	на то	2	3
93	он не	1	3
94	и еще	1	3
95	здесь мы	1	3
96	и с	2	3
97	его в	2	3
98	первую очередь	1	3
99	в них	1	3
100	и ее	2	3
101	место в	4	3
102	вопрос о	2	3
103	не менее	2	3
104	однако в	4	3
105	даже в	4	3
106	по отношению	4	3
107	за исключением	1	3
108	этом отношении	5	3
109	у нас	2	3
110	и сам	2	3
111	во второй	2	3
112	в частности	11	3
113	и одновременно	2	3
114	одной из	1	3
115	только в	7	3
116	и у	1	3
117	в начале	4	3
118	за счет	1	3
119	отношение к	2	3
120	у него	1	3
121	как раз	2	3
122	в гг	1	3
123	все более	2	3
124	так же	2	3
125	как это	3	3
126	их к	1	3
127	одной стороны	4	3
128	и все	1	3
129	все остальные	1	3
130	отношению к	4	3
131	как известно	1	2
132	того же	2	2
133	тех же	1	2
134	иначе в	1	2
135	принадлежит к	1	2
136	на себя	2	2
137	слова о	1	2
138	он был	1	2
139	столь же	1	2
140	бы то	2	2
141	тем как	1	2
142	отличие от	5	2
143	за пределы	1	2
144	к сожалению	1	2
145	в рамках	4	2
146	независимо от	1	2
147	что к	1	2
148	что касается	1	2
149	что по	1	2
150	в противоположность	2	2
151	и хотя	1	2
152	в самом	3	2
153	художественного мышления	6	2
154	право на	2	2
155	раз в	2	2
156	в себе	6	2
157	в первой	2	2
158	в первую	1	2
159	в принципе	2	2
160	не к	1	2
161	в силу	1	2
162	то ни	2	2
163	других поэтов	1	2
164	на все	1	2
165	было бы	2	2
166	и тем	3	2
167	или менее	1	2
168	но он	1	2
169	тем не	1	2
170	и внутренней	1	2
171	нельзя не	1	2
172	по своей	3	2
173	ему и	1	2
174	и теперь	1	2
175	как будто	4	2
176	в области	3	2
177	уже о	3	2
178	же самое	2	2
179	для себя	2	2
180	с ее	3	2
181	второй половине	1	2
182	первой половине	2	2
183	до самого	1	2
184	что у	2	2
185	времени и	1	2
186	для этого	1	2
187	аналогии с	1	2
188	нас в	1	2
189	против одного	1	2
190	самого конца	1	2
191	также в	1	2
192	и мир	1	2
193	еще не	6	2
194	который в	1	2
195	именно на	1	2
196	в эти	1	2
197	современного читателя	1	2
198	для всех	1	2
199	а то	1	2
200	вовсе не	1	2
201	со стороны	7	2
202	даже не	1	2
203	в период	1	2
204	вслед за	3	2
205	еще и	2	2
206	а сам	1	2
207	и притом	1	2
208	то и	1	2
209	до конца	4	2
210	из наиболее	1	2
211	этой же	1	2
212	не может	8	2
213	вместе с	5	2
214	но не	4	2
215	говоря уже	4	2
216	в первые	1	2
217	к нему	1	2
218	но это	1	2
219	будто бы	1	2
220	ни было	2	2
221	то что	12	2
222	не говоря	4	2
223	в свою	2	2
224	из своей	1	2
225	в действительности	1	2
226	ее в	2	2
227	в своих	2	2
228	и наиболее	1	1
229	в союзе	1	1
230	зависимость от	1	1
231	в этот	1	1
232	на самом	1	1
233	не что	1	1
234	так уже	1	1
235	между двумя	1	1
236	из самых	1	1
237	автору этих	1	1
238	его же	1	1
239	исходит из	1	1
240	и за	1	1
241	по его	1	1
242	одним из	4	1
243	мы уже	1	1
244	той же	3	1
245	и была	1	1
246	по мнению	1	1
247	для своего	2	1
248	каким был	1	1
249	из своих	1	1
250	совпадает с	1	1
251	что иное	1	1
252	местам и	1	1
253	к началу	1	1
254	из того	2	1
255	хотел сказать	1	1
256	то это	2	1
257	в мире	16	1
258	и он	1	1
259	в ней	1	1
260	проявляется в	1	1
261	свидетельствует что	1	1
262	вышла из	1	1
263	с двумя	1	1
264	иное как	1	1
265	творческого пути	1	1
266	ответа на	1	1
267	быть в	1	1
268	на колесах	1	1
269	во всех	2	1
270	и подобно	1	1
271	сказать и	2	1
272	как у	4	1
273	отказ от	2	1
274	общественной жизни	1	1
275	к которой	1	1
276	очевидно что	1	1
277	а и	2	1
278	период кризиса	1	1
279	первые десятилетия	1	1
280	вмешивается в	1	1
281	отнюдь не	3	1
282	на искусство	1	1
283	и вовсе	2	1
284	с этим	1	1
285	мира в	3	1
286	с горечью	1	1
287	с собой	1	1
288	в своем	1	1
289	потребность в	1	1
290	с традиционализмом	1	1
291	в полном	2	1
292	когда он	2	1
293	и к	3	1
294	самом начале	1	1
295	более или	1	1
296	говорится в	1	1
297	то в	3	1
298	за собой	1	1
299	жизни к	2	1
300	всего лишь	5	1
301	с места	1	1
302	так или	2	1
303	представляет собой	2	1
304	он в	2	1
305	бы не	1	1
306	определена как	1	1
307	но без	2	1
308	только на	1	1
309	что ответить	2	1
310	ее как	1	1
311	как он	1	1
312	что эти	1	1
313	века к	1	1
314	его стихи	1	1
315	оно в	1	1
316	состоит в	6	1
317	по существу	4	1
318	на службу	1	1
319	длительное время	1	1
320	чтобы в	1	1
321	подобно тому	2	1
322	теперь от	1	1
323	людей и	1	1
324	последнее слово	1	1
325	такого же	1	1
326	человека в	2	1
327	значительной степени	1	1
328	в совершенно	2	1
329	зрителя в	3	1
330	им как	1	1
331	выражение и	1	1
332	то есть	5	1
333	на этой	1	1
334	по два	1	1
335	от земли	1	1
336	две другие	1	1
337	перед нами	1	1
338	в жизни	8	1
339	который сам	1	1
340	прибегают к	1	1
341	нет в	1	1
342	а с	1	1
343	все равно	1	1
344	соответствии с	5	1
345	в самую	1	1
346	с тем	1	1
347	и уже	1	1
348	свой выбор	1	1
349	жизни но	1	1
350	слова и	1	1
351	для своих	1	1
352	в этих	1	1
353	можно только	1	1
354	и немощен	1	1
355	в ходе	1	1
356	и одно	1	1
357	нас не	1	1
358	во времена	1	1
359	народ и	1	1
360	в мы	1	1
361	в отличие	5	1
362	особое место	2	1
363	друг другу	1	1
364	однако не	3	1
365	и эти	1	1
366	и более	1	1
367	по себе	2	1
368	тому что	1	1
369	между людьми	2	1
370	вплоть до	2	1
371	в русской	1	1
372	если в	1	1
373	к новым	1	1
374	и сама	1	1
375	не по	1	1
376	с и	1	1
377	сознания как	1	1
378	в самых	1	1
379	того чтобы	2	1
380	поэтический дар	1	1
381	он с	1	1
382	в какой-то	1	1
383	к концу	1	1
384	в тексте	4	1
385	во всем	1	1
386	на мой	1	1
387	нужна была	1	1
388	не столь	1	1
389	мы и	2	1
390	ему не	1	1
391	вот в	2	1
392	и для	4	1
393	по своим	1	1
394	сомнение о	1	1
395	к себе	8	1
396	еще одна	1	1
397	этой причине	1	1
398	его с	1	1
399	слова с	1	1
400	в каждом	1	1
401	в театре	1	1
402	от друга	1	1
403	принадлежал к	1	1
404	но при	1	1
405	данном случае	4	1
406	последнюю очередь	1	1
407	во главе	1	1
408	диалог с	2	1
409	говорить о	1	1
410	по аналогии	2	1
411	в борьбе	1	1
412	участия в	1	1
413	мира и	2	1
414	жизнь и	1	1
415	мира а	2	1
416	в каждой	2	1
417	о ней	1	1
418	о нем	2	1
419	познания и	1	1
420	число примеров	1	1
421	на вопрос	1	1
422	не означает	2	1
423	общественного сознания	2	1
424	в значительной	1	1
425	как было	1	1
426	свое поражение	1	1
427	на ее	1	1
428	лет спустя	1	1
429	природы в	1	1
430	может и	1	1
431	ко всей	1	1
432	и только	2	1
433	непосредственно в	1	1
434	наконец в	3	1
435	в середине	1	1
436	и были	1	1
437	если это	2	1
438	в лице	2	1
439	три направления	1	1
440	в литературе	1	1
441	того что	9	1
442	тех пор	1	1
443	год и	1	1
444	в двух	1	1
445	для современного	1	1
446	направлен против	1	1
447	нуждается в	1	1
448	явления в	1	1
449	хотя бы	1	1
450	к их	1	1
451	в стороне	1	1
452	согласно которой	1	1
453	об их	1	1
454	себя в	7	1
455	так что	1	1
456	человеческой личности	1	1
457	а заодно	1	1
458	которому он	2	1
459	речь в	1	1
460	за ним	2	1
461	к своим	2	1
462	о которой	2	1
463	ее не	1	1
464	друг друга	1	1
465	не случайно	3	1
466	содержанием в	1	1
467	на том	1	1
468	для того	2	1
469	друг от	1	1
470	из двух	1	1
471	в последнюю	1	1
472	на уровне	1	1
473	обеспечивает его	1	1
474	границу между	1	1
475	уважение к	1	1
476	или иначе	2	1
477	не один	1	1
478	на этот	1	1
479	далеко не	2	1
480	в ряде	1	1
481	борьба за	1	1
482	его из	1	1
483	к более	1	1
484	к человеку	1	1
485	в соответствии	3	1
486	превращается в	1	1
487	одновременно не	1	1
488	высшего расцвета	1	1
489	было сказано	1	1
490	человек есть	1	1
491	о чем	3	1
492	впрочем в	1	1
493	него не	2	1
494	они лишь	1	1
495	общественного и	1	1
496	стороны в	1	1
497	и она	1	1
498	порождает и	1	1
499	эти слова	2	1
500	и а	3	1
501	ко всем	1	1
502	и потому	2	1
503	из трех	1	1
504	перекликается с	1	1
505	только часть	1	1
506	к своему	1	1
507	в самый	2	1
508	в апреле	1	1
509	в данном	4	1
510	к жизни	2	1
511	в той	1	1
512	тому как	3	1
513	году он	1	1
514	мало или	1	1
515	с тех	1	1
516	как бы	8	1
517	а вслед	1	1
518	и положено	1	1
519	возникновения и	1	1
520	сам не	1	1
521	не всем	1	1
522	и осуществление	1	1
523	герой в	2	1
524	материал для	1	1
525	с этой	2	1
526	изобразительного искусства	1	1
527	романа с	1	1
528	протеста против	1	1
529	но основная	1	1
530	был направлен	1	1
531	годов в	2	1
532	со всей	2	1
533	в книге	1	1
534	за его	2	1
535	льва толстого	1	1
536	мой взгляд	1	1
537	от имени	1	1
538	годы когда	1	1
539	это уже	1	1
540	у них	1	1
541	в третьем	3	1
542	бы в	1	1
543	еще более	1	1
544	я даже	1	1
545	ты это	1	1
546	в остро	1	1
547	именно поэтому	1	1
548	известные нам	2	1
549	отношении к	1	1
550	в общем	1	1
551	к ее	1	1
552	вопрос как	1	1
553	и представляет	1	1
