N	3gram	Voloshinov_1	KulturaY
1	для того чтобы	1	15
2	в том что	1	15
3	с точки зрения	6	9
4	в самом деле	2	7
5	о том что	2	5
6	в этом отношении	1	5
7	по крайней мере	3	5
8	во всяком случае	3	5
9	до сих пор	3	4
10	в этом смысле	3	3
11	можно было бы	1	3
12	вместе с тем	1	3
13	в связи с	1	3
14	а с другой	1	3
15	не может быть	3	3
16	и того же	1	2
17	тесно примыкают к	1	2
18	на самом деле	4	2
19	что в них	1	2
20	рано или поздно	1	2
21	так и в	1	2
22	в свое время	1	2
23	несколько слов о	1	2
24	этой точки зрения	1	2
25	одного и того	1	2
26	мы увидим что	1	2
27	если бы он	1	1
28	сводится к следующему	1	1
29	и может быть	2	1
30	что иное как	1	1
31	прежде всего на	1	1
32	во многих случаях	1	1
33	и его ученики	3	1
34	с одной стороны	1	1
35	что можно было	1	1
36	связанная с этим	1	1
37	есть в сущности	1	1
38	между собою в	1	1
39	только для того	1	1
40	как наука о	1	1
41	а вместе с	1	1
42	с этой точки	1	1
43	в применении к	1	1
44	на своем месте	1	1
45	этом отношении и	1	1
46	и пр это	1	1
47	имеем в виду	1	1
48	в том смысле	1	1
49	но вернемся к	1	1
50	так же как	2	1
51	роковую роль в	1	1
52	а может быть	1	1
53	и пр и	3	1
54	самом деле в	1	1
55	вместе с ним	1	1
56	на наших глазах	1	1
57	по аналогии с	2	1
58	в этих областях	1	1
59	и его школы	1	1
60	той или иной	1	1
61	мы имеем в	1	1
62	и таким путем	1	1
63	в большинстве случаев	3	1
64	не что иное	1	1
65	пр и пр	2	1
66	все то что	2	1
67	может быть очень	1	1
68	и с его	2	1
69	а то и	1	1
