N	2gram	Tiupa_Disk_2	Hudozhes
1	том что	10	16
2	и в	16	14
3	так и	9	13
4	не только	10	12
5	при этом	17	12
6	о том	4	12
7	в том	8	12
8	а не	14	12
9	в себе	19	11
10	в этом	16	11
11	прежде всего	7	11
12	в рассказе	4	11
13	анекдота и	6	11
14	в своей	6	10
15	для него	5	10
16	то же	6	9
17	как и	16	9
18	что он	2	9
19	в качестве	16	9
20	с собачкой	1	8
21	по отношению	4	8
22	в этой	4	8
23	как в	8	8
24	то что	5	8
25	же время	5	8
26	ничего не	1	8
27	в его	3	8
28	между тем	2	8
29	и притчи	5	8
30	отношению к	4	8
31	в то	5	8
32	еще не	6	7
33	тогда как	11	7
34	это не	3	7
35	своего рода	10	7
36	не в	3	7
37	личности в	2	7
38	к тому	1	7
39	уже не	3	7
40	не случайно	1	7
41	именно в	2	7
42	не может	9	7
43	как бы	4	7
44	а в	2	7
45	как правило	1	6
46	в концовке	2	6
47	художественного мышления	1	6
48	человека в	4	6
49	в глазах	1	6
50	читателя в	1	6
51	никогда не	2	6
52	рассказа в	2	6
53	жизни в	3	6
54	что в	5	6
55	самом деле	1	5
56	с его	6	5
57	человеческих отношений	1	5
58	перед нами	3	5
59	но в	11	5
60	об этом	1	5
61	ни в	7	5
62	точки зрения	4	5
63	не менее	7	5
64	и его	3	5
65	потому что	4	5
66	в городе	1	5
67	к себе	1	5
68	[...] не	1	5
69	во второй	1	5
70	только в	3	5
71	друг друга	1	5
72	может быть	16	5
73	но и	11	5
74	в частности	12	5
75	к жизни	3	5
76	интерес к	2	5
77	в этих	3	5
78	одновременно и	1	5
79	жизни и	3	5
80	художественного целого	4	4
81	к другому	1	4
82	в ней	2	4
83	столь же	3	4
84	в своем	5	4
85	то в	1	4
86	в самом	1	4
87	он не	3	4
88	картины мира	7	4
89	и с	2	4
90	несмотря на	1	4
91	тем не	1	4
92	с ним	1	4
93	человеческого я	1	4
94	она не	1	4
95	в русской	3	4
96	по своей	6	4
97	как будто	3	4
98	и это	2	4
99	в анекдоте	3	4
100	картина мира	4	4
101	можно сказать	3	4
102	чеховского творчества	2	4
103	того что	1	4
104	один из	1	4
105	и быть	1	4
106	себя в	6	4
107	из них	3	4
108	не было	3	4
109	и все	3	4
110	человеческой жизни	2	4
111	притчевого мышления	1	4
112	бытия и	2	4
113	анекдот и	1	4
114	и от	1	4
115	речь идет	1	3
116	по преимуществу	2	3
117	с точки	2	3
118	не имеют	1	3
119	говорить о	2	3
120	в мире	11	3
121	и на	5	3
122	как субъекта	1	3
123	в ее	1	3
124	отнюдь не	6	3
125	идет о	2	3
126	все же	6	3
127	в нем	7	3
128	на этом	1	3
129	без заглавия	1	3
130	лишь в	1	3
131	его в	3	3
132	в предыдущей	1	3
133	даже в	1	3
134	и смерти	1	3
135	в своих	6	3
136	чеховский рассказ	1	3
137	такой же	2	3
138	несет в	2	3
139	в ходе	2	3
140	рассказа о	1	3
141	все эти	3	3
142	из нас	1	3
143	себе самому	2	3
144	та или	1	3
145	или иная	1	3
146	в тексте	3	3
147	тем что	1	3
148	этом отношении	4	3
149	предыдущей главе	1	3
150	для себя	2	3
151	анекдотического и	2	3
152	в пределах	4	3
153	приводит к	3	3
154	в финале	1	3
155	еще в	3	3
156	о нем	1	3
157	а также	8	3
158	это в	2	3
159	русской литературе	2	3
160	рассказы и	1	3
161	же в	1	3
162	но не	7	3
163	будто бы	1	3
164	и даже	1	3
165	со стороны	10	3
166	притчи и	2	3
167	творчестве чехова	2	3
168	превращается в	1	3
169	картину мира	4	3
170	в творчестве	3	3
171	по своему	1	3
172	чехова в	2	3
173	такого рода	9	3
174	анекдота в	1	3
175	и для	2	3
176	антоши чехонте	1	3
177	но одновременно	3	3
178	или не	1	3
179	в равной	1	3
180	чехова как	1	3
181	может и	2	3
182	я и	4	2
183	от личности	1	2
184	например в	3	2
185	же как	2	2
186	отметим что	1	2
187	той же	2	2
188	для своего	1	2
189	мы не	1	2
190	вопрос о	1	2
191	не была	1	2
192	жизни как	2	2
193	героев в	1	2
194	к своему	2	2
195	не нужно	2	2
196	же мере	1	2
197	гурова в	1	2
198	на подводах	1	2
199	в противовес	5	2
200	если в	1	2
201	конечном счете	1	2
202	в е	1	2
203	в одной	1	2
204	в рамках	7	2
205	хотя и	1	2
206	классического романа	1	2
207	лежит на	2	2
208	в целом	2	2
209	счастья и	1	2
210	так в	1	2
211	только на	1	2
212	раз в	1	2
213	было видно	1	2
214	так сказать	1	2
215	жизнью и	2	2
216	не следует	3	2
217	анекдота но	3	2
218	другой жизни	1	2
219	французов гнал	2	2
220	в первую	2	2
221	притчи в	1	2
222	чеховских рассказов	1	2
223	что свойственно	1	2
224	заключает в	2	2
225	не бывает	1	2
226	значительной степени	1	2
227	то чтобы	1	2
228	же касается	2	2
229	в другом	3	2
230	того или	1	2
231	первую очередь	2	2
232	живет в	2	2
233	и притчевого	2	2
234	приходит в	1	2
235	его героев	1	2
236	одной из	1	2
237	центральное событие	1	2
238	слово притчи	1	2
239	должно быть	2	2
240	иначе говоря	3	2
241	индивидуальной жизни	1	2
242	в такой	1	2
243	состоит в	16	2
244	если можно	1	2
245	с позиции	4	2
246	не столько	3	2
247	степи и	2	2
248	художественного мира	1	2
249	от героя	1	2
250	все это	2	2
251	личного опыта	1	2
252	для нее	1	2
253	как все	2	2
254	и герой	1	2
255	не о	2	2
256	одна из	1	2
257	личности к	1	2
258	мышления и	1	2
259	письма не	1	2
260	своей природе	1	2
261	персонажа в	1	2
262	со своим	2	2
263	на него	1	2
264	земное счастье	1	2
265	что на	2	2
266	к читателю	1	2
267	не знаем	1	2
268	об одном	3	2
269	рассказа не	2	2
270	притчевое мышление	1	2
271	с ее	2	2
272	здесь не	2	2
273	при котором	2	2
274	характер и	1	2
275	в себя	2	2
276	и каждый	1	2
277	остановимся на	1	2
278	герой анекдота	2	2
279	внимание на	1	2
280	зарытого счастья	1	2
281	никак не	1	2
282	и что	1	2
283	прозы не	1	2
284	там же	2	2
285	в значительной	1	2
286	в конечном	1	2
287	или напротив	2	2
288	в форме	1	2
289	о чехове	2	2
290	как она	1	2
291	художественного письма	7	2
292	другая жизнь	1	2
293	но с	1	2
294	жанровой стратегии	3	2
295	героем анекдота	3	2
296	притчевого начал	2	2
297	и так	1	2
298	поэтому и	1	2
299	так что	1	2
300	равнодушие к	1	2
301	герой притчи	1	2
302	по выражению	1	2
303	при всей	7	2
304	нечистая сила	1	2
305	внутреннего мира	1	2
306	из таганрога	2	2
307	представляют собой	1	2
308	ему не	1	2
309	с той	2	2
310	действующих лиц	1	2
311	а с	5	2
312	себя и	1	2
313	до конца	1	2
314	человек в	1	2
315	и ты	1	2
316	н.д тамарченко	2	2
317	ближе к	1	2
318	на фоне	1	2
319	отсюда и	2	2
320	ориентации человека	1	2
321	деревни а	1	2
322	жизни иной	1	2
323	что же	2	2
324	да и	1	2
325	в это	1	2
