N	3gram	Bakhtin_Fr_1	Istorich
1	с другой стороны	1	8
2	с одной стороны	2	7
3	в связи с	1	4
4	но все же	2	4
5	мы видим что	1	4
6	на этой стадии	1	3
7	не может быть	1	3
8	для того чтобы	1	3
9	это уже не	3	2
10	потому что он	1	2
11	по отношению к	1	2
12	до сих пор	4	2
13	в это время	2	2
14	в особенности в	1	2
15	не только в	1	2
16	но и в	2	2
17	но это не	1	2
18	друг с другом	1	2
19	в том что	6	2
20	такие выражения как	1	2
21	и др все	1	1
22	в риме при	1	1
23	два основных момента	1	1
24	на самом деле	2	1
25	в том числе	10	1
26	и в более	1	1
27	может быть отнесена	1	1
28	друг в друга	2	1
29	с точки зрения	3	1
30	и не только	1	1
31	но для нас	1	1
32	он понимает что	1	1
33	в отличие от	4	1
34	никогда не были	1	1
35	переходят друг в	1	1
36	том числе и	7	1
37	то же время	1	1
38	и здесь мы	1	1
39	главным образом в	1	1
40	ни времени ни	1	1
41	и многие другие	1	1
42	в книге о	2	1
43	вместе со своим	1	1
44	но в ней	1	1
45	во всех этих	2	1
46	всегда выступает как	1	1
47	она и в	1	1
48	мы уже говорили	7	1
49	во всяком случае	1	1
50	все эти формы	1	1
51	и в других	2	1
52	он связан с	1	1
53	в других местах	1	1
54	это тем что	1	1
55	на этом мы	1	1
56	этот мотив очень	1	1
57	в самом деле	1	1
58	неоднократно говорит о	1	1
59	можно сказать что	1	1
60	в частности с	1	1
61	в то же	1	1
62	одно из древнейших	1	1
63	во многих отношениях	1	1
64	и если на	1	1
65	вне связи с	1	1
