N	2gram	Medvedev_F_1	Istorich
1	т е	34	29
2	что он	3	24
3	и т	12	19
4	не только	7	18
5	т д	8	18
6	может быть	14	17
7	и в	24	15
8	никогда не	4	15
9	так как	1	14
10	но и	7	14
11	так же	4	13
12	знаем что	1	12
13	что в	4	12
14	то что	8	12
15	а в	6	12
16	в этом	15	11
17	в этих	1	11
18	мы знаем	1	11
19	и не	20	11
20	то же	10	10
21	что они	1	10
22	его в	3	10
23	еще не	6	9
24	все же	3	9
25	в другом	1	9
26	с тем	2	9
27	и здесь	6	9
28	потому что	1	9
29	он не	3	8
30	связи с	3	8
31	один из	3	8
32	мы увидим	4	8
33	очень много	1	8
34	мы видим	1	8
35	в нем	14	7
36	таким образом	13	7
37	том что	1	7
38	не в	8	7
39	ничего не	2	7
40	и пр	17	7
41	вместе с	2	7
42	сих пор	6	7
43	мы здесь	1	6
44	но в	5	6
45	и что	2	6
46	в его	23	6
47	что и	2	6
48	мы уже	1	6
49	так что	1	6
50	до сих	6	6
51	наряду с	1	6
52	как бы	6	6
53	в том	6	6
54	только в	2	6
55	же как	2	5
56	и есть	1	5
57	как в	8	5
58	с этим	2	5
59	и наконец	3	5
60	но все	2	5
61	было бы	6	5
62	этого не	1	5
63	можно найти	1	5
64	в котором	1	5
65	в русской	1	5
66	на него	2	5
67	видим что	1	5
68	что при	1	5
69	так и	18	5
70	связан с	1	5
71	она не	6	5
72	к нему	1	5
73	в одном	2	5
74	прежде всего	22	5
75	к которому	2	5
76	представления о	1	5
77	а не	10	5
78	в связи	4	5
79	не может	16	5
80	к тому	3	5
81	со всех	1	4
82	всех сторон	1	4
83	в ней	10	4
84	и на	8	4
85	в себе	3	4
86	все эти	6	4
87	в этой	6	4
88	при этом	5	4
89	они должны	1	4
90	и с	8	4
91	вопрос о	2	4
92	но он	1	4
93	для нас	1	4
94	другими словами	1	4
95	или на	2	4
96	в другой	2	4
97	с одной	4	4
98	его и	2	4
99	руки и	1	4
100	у нее	1	4
101	у него	1	4
102	и др	5	4
103	но это	3	4
104	как она	3	4
105	не должен	1	4
106	одной из	2	4
107	к этой	4	4
108	и другие	1	4
109	они не	3	4
110	мы не	3	3
111	эта связь	2	3
112	когда он	3	3
113	увидим что	1	3
114	он в	2	3
115	из этих	1	3
116	как он	1	3
117	на то	1	3
118	всех этих	3	3
119	в работе	2	3
120	уже знаем	1	3
121	должен был	1	3
122	он и	1	3
123	не мог	1	3
124	в их	11	3
125	и его	10	3
126	встречается в	1	3
127	и это	2	3
128	так в	1	3
129	роль в	1	3
130	мог бы	1	3
131	должно было	1	3
132	а именно	1	3
133	того что	5	3
134	страх перед	1	3
135	по отношению	4	3
136	одной стороны	4	3
137	как это	6	3
138	все это	9	3
139	между прочим	1	3
140	отношению к	4	3
141	также что	1	2
142	к материалу	1	2
143	например в	1	2
144	самом деле	6	2
145	на самом	7	2
146	к таким	1	2
147	они никогда	1	2
148	и для	1	2
149	ни один	1	2
150	хотя бы	5	2
151	они были	2	2
152	во всех	5	2
153	но не	3	2
154	его на	1	2
155	перед нами	1	2
156	есть ли	1	2
157	в которой	4	2
158	не могла	2	2
159	на его	2	2
160	главным образом	4	2
161	так сказать	3	2
162	и социальной	1	2
163	он должен	3	2
164	состоит в	1	2
165	в силу	1	2
166	и если	2	2
167	и по	1	2
168	могла бы	2	2
169	и может	4	2
170	из них	1	2
171	той же	1	2
172	его не	2	2
173	на этой	1	2
174	с другими	4	2
175	это не	2	2
176	есть и	1	2
177	в жизни	3	2
178	ни в	2	2
179	он является	1	2
180	она и	1	2
181	как и	11	2
182	нигде не	1	2
183	мы видели	2	2
184	такой же	1	2
185	нисколько не	2	2
186	этот материал	1	2
187	в эту	2	2
188	и ее	10	2
189	не столько	1	2
190	и эти	1	2
191	и более	2	2
192	тем самым	3	2
193	самого начала	1	2
194	одна из	2	2
195	здесь на	1	2
196	на котором	1	2
197	в русском	1	2
198	другой стороны	1	2
199	вместо того	1	2
200	нам важно	2	2
201	здесь нет	1	2
202	кроме того	1	2
203	только с	1	2
204	был бы	1	2
205	в нее	1	2
206	могут быть	1	2
207	того чтобы	1	2
208	с ее	7	2
209	здесь не	3	2
210	с самого	1	2
211	приводит к	2	2
212	дано в	1	2
213	что у	1	2
214	на нее	2	2
215	подойти к	1	2
216	же происходит	3	2
217	с другой	5	2
218	а также	1	2
219	в свете	1	2
220	к ней	2	2
221	нет он	2	2
222	в него	2	2
223	на которой	1	2
224	проникнуть в	1	2
225	и их	10	2
226	слова в	1	2
227	этим же	1	2
228	в руки	1	2
229	не было	3	2
230	в особенности	3	2
231	и из	1	2
232	именно в	8	2
233	здесь в	2	2
234	а с	1	2
235	но есть	2	2
236	его из	1	2
237	зависит от	1	2
238	в сборнике	1	2
239	смысле этого	3	2
240	не боится	3	2
241	по существу	2	2
242	в основном	3	2
243	она дает	1	2
244	совершается в	2	2
245	или в	1	2
246	чтобы понять	1	2
247	в мифе	1	2
248	в системе	2	2
249	не знает	1	2
250	сказать что	1	2
251	на один	1	2
252	также не	1	2
253	ее в	1	2
254	себя как	1	1
255	можно говорить	1	1
256	в объяснении	1	1
257	задачи в	1	1
258	он может	1	1
259	вне связи	1	1
260	в стороне	1	1
261	это и	3	1
262	ко всем	2	1
263	переходят к	1	1
264	почти не	2	1
265	когда человек	1	1
266	из его	1	1
267	оно было	2	1
268	высшей степени	1	1
269	едва ли	1	1
270	в зависимости	2	1
271	и этот	1	1
272	а как	2	1
273	тех действий	1	1
274	и о	1	1
275	этом не	1	1
276	говорить о	1	1
277	на себя	1	1
278	все здесь	1	1
279	же что	1	1
280	зависимости от	3	1
281	это время	1	1
282	вопрос об	2	1
283	в отличие	1	1
284	связи со	3	1
285	с его	4	1
286	тем как	1	1
287	они у	1	1
288	от его	1	1
289	чем это	1	1
290	на основе	6	1
291	а только	2	1
292	к которой	1	1
293	только при	1	1
294	в сторону	1	1
295	отличие от	1	1
296	из важнейших	2	1
297	или у	1	1
298	отнюдь не	6	1
299	в истории	4	1
300	вот как	1	1
301	как к	3	1
302	как нам	1	1
303	е она	1	1
304	этой стороны	1	1
305	однако не	2	1
306	и как	3	1
307	в трудах	3	1
308	и к	4	1
309	на своем	2	1
310	себе не	1	1
311	важны не	1	1
312	от этого	2	1
313	в этот	1	1
314	впечатление что	2	1
315	они так	1	1
316	в целом	6	1
317	так или	1	1
318	элемент и	1	1
319	остановиться на	2	1
320	в следующих	1	1
321	не стали	1	1
322	друг от	2	1
323	еще одна	2	1
324	человек не	3	1
325	историю которых	1	1
326	мы их	1	1
327	образ и	1	1
328	как оно	1	1
329	по-видимому не	1	1
330	ей в	1	1
331	к миру	2	1
332	свою собственную	1	1
333	оно должно	3	1
334	войти в	2	1
335	но вместе	1	1
336	так например	3	1
337	конца и	1	1
338	которое как	1	1
339	из воды	2	1
340	связанных с	1	1
341	е к	1	1
342	входит в	6	1
343	материала к	1	1
344	нам кажется	1	1
345	без нее	1	1
346	а это	1	1
347	для них	1	1
348	но уже	1	1
349	в них	3	1
350	это положение	1	1
351	героя или	1	1
352	исходили из	1	1
353	в высшей	1	1
354	далеко не	1	1
355	он действительно	1	1
356	несмотря на	1	1
357	к своему	1	1
358	значение как	1	1
359	в своей	11	1
360	что такое	2	1
361	пр только	1	1
362	не подлежит	1	1
363	из которой	1	1
364	к одному	1	1
365	как одна	1	1
366	весь ход	1	1
367	страх и	2	1
368	но эта	2	1
369	мифе и	1	1
370	что было	2	1
371	тем не	1	1
372	есть еще	1	1
373	и делают	1	1
374	бы быть	2	1
375	можно указать	1	1
376	по себе	5	1
377	и очень	1	1
378	не менее	11	1
379	виду что	2	1
380	так часто	1	1
381	как о	4	1
382	в обоих	1	1
383	эти формы	1	1
384	в науке	2	1
385	в то	9	1
386	к этим	1	1
387	которого он	1	1
388	и снова	1	1
389	чтобы стать	2	1
390	только не	2	1
391	правда в	1	1
392	отрицательное отношение	1	1
393	что самое	1	1
394	во всем	2	1
395	к какому-нибудь	1	1
396	случае действительно	1	1
397	в процессе	9	1
398	что на	1	1
399	него именно	1	1
400	и со	2	1
401	у нас	5	1
402	и нисколько	1	1
403	со стороны	5	1
404	если он	3	1
405	в роде	3	1
406	не могут	1	1
407	относиться к	1	1
408	во все	1	1
409	весьма сложные	1	1
410	его с	2	1
411	этом они	1	1
412	они и	1	1
413	например на	1	1
414	только одну	1	1
415	если же	2	1
416	получает право	1	1
417	к абсолютному	1	1
418	как мы	5	1
419	то она	1	1
420	от друга	2	1
421	как один	1	1
422	ни одно	1	1
423	всего этого	2	1
424	тогда как	1	1
425	миром и	1	1
426	необходимо еще	1	1
427	быть вполне	1	1
428	характер и	1	1
429	тело в	1	1
430	в пределах	6	1
431	здесь он	1	1
432	особенно в	3	1
433	одного из	1	1
434	когда его	1	1
435	в чужом	2	1
436	она была	2	1
437	пройти мимо	1	1
438	к тем	1	1
439	остается только	1	1
440	мира и	1	1
441	думает что	1	1
442	этим для	1	1
443	приобщается к	1	1
444	с ним	2	1
445	мире в	1	1
446	связанное с	1	1
447	сводится к	3	1
448	под этим	1	1
449	время в	3	1
450	ее и	1	1
451	происходит не	1	1
452	ситуация при	1	1
453	и во	1	1
454	все в	2	1
455	связь между	1	1
456	еще указать	1	1
457	или иначе	2	1
458	вся эта	1	1
459	которые мы	1	1
460	говорит он	3	1
461	непосредственно в	5	1
462	вслед за	1	1
463	и подобных	1	1
464	значит что	1	1
465	в частности	4	1
466	быть и	4	1
467	несколько человек	1	1
468	в двух	1	1
