N	3gram	Tiupa_Hudo_1	Psycholo
1	в том что	6	12
2	о том что	9	10
3	в самом деле	4	7
4	то же самое	1	6
5	на то что	2	6
6	к тому что	4	5
7	на самом деле	1	5
8	с самого начала	1	5
9	с точки зрения	3	4
10	что он не	2	4
11	можно было бы	4	4
12	как раз в	2	4
13	друг с другом	1	4
14	том что он	1	3
15	сами по себе	1	3
16	к тому чтобы	1	3
17	и что в	1	3
18	в первый раз	1	3
19	в конце концов	1	3
20	и в этом	1	3
21	несет в себе	3	3
22	во всяком случае	1	3
23	то что мы	1	3
24	и т п	8	3
25	до сих пор	2	3
26	за то что	1	3
27	с одной стороны	1	3
28	и в конце	1	2
29	потому что он	1	2
30	уже знаем что	1	2
31	о том как	2	2
32	как она есть	1	2
33	с ним в	1	2
34	в это время	1	2
35	мы узнаем о	1	2
36	одна и та	1	2
37	вместо того чтобы	2	2
38	не только не	1	2
39	и в самом	3	2
40	речь идет о	2	2
41	и та же	1	2
42	мы уже знаем	2	2
43	на то чтобы	2	2
44	и т д	3	2
45	самом деле в	2	1
46	когда мы уже	1	1
47	раз в том	1	1
48	он берет в	1	1
49	мы уже говорили	1	1
50	все дело в	1	1
51	прежде всего на	1	1
52	та же самая	1	1
53	по отношению к	8	1
54	в том и	1	1
55	мысли и воображения	1	1
56	же как и	1	1
57	потому что не	1	1
58	самом деле не	1	1
59	в таком случае	1	1
60	речь идет об	1	1
61	жизни и смерти	3	1
62	и это так	1	1
63	при этом мы	1	1
64	что все эти	1	1
65	с тем что	1	1
66	что она не	1	1
67	то же время	8	1
68	все той же	1	1
69	едва ли можно	1	1
70	с этой точки	1	1
71	при таком взгляде	1	1
72	в противоречие с	1	1
73	в зеркале в	1	1
74	на первый взгляд	1	1
75	и в то	1	1
76	а также и	1	1
77	в том как	1	1
78	другим и это	1	1
79	так что можно	1	1
80	в свою очередь	1	1
81	потому что именно	1	1
82	за последние десятилетия	1	1
83	как бы в	1	1
84	как все это	1	1
85	не может быть	2	1
86	к такого рода	1	1
87	на наших глазах	1	1
88	ничего общего с	1	1
89	этой точки зрения	1	1
90	не только в	2	1
91	могло бы быть	1	1
92	в конечном счете	2	1
93	в этом смысле	1	1
94	в то же	8	1
95	т п нет	1	1
96	тому что он	2	1
97	но в этом	1	1
98	не до конца	1	1
99	так или иначе	2	1
100	она не может	1	1
101	ничем не замечательная	1	1
102	формы и содержания	1	1
