N	3gram	Bakhtin_Pr_2	Istorich
1	с другой стороны	1	8
2	в этом случае	1	7
3	о том что	3	4
4	но все же	2	4
5	мы видим что	1	4
6	тем не менее	1	4
7	не превращается в	1	3
8	так же как	3	3
9	не может быть	6	3
10	для того чтобы	1	3
11	в нем и	1	3
12	по отношению к	8	2
13	же как и	2	2
14	он не может	1	2
15	до сих пор	2	2
16	в данном случае	1	2
17	не только в	1	2
18	можно прийти к	1	2
19	таким образом мы	1	2
20	чтобы она не	1	2
21	друг с другом	2	2
22	в том что	4	2
23	на то что	2	2
24	и на них	1	1
25	по себе не	1	1
26	в целом его	1	1
27	на самом деле	1	1
28	в том числе	2	1
29	он не только	2	1
30	с точки зрения	9	1
31	в зависимости от	3	1
32	что он не	1	1
33	в отличие от	1	1
34	конечно не может	1	1
35	может быть в	1	1
36	том числе и	2	1
37	совершенно так же	2	1
38	то же время	3	1
39	что все это	1	1
40	у него нет	2	1
41	в ней не	1	1
42	то время как	1	1
43	в которых может	1	1
44	может быть дана	1	1
45	что он видит	1	1
46	и потому не	1	1
47	то что он	1	1
48	мы уже говорили	2	1
49	и к образу	1	1
50	что у него	1	1
51	здесь конечно не	2	1
52	и в других	1	1
53	этой точки зрения	2	1
54	таким образом в	2	1
55	одним из них	1	1
56	они и не	1	1
57	но тем не	1	1
58	в то время	1	1
59	само по себе	2	1
60	с самого начала	1	1
61	в самом деле	3	1
62	подобно тому как	2	1
63	художественного творчества они	1	1
64	и входит в	1	1
65	можно сказать что	2	1
66	по себе но	1	1
67	и не потому	1	1
68	в то же	3	1
69	в том смысле	1	1
70	то же что	2	1
71	как мы видели	3	1
