N	2gram	Vinokur_St_2	EvropaiE
1	и в	29	37
2	в отношении	2	32
3	в пределах	1	25
4	точки зрения	5	23
5	что в	19	21
6	не только	19	18
7	с точки	2	17
8	в то	2	16
9	то же	2	15
10	хотя бы	3	15
11	отношении к	3	15
12	в своем	9	14
13	но в	8	14
14	же время	1	14
15	в качестве	5	14
16	но и	19	14
17	и не	9	14
18	в этом	21	12
19	в их	3	11
20	в области	2	11
21	в том	27	11
22	с и	2	10
23	так и	9	10
24	в себе	2	9
25	только в	2	9
26	прежде всего	5	9
27	не может	2	9
28	так же	3	9
29	т е	10	9
30	в ее	2	8
31	было бы	5	8
32	в своей	7	8
33	к тому	10	8
34	между тем	5	8
35	также и	2	7
36	а также	2	7
37	того что	5	7
38	так как	2	7
39	с другой	4	7
40	как и	2	7
41	по своему	2	7
42	между прочим	12	7
43	может быть	2	6
44	и на	6	6
45	на то	2	6
46	том что	27	6
47	того чтобы	6	6
48	вовсе не	6	6
49	для того	7	6
50	и даже	3	6
51	как бы	5	6
52	с этой	2	6
53	то что	11	6
54	же как	3	5
55	столь же	1	5
56	но не	3	5
57	не в	4	5
58	в россии	3	5
59	и по	3	5
60	к которым	1	5
61	но если	1	5
62	как мы	1	5
63	одной из	3	5
64	со стороны	2	5
65	в частности	4	5
66	и потому	2	5
67	в течение	6	5
68	в той	5	5
69	как нам	1	5
70	мы не	1	4
71	вопрос о	6	4
72	в полной	2	4
73	в ней	7	4
74	независимо от	1	4
75	в самом	7	4
76	то ни	2	4
77	несмотря на	2	4
78	даже в	2	4
79	не имеет	2	4
80	в процессе	2	4
81	к ней	1	4
82	бы то	2	4
83	по себе	3	4
84	можно сказать	1	4
85	именно в	4	4
86	на всем	2	4
87	ни было	2	4
88	не на	2	4
89	как это	2	4
90	для нас	1	4
91	сказать что	2	4
92	в каком	2	4
93	идет о	3	3
94	из всех	1	3
95	на себя	3	3
96	того же	2	3
97	в общем	3	3
98	как в	3	3
99	когда он	1	3
100	и к	4	3
101	представляет собой	1	3
102	в известном	3	3
103	вообще не	3	3
104	в определенном	1	3
105	мы можем	1	3
106	не будет	1	3
107	не дает	2	3
108	этом смысле	1	3
109	и тем	1	3
110	в них	2	3
111	с тем	7	3
112	мы видели	1	3
113	можно считать	1	3
114	и некоторые	1	3
115	во второй	1	3
116	народ и	1	3
117	можно ли	1	3
118	дело в	4	3
119	нельзя ли	1	3
120	никогда не	3	3
121	потому что	9	3
122	по нашему	1	3
123	бы ни	2	3
124	тем в	2	3
125	можно было	1	3
126	о том	17	3
127	от них	1	3
128	место в	1	3
129	что и	2	3
130	отметить что	2	3
131	известном смысле	1	3
132	всяком случае	3	3
133	различия в	1	3
134	из них	3	3
135	очевидно что	2	3
136	себе в	1	3
137	в известной	1	3
138	тем что	3	3
139	этом отношении	9	3
140	по своим	1	3
141	в свою	1	3
142	говорит о	2	3
143	связано с	1	3
144	до г	1	3
145	там где	2	3
146	ни на	1	3
147	в данном	2	3
148	является ли	1	3
149	не является	3	3
150	и для	1	3
151	и от	1	3
152	в результате	2	3
153	жизни в	1	3
154	на своем	1	3
155	ее в	2	3
156	как на	9	3
157	в таком	1	3
158	во всяком	3	3
159	и то	1	2
160	по преимуществу	1	2
161	из того	1	2
162	культурного творчества	1	2
163	которое в	1	2
164	на них	1	2
165	он сам	1	2
166	а тем	1	2
167	но как	1	2
168	точка зрения	1	2
169	в сторону	1	2
170	в истории	2	2
171	более чем	1	2
172	с этим	3	2
173	хотя и	4	2
174	целый ряд	1	2
175	и как	2	2
176	что это	3	2
177	европой и	1	2
178	большей части	1	2
179	в этой	2	2
180	всего к	1	2
181	что к	1	2
182	и если	1	2
183	но именно	1	2
184	он не	9	2
185	и еще	1	2
186	прочим и	1	2
187	отношений между	3	2
188	таким образом	10	2
189	и с	4	2
190	заключается в	1	2
191	с другими	1	2
192	окажется что	1	2
193	и рядом	1	2
194	для них	1	2
195	нас к	1	2
196	в своих	1	2
197	в развитии	1	2
198	такой же	1	2
199	в эту	3	2
200	в этих	3	2
201	и сейчас	3	2
202	в котором	7	2
203	представление о	1	2
204	не к	2	2
205	одном из	3	2
206	и более	2	2
207	она не	1	2
208	участию в	1	2
209	как будто	1	2
210	именно потому	1	2
211	что на	3	2
212	не могут	1	2
213	своей идеологии	1	2
214	но также	4	2
215	утверждать что	2	2
216	как не	1	2
217	свою очередь	1	2
218	говоря уже	1	2
219	данном случае	1	2
220	во многом	2	2
221	по сравнению	1	2
222	если бы	2	2
223	в содержании	2	2
224	но нужно	1	2
225	второй половине	1	2
226	и что	6	2
227	кажется что	3	2
228	в значительной	2	2
229	и во	1	2
230	во втором	1	2
231	в его	13	2
232	востока и	1	2
233	но с	4	2
234	этот вопрос	2	2
235	в какой	2	2
236	и теперь	2	2
237	при помощи	4	2
238	в одном	6	2
239	заметить что	1	2
240	каких бы	1	2
241	только к	2	2
242	в некоторых	2	2
243	на основании	1	2
244	на этот	2	2
245	а не	5	2
246	поскольку речь	1	2
247	и тут	1	2
248	что все	1	2
249	вместе с	7	2
250	относятся к	3	2
251	сравнению с	1	2
252	не дают	1	2
253	что же	1	2
254	для понимания	1	2
255	с большой	1	2
256	или в	1	2
257	народ который	1	2
258	то не	1	2
259	и все	1	2
260	бы в	1	2
261	еще более	4	2
262	же в	1	2
263	а в	1	2
264	между ними	1	2
265	не говоря	1	2
266	другой стороны	3	2
267	жизни и	1	2
268	в северной	1	2
269	как известно	2	1
270	ту же	1	1
271	в силе	2	1
272	и т	9	1
273	например в	3	1
274	в русских	1	1
275	до него	2	1
276	в тех	2	1
277	сомнения что	3	1
278	и это	2	1
279	в чисто	2	1
280	и до	1	1
281	речь идет	4	1
282	той же	1	1
283	смотреть на	1	1
284	на тех	1	1
285	не открывается	1	1
286	политики в	1	1
287	это что	1	1
288	большую роль	1	1
289	ответить на	1	1
290	почти все	2	1
291	есть нечто	1	1
292	говорить о	1	1
293	в каждой	1	1
294	в сочетании	2	1
295	оценок и	1	1
296	с его	2	1
297	конечно это	1	1
298	и всего	1	1
299	по отношению	1	1
300	тогда как	2	1
301	отличие от	2	1
302	за пределы	1	1
303	к сожалению	2	1
304	которые не	3	1
305	в одной	2	1
306	для оценки	1	1
307	все же	6	1
308	кроме того	4	1
309	в полном	3	1
310	к тем	1	1
311	говорит об	2	1
312	более или	2	1
313	характер как	1	1
314	значения как	1	1
315	и насколько	1	1
316	с их	1	1
317	и тот	1	1
318	бы только	1	1
319	в общий	1	1
320	тому же	3	1
321	и те	2	1
322	к участию	1	1
323	на его	2	1
324	к выводу	1	1
325	кажется не	1	1
326	в свет	5	1
327	с традициями	1	1
328	при этом	2	1
329	т д	6	1
330	сожалению не	1	1
331	эта последняя	1	1
332	было упомянуто	1	1
333	другой в	1	1
334	в принципе	1	1
335	не как	1	1
336	на этом	1	1
337	в характере	1	1
338	ни для	1	1
339	но все	7	1
340	значительной степени	2	1
341	а затем	2	1
342	в нем	4	1
343	они должны	1	1
344	в совершенно	1	1
345	значение в	1	1
346	различие между	1	1
347	же касается	1	1
348	поэзии и	2	1
349	входя в	1	1
350	из русских	1	1
351	лишь на	1	1
352	истории и	2	1
353	о которых	2	1
354	исключает возможности	1	1
355	во внимание	2	1
356	ее совершенства	1	1
357	и всей	1	1
358	влияний в	1	1
359	или менее	2	1
360	одним лицом	1	1
361	фактом что	2	1
362	то его	1	1
363	в отличие	2	1
364	что при	1	1
365	далее в	2	1
366	не представляется	2	1
367	значение для	1	1
368	было связано	1	1
369	на существование	1	1
370	том же	2	1
371	освободиться от	1	1
372	тому что	7	1
373	западной европой	1	1
374	все эти	2	1
375	не менее	3	1
376	на рубеже	3	1
377	вплоть до	1	1
378	но они	2	1
379	что эта	3	1
380	что с	2	1
381	с теми	1	1
382	в обоих	3	1
383	принадлежат к	1	1
384	одна из	1	1
385	можно судить	1	1
386	для всего	1	1
387	рассматривать как	1	1
388	в форму	1	1
389	совершенно неправильно	1	1
390	к концу	1	1
391	следует понимать	1	1
392	вместо того	1	1
393	и его	6	1
394	связи с	4	1
395	е не	1	1
396	для осуществления	1	1
397	доказать что	2	1
398	в основе	1	1
399	у нас	3	1
400	географии и	1	1
401	основное различие	1	1
402	должны быть	1	1
403	для такого	1	1
404	от элементов	1	1
405	отказаться от	1	1
406	и о	4	1
407	и сами	1	1
408	имеет значение	1	1
409	к какой	1	1
410	традицию но	1	1
411	мысль о	1	1
412	не исключает	1	1
413	х и	2	1
414	то время	1	1
415	литературы и	1	1
416	котором мы	1	1
417	и сам	2	1
418	с собой	1	1
419	те же	1	1
420	одного из	1	1
421	каждого из	1	1
422	об этом	6	1
423	заключалась в	1	1
424	еще в	2	1
425	к первому	2	1
426	поэтому в	1	1
427	чем обычно	1	1
428	и вообще	2	1
429	к другу	1	1
430	в построении	1	1
431	связанное с	1	1
432	крым и	1	1
433	на вопрос	3	1
434	внимание на	4	1
435	связь между	1	1
436	в которую	2	1
437	эти два	1	1
438	которая должна	1	1
439	но нельзя	1	1
440	в ту	1	1
441	друг к	1	1
442	и соответствующая	1	1
443	один из	1	1
444	в двух	1	1
445	с отношениями	1	1
446	что конечно	1	1
447	тот же	1	1
448	речи о	1	1
449	с ними	1	1
450	не дошла	1	1
451	помощи которого	1	1
452	что как	1	1
453	который в	1	1
454	или же	1	1
455	отношении в	1	1
456	по этому	2	1
457	больше чем	1	1
458	с которыми	1	1
459	к какому	1	1
460	внимание что	1	1
461	в указанном	1	1
462	конечно не	1	1
463	уже в	1	1
464	то и	1	1
465	всем его	1	1
466	борьбы с	3	1
467	в начале	3	1
468	от других	1	1
469	но совершенно	1	1
470	к расширению	1	1
471	это обстоятельство	1	1
472	одно из	1	1
473	для него	4	1
474	и их	1	1
475	значении которое	1	1
476	в последних	1	1
477	не о	1	1
478	как его	1	1
479	в более	1	1
480	но за	1	1
481	в исторической	1	1
482	даже не	1	1
483	а на	1	1
484	или иначе	1	1
485	сказал бы	1	1
486	не входя	1	1
487	что тот	1	1
488	не относится	1	1
489	в каких	1	1
490	к которому	1	1
491	с той	2	1
492	по большей	1	1
493	русской истории	3	1
494	по нынешним	1	1
495	что для	1	1
496	каком смысле	1	1
497	не было	3	1
498	на которых	1	1
499	и далее	1	1
500	с которым	1	1
501	свое собственное	1	1
502	при некотором	1	1
503	было отмечено	1	1
504	что из	1	1
505	бы как	1	1
506	если не	2	1
507	в связи	1	1
508	пределах данной	1	1
509	так называемых	1	1
510	именно поэтому	1	1
511	многом на	1	1
512	входить в	1	1
513	связь с	2	1
514	уже о	1	1
515	и теми	1	1
516	что во	1	1
517	но кроме	1	1
518	о возможности	1	1
519	что за	2	1
520	это были	2	1
521	в среде	1	1
522	действительно ли	1	1
523	том смысле	2	1
524	на пути	1	1
525	части своего	1	1
526	с полной	1	1
527	вопрос в	1	1
528	являются не	1	1
529	этому и	1	1
530	и среди	1	1
531	что оно	1	1
532	своем пути	1	1
533	а к	2	1
534	в отдельных	1	1
535	находим в	2	1
536	но это	3	1
537	и другие	2	1
538	всякая иная	1	1
539	существование и	1	1
540	ни была	1	1
541	но этот	1	1
542	в последнем	1	1
543	с такой	1	1
544	оно не	3	1
545	сам в	1	1
546	в свое	1	1
547	к числу	1	1
548	около г	1	1
549	к этой	1	1
550	время с	1	1
551	своей части	1	1
552	он на	1	1
553	понимать что	1	1
554	который не	1	1
555	можно назвать	1	1
556	все что	1	1
557	том числе	1	1
558	гораздо более	1	1
559	смысле что	1	1
