N	4gram	Vinokur_Ku_1	Myslijsy
1	в то же время	2	3
2	по мере того как	3	3
3	не что иное как	1	2
4	не в том что	1	2
5	и притом не только	1	2
6	одного и того же	2	2
7	но с другой стороны	1	2
8	на язык как на	1	2
9	а в том что	2	2
10	в применении к языку	1	2
11	и т д не	1	1
12	на язык как предмет	1	1
13	предмет лингвистики так же	1	1
14	и т п и	1	1
15	что в них не	1	1
16	с этой точки зрения	1	1
17	невозможно влияние произвола как	1	1
18	произвола как невозможно соловью	1	1
19	же люди на чужих	1	1
20	как предмет лингвистики так	1	1
21	в том смысле что	1	1
22	можно было бы сказать	1	1
23	и с этой точки	1	1
24	лингвистики так же невозможно	1	1
25	история языка должна быть	1	1
26	будто на язык как	1	1
27	язык как предмет лингвистики	1	1
28	еще и потому что	1	1
29	д и т д	2	1
30	совершенно несправедливо будто на	1	1
31	так же невозможно влияние	1	1
32	же невозможно влияние произвола	1	1
33	несправедливо будто на язык	1	1
34	не только потому что	1	1
35	что в языке есть	1	1
36	точно так же как	1	1
37	говорят же люди на	1	1
38	как невозможно соловью поменяться	1	1
39	заключается в том что	2	1
40	в каждом из этих	1	1
41	влияние произвола как невозможно	1	1
