N	3gram	Tiupa_Narr_1	Literetu
1	в том что	8	11
2	так или иначе	2	8
3	состоит в том	3	5
4	в отличие от	5	5
5	в хх веке	1	5
6	то же время	3	5
7	в то же	3	5
8	на наш взгляд	1	5
9	в данном случае	4	4
10	не только в	2	4
11	в связи с	2	4
12	в конечном счете	2	4
13	прежде всего в	1	3
14	по аналогии с	1	3
15	с этой точки	1	3
16	в русской литературе	1	3
17	не сводится к	2	3
18	этой точки зрения	2	3
19	в силу своей	1	3
20	и прежде всего	1	3
21	в том же	1	3
22	дело в том	1	2
23	по отношению к	6	2
24	подобно тому как	2	2
25	в своем составе	1	2
26	все та же	2	2
27	с точки зрения	2	2
28	в этом отношении	3	2
29	и то что	1	2
30	ту или иную	2	2
31	не могло быть	1	2
32	с одной стороны	7	2
33	жизни не только	1	2
34	несет в себе	1	2
35	связи с чем	1	2
36	не оставляет места	1	2
37	с легкой руки	1	2
38	о том что	6	2
39	и тем самым	3	2
40	на воспринимающее сознание	1	2
41	в коммуникативном событии	1	2
42	тем не менее	3	2
43	фазу испытания смертью	1	1
44	не в состоянии	1	1
45	в чистом виде	1	1
46	в качестве своего	1	1
47	в этом контексте	1	1
48	только потому что	1	1
49	как уже говорилось	1	1
50	рамках коммуникативного события	1	1
51	иметь в виду	1	1
52	казалось что он	1	1
53	а не в	2	1
54	в этом ракурсе	1	1
55	о жизни на	1	1
56	на самом деле	1	1
57	в этом последнем	1	1
58	в этом своем	1	1
59	в соответствии с	1	1
60	том что он	1	1
61	так и не	2	1
62	как это было	1	1
63	весьма точной характеристике	1	1
64	по отношению ко	1	1
65	да и самого	1	1
66	коммуникативного события общения	1	1
67	взаимодействия креативного и	1	1
68	бы то ни	3	1
69	к тому чтобы	1	1
70	несмотря на свою	1	1
71	можно было бы	2	1
72	в той мере	1	1
73	том или ином	2	1
74	перед нами не	2	1
75	а то и	1	1
76	могли бы быть	1	1
77	тот или иной	1	1
78	он не мог	1	1
79	а во второй	1	1
80	в этом качестве	1	1
81	по крайней мере	1	1
82	не подлежит сомнению	1	1
83	не переставая быть	1	1
84	при всем своем	1	1
85	тогда как в	2	1
86	в значительной степени	2	1
87	а не только	1	1
88	в тексте но	1	1
89	говоря словами бахтина	2	1
90	в столь же	1	1
91	мы узнаем о	1	1
92	в самом деле	1	1
93	на первый взгляд	2	1
94	в себя и	2	1
95	а также и	1	1
96	сам того не	1	1
97	в равной степени	1	1
98	как будет сказано	1	1
99	а с другой	1	1
100	какой бы то	1	1
101	а не как	1	1
102	как теперь начинает	1	1
103	как нам представляется	1	1
104	с другой стороны	4	1
105	не может быть	5	1
106	именно в том	2	1
107	в рамках которого	1	1
108	не мог бы	1	1
109	только то что	1	1
110	в области художественной	1	1
111	только в качестве	1	1
112	в финале рассказа	1	1
113	всего в том	1	1
114	субъекта и адресата	1	1
115	в свою очередь	3	1
116	далеко не всегда	1	1
117	и того же	1	1
118	до сих пор	1	1
119	никогда не бывает	1	1
120	вне соотнесенности с	1	1
121	вплоть до последнего	1	1
122	собственно говоря и	1	1
123	в капитанской дочке	1	1
124	согласно весьма точной	1	1
125	но все же	4	1
126	то ни было	3	1
127	этом своем качестве	1	1
128	было бы именовать	1	1
129	одного и того	1	1
130	может и не	1	1
131	тем более что	1	1
132	сознание адресата в	1	1
133	в том числе	6	1
134	в рамках коммуникативного	1	1
135	в тексте не	1	1
136	пока еще не	1	1
137	тех или иных	1	1
138	мы имеем дело	2	1
139	здесь как и	1	1
140	к тому же	4	1
141	и тем более	1	1
142	при всем его	1	1
