N	3gram	Vinokur_St_3	Myslijsy
1	более или менее	1	8
2	во всяком случае	4	7
3	в том что	11	7
4	в свою очередь	1	6
5	по крайней мере	4	5
6	тем не менее	2	5
7	до сих пор	2	4
8	сам по себе	1	4
9	от того что	1	4
10	в то время	4	4
11	в том смысле	2	4
12	на то что	3	3
13	то время как	4	3
14	с одной стороны	2	3
15	может быть не	1	3
16	и т п	6	3
17	и т д	2	3
18	и может быть	1	2
19	на самом деле	1	2
20	между тем как	2	2
21	то что в	1	2
22	тем что мы	1	2
23	в некоторых случаях	1	2
24	не в том	3	2
25	связанные с этим	1	2
26	с другой стороны	4	2
27	для того чтобы	1	2
28	независимо от их	1	2
29	то же время	3	2
30	в одно целое	1	2
31	не может быть	5	2
32	с самого начала	2	2
33	в этом смысле	4	2
34	в то же	3	2
35	таким образом в	1	2
36	что если бы	2	2
37	только тогда когда	2	2
38	сплошь да рядом	1	1
39	с этим связано	1	1
40	время как в	1	1
41	и для самого	1	1
42	состоит в том	3	1
43	потому что в	1	1
44	и той же	1	1
45	но так как	1	1
46	том что он	1	1
47	а потому что	2	1
48	что же касается	1	1
49	которое делает его	1	1
50	форма в которой	1	1
51	и в других	1	1
52	в словах того	1	1
53	в собственном смысле	1	1
54	с тем что	3	1
55	но это не	3	1
56	виде в каком	1	1
57	отчет в том	1	1
58	смысле в каком	1	1
59	с этой точки	1	1
60	и не в	2	1
61	вместе с тем	1	1
62	и тем не	2	1
63	по языку по	1	1
64	на мой взгляд	1	1
65	словах того же	1	1
66	том что здесь	2	1
67	их связь с	1	1
68	том смысле в	1	1
69	себе отчет в	2	1
70	в применении к	1	1
71	то что он	1	1
72	во всех этих	2	1
73	это не так	2	1
74	в связи с	3	1
75	на вопрос о	1	1
76	на вопрос что	1	1
77	то что я	2	1
78	том виде в	1	1
79	в наше время	1	1
80	не потому что	1	1
81	том смысле что	1	1
82	в том чтобы	2	1
83	ни для кого	1	1
84	на том как	1	1
85	о том что	4	1
86	в одном из	1	1
87	что у него	1	1
88	если бы в	1	1
89	и в самом	1	1
90	вопрос о том	1	1
91	а а и	1	1
92	в том виде	1	1
93	не менее в	1	1
94	но все же	2	1
95	ж з и	1	1
96	одной и той	1	1
97	во многих случаях	1	1
98	и в этом	2	1
99	его от себя	1	1
100	ответ на это	1	1
101	потому что для	1	1
