N	3gram	Bakhtin_Fr_3	Komedia
1	в том что	1	5
2	за то что	1	4
3	о том что	2	4
4	для того чтобы	3	4
5	по отношению к	2	3
6	в том числе	3	3
7	в связи с	4	3
8	то же время	6	3
9	в то же	6	3
10	до сих пор	4	2
11	в той же	4	2
12	в отличие от	3	2
13	бы то ни	1	2
14	на протяжении почти	1	2
15	и его современников	1	2
16	то ни было	1	2
17	то что он	1	2
18	во всяком случае	1	2
19	можно было бы	2	2
20	что и в	1	2
21	на площадях и	1	1
22	имеется в виду	1	1
23	не принимает участия	1	1
24	не так давно	1	1
25	доказательства этому мы	1	1
26	в том же	2	1
27	усиливается еще тем	1	1
28	с точки зрения	1	1
29	на первый план	1	1
30	имеет в виду	2	1
31	сих пор не	1	1
32	с самого начала	1	1
33	еще тем что	1	1
34	весьма значительное место	1	1
35	для этой цели	1	1
36	но и в	2	1
37	что в нем	1	1
38	том числе и	2	1
39	не всегда можно	1	1
40	вместе с ними	1	1
41	той или иной	2	1
42	в первом случае	1	1
43	как будто бы	1	1
44	по сравнению с	2	1
45	как он был	1	1
46	само по себе	1	1
47	же время он	1	1
48	площадях и улицах	1	1
49	с другой стороны	1	1
50	таким образом и	1	1
51	до нас дошли	1	1
52	вместо того чтобы	1	1
53	не может быть	2	1
54	в своем роде	1	1
55	до нас в	1	1
56	и не удалось	1	1
57	во время осады	1	1
58	в свою очередь	1	1
59	с современной ему	1	1
60	связи с этим	1	1
61	но никак не	1	1
62	и в самом	1	1
63	но все же	1	1
64	как мы знаем	1	1
65	но все эти	1	1
66	как мы видели	2	1
