N	2gram	Vinokur_St_1	Komedia
1	и в	44	22
2	и не	16	21
3	т е	15	16
4	том что	29	13
5	таким образом	7	12
6	в том	36	12
7	так как	5	11
8	со стороны	6	11
9	ни в	3	10
10	потому что	6	10
11	в самом	7	9
12	до сих	7	9
13	вместе с	1	9
14	сих пор	7	9
15	в этом	21	8
16	его в	2	8
17	в глазах	1	8
18	в своем	2	8
19	о том	17	8
20	если бы	9	8
21	в его	9	8
22	что и	6	8
23	что он	10	8
24	молодой человек	2	8
25	едва ли	1	7
26	то же	5	7
27	при этом	2	7
28	не по	3	7
29	об этом	3	7
30	в конце	3	7
31	о чем	1	7
32	а в	17	7
33	того же	3	6
34	самом деле	11	6
35	еще не	3	6
36	так что	6	6
37	в то	9	6
38	и его	8	6
39	к тому	1	6
40	того чтобы	11	6
41	ясно что	10	6
42	и что	4	6
43	для того	10	6
44	может быть	15	6
45	как раз	4	6
46	во время	3	6
47	к этому	1	6
48	речь идет	4	5
49	не хочет	2	5
50	что его	1	5
51	отношение к	2	5
52	более чем	2	5
53	но в	10	5
54	не только	18	5
55	а по	1	5
56	он не	2	5
57	в своей	6	5
58	в которых	5	5
59	то это	3	5
60	не менее	5	5
61	же время	4	5
62	и сам	2	5
63	хотя и	1	5
64	к нему	2	5
65	что в	30	5
66	по отношению	3	5
67	из них	8	5
68	тем что	5	5
69	прежде всего	7	5
70	как это	4	5
71	все это	5	5
72	и т	30	4
73	на себя	1	4
74	в ней	3	4
75	он был	3	4
76	с другой	9	4
77	нет и	1	4
78	и речи	2	4
79	меньше всего	1	4
80	все же	8	4
81	то что	18	4
82	в себе	2	4
83	что она	4	4
84	но все	4	4
85	и с	3	4
86	должен был	2	4
87	с тем	1	4
88	несмотря на	2	4
89	точки зрения	11	4
90	не в	12	4
91	однако в	1	4
92	в отношении	9	4
93	на него	2	4
94	у него	2	4
95	с самого	1	4
96	так и	9	4
97	здесь нет	1	4
98	между собой	1	4
99	сразу же	1	4
100	т п	9	4
101	вовсе не	19	4
102	само собой	1	4
103	но и	10	4
104	до конца	1	4
105	а не	16	4
106	не является	3	4
107	и для	3	4
108	бы в	1	4
109	тем более	4	4
110	хотя бы	6	4
111	так же	5	4
112	идет о	2	3
113	который в	1	3
114	говорить о	2	3
115	из того	2	3
116	на них	1	3
117	столь же	4	3
118	с его	1	3
119	в ее	4	3
120	с этим	3	3
121	и к	1	3
122	тем же	3	3
123	и этим	1	3
124	в которой	4	3
125	в этой	11	3
126	как он	1	3
127	на то	4	3
128	не могла	2	3
129	в нем	5	3
130	что ни	2	3
131	то ни	1	3
132	было бы	17	3
133	по всему	1	3
134	сто лет	3	3
135	в них	1	3
136	далеко не	1	3
137	как и	9	3
138	чем в	3	3
139	но если	4	3
140	том как	4	3
141	себе в	1	3
142	с точки	8	3
143	тем не	2	3
144	их в	2	3
145	к ним	1	3
146	не имеет	4	3
147	никогда не	5	3
148	ничего не	2	3
149	судя по	2	3
150	он так	1	3
151	возможно что	3	3
152	обращается к	1	3
153	в глаза	1	3
154	должно было	2	3
155	не зная	1	3
156	по собственному	1	3
157	в двух	3	3
158	не о	1	3
159	одной из	1	3
160	нисколько не	2	3
161	с одной	3	3
162	в начале	3	3
163	что не	3	3
164	не так	1	3
165	всяком случае	6	3
166	на долю	1	3
167	отношению к	3	3
168	в других	2	3
169	и даже	5	3
170	даже не	4	3
171	на ее	1	3
172	ему не	1	3
173	на этот	3	3
174	если не	2	3
175	в частности	4	3
176	не может	8	3
177	конечно не	2	3
178	одной стороны	2	3
179	в течение	1	3
180	как бы	4	3
181	с этой	3	3
182	в целом	5	3
183	не знает	2	3
184	дело с	2	3
185	в какой	3	3
186	во всяком	6	3
187	отношения к	2	2
188	так я	1	2
189	в рукописи	4	2
190	такое же	1	2
191	здесь и	1	2
192	из его	1	2
193	его не	1	2
194	г в	5	2
195	в и	130	2
196	мы не	2	2
197	в сущности	2	2
198	время как	2	2
199	представление о	4	2
200	пребывания в	1	2
201	но при	1	2
202	и на	1	2
203	бы то	1	2
204	во всех	8	2
205	за пределы	2	2
206	что они	7	2
207	и я	3	2
208	как в	13	2
209	стороны и	1	2
210	что касается	3	2
211	целый ряд	2	2
212	в ожидании	1	2
213	в результате	3	2
214	с просьбой	1	2
215	не приходится	1	2
216	так или	2	2
217	бы не	2	2
218	то обстоятельство	2	2
219	раз в	2	2
220	если он	1	2
221	о которой	3	2
222	чтобы в	1	2
223	сохранившемся тексте	1	2
224	а как	2	2
225	это не	8	2
226	ни одной	2	2
227	на основании	1	2
228	в развитии	1	2
229	которую он	1	2
230	в г	3	2
231	и без	3	2
232	в котором	5	2
233	в одном	1	2
234	что эта	2	2
235	тому что	3	2
236	она не	2	2
237	что с	2	2
238	iv и	1	2
239	вплоть до	5	2
240	трудно было	1	2
241	дело не	4	2
242	что их	1	2
243	в основе	3	2
244	за то	3	2
245	больше чем	2	2
246	к концу	2	2
247	ему и	1	2
248	и после	1	2
249	бы по	1	2
250	в области	14	2
251	больше того	1	2
252	нет ни	2	2
253	не считает	1	2
254	ли не	2	2
255	ii в	1	2
256	отказаться от	1	2
257	и это	2	2
258	как мы	1	2
259	и о	1	2
260	в виду	1	2
261	без всякого	2	2
262	то время	2	2
263	можно было	13	2
264	она была	1	2
265	разумеется что	1	2
266	в эпоху	2	2
267	хотя это	1	2
268	а также	2	2
269	в другом	3	2
270	на вопрос	4	2
271	и во	2	2
272	между тем	3	2
273	нуждается в	1	2
274	совсем в	1	2
275	не как	1	2
276	тот же	1	2
277	пор не	1	2
278	должен быть	3	2
279	по мнению	3	2
280	в качестве	4	2
281	уже в	2	2
282	если мы	1	2
283	этот раз	2	2
284	был бы	1	2
285	этом отношении	7	2
286	от того	1	2
287	или иначе	2	2
288	собой разумеется	1	2
289	не виноват	2	2
290	что для	3	2
291	не было	4	2
292	а на	3	2
293	обстоятельство что	3	2
294	что мы	5	2
295	ближе к	1	2
296	из которых	1	2
297	к своему	1	2
298	не могут	1	2
299	по существу	2	2
300	для понимания	1	2
301	лет назад	2	2
302	этом случае	2	2
303	каким он	1	2
304	видно что	3	2
305	ли в	2	2
306	и все	2	2
307	конце концов	1	2
308	нет никаких	2	2
309	г и	2	2
310	уверен в	1	2
311	е в	2	2
312	другой стороны	7	2
313	совершенно не	5	2
314	которым он	1	2
315	из этого	1	2
316	в свое	2	2
317	в своих	2	2
318	это в	4	2
319	в таком	3	2
320	например в	8	1
321	чтобы не	1	1
322	по адресу	1	1
323	и грубой	1	1
324	часто дает	1	1
325	представлял собой	1	1
326	в первом	2	1
327	и до	1	1
328	всеми их	1	1
329	видеть в	1	1
330	в зависимости	1	1
331	если я	1	1
332	мы имеем	2	1
333	вот о	1	1
334	вопрос о	4	1
335	этом не	1	1
336	еще до	1	1
337	я не	7	1
338	знак в	1	1
339	зависимости от	1	1
340	в числе	2	1
341	в сцене	1	1
342	это время	1	1
343	и говорить	1	1
344	все эти	5	1
345	говоря уже	1	1
346	реагировать на	1	1
347	в чем	3	1
348	конечно это	2	1
349	в обеих	5	1
350	его современники	1	1
351	но не	3	1
352	но как	1	1
353	в сторону	2	1
354	и нуждается	1	1
355	виноват в	1	1
356	если в	2	1
357	ответ на	3	1
358	должны были	1	1
359	очевидно что	1	1
360	друг от	1	1
361	к сожалению	3	1
362	вопросы является	1	1
363	в истории	3	1
364	не заслуживает	1	1
365	в одной	1	1
366	общего с	3	1
367	одном из	1	1
368	как к	3	1
369	у исследователей	1	1
370	это был	1	1
371	перед нами	1	1
372	на человека	1	1
