N	3gram	Propp_Isto_3	Marksizm
1	с точки зрения	1	20
2	не может быть	1	13
3	до сих пор	5	8
4	в связи с	3	7
5	с другой стороны	7	5
6	с самого начала	1	4
7	в этом случае	5	3
8	мы не будем	1	3
9	на этот вопрос	1	3
10	и здесь мы	2	3
11	может быть и	1	3
12	но все же	2	3
13	можно сказать что	1	3
14	в большинстве случаев	1	3
15	в том что	5	3
16	в чем же	1	2
17	и той же	1	2
18	в том числе	1	2
19	в таком случае	1	2
20	а в этом	1	2
21	на самом же	1	2
22	можно было бы	1	2
23	как если бы	1	2
24	так же как	1	2
25	во всяком случае	2	2
26	смысле этого слова	1	2
27	одной и той	1	2
28	по отношению к	2	2
29	друг друга в	1	2
30	в свою очередь	1	2
31	это и есть	1	2
32	и прежде всего	1	2
33	самом же деле	1	2
34	тем не менее	5	2
35	ничего общего с	1	2
36	к этому же	2	1
37	и пр но	1	1
38	каких формах осуществляется	1	1
39	в каких формах	1	1
40	бы это был	1	1
41	между прочим и	1	1
42	равно как и	1	1
43	подобно тому как	1	1
44	не имеют ничего	1	1
45	сами по себе	1	1
46	в этом именно	2	1
47	но и в	1	1
48	независимо от того	1	1
49	это вовсе не	1	1
50	с этой точки	1	1
51	так или иначе	1	1
52	мы увидим дальше	1	1
53	не будем здесь	2	1
54	смену ему приходит	1	1
55	они еще не	1	1
56	если бы это	1	1
57	с одной стороны	2	1
58	так как они	1	1
59	связаны между собой	1	1
60	все же не	1	1
61	как мы увидим	1	1
62	и от них	1	1
63	мы уже знаем	2	1
64	и пр есть	1	1
65	сих пор не	1	1
66	с переходом на	1	1
67	между головой и	1	1
68	этой точки зрения	1	1
69	с тем что	1	1
70	другой стороны и	3	1
71	не только не	2	1
72	не только в	1	1
73	и от него	1	1
74	друг от друга	1	1
75	друг друга не	1	1
76	имеют ничего общего	1	1
77	таким образом и	2	1
78	на самом деле	1	1
79	друг с другом	1	1
80	на смену ему	1	1
81	может быть в	1	1
82	все остальные особенности	1	1
83	как мы видели	5	1
