N	3gram	Losev_Vlad_1	Problema
1	в настоящее время	1	16
2	о том что	7	14
3	тем не менее	2	12
4	во всяком случае	2	10
5	вовсе не есть	1	10
6	в конце концов	3	7
7	и то что	4	7
8	так или иначе	1	6
9	и т д	2	6
10	в этом смысле	4	5
11	с одной стороны	1	5
12	в связи с	1	5
13	необходимо сказать что	1	5
14	с другой стороны	3	5
15	более или менее	3	4
16	как раз и	2	4
17	говоря уже о	1	4
18	ни в каком	1	4
19	до тех пор	1	4
20	на то что	4	4
21	в то же	4	4
22	в том что	7	4
23	не говоря уже	1	4
24	что иное как	1	3
25	будет сказать что	1	3
26	в значительной мере	1	3
27	на первый план	2	3
28	только то что	1	3
29	и в частности	2	3
30	и в этом	1	3
31	в каком случае	1	3
32	автор настоящей работы	1	3
33	не может быть	3	3
34	и того что	1	3
35	в этой области	1	3
36	есть не что	1	3
37	даже и в	1	3
38	можно сказать что	2	3
39	не что иное	1	3
40	том что в	3	2
41	и той же	1	2
42	в самом деле	1	2
43	так что в	2	2
44	да и то	1	2
45	также и то	2	2
46	бы то ни	1	2
47	содержит в себе	1	2
48	для того чтобы	2	2
49	и тут же	1	2
50	не только в	2	2
51	и тот же	2	2
52	один и тот	2	2
53	одной и той	1	2
54	и ни в	1	2
55	заключается в том	1	2
56	это и есть	1	2
57	не только не	1	2
58	мысль о том	1	2
59	каком случае не	1	2
60	же о нем	1	2
61	по этому поводу	1	2
62	а иной раз	3	1
63	это же самое	1	1
64	которая как раз	1	1
65	несколько слов о	1	1
66	но как раз	1	1
67	а в конце	1	1
68	сказать что он	1	1
69	мы хотели бы	3	1
70	того что в	1	1
71	автора настоящей работы	1	1
72	очень и очень	1	1
73	оставаться на почве	1	1
74	виде так что	1	1
75	но даже и	2	1
76	также и в	1	1
77	свидетельствует о том	1	1
78	нашей настоящей работы	1	1
79	нам кажется что	1	1
80	и не раз	2	1
81	а в том	1	1
82	в некоторой степени	1	1
83	он не был	1	1
84	и не может	1	1
85	еще и о	1	1
86	не будет ли	1	1
87	на самом же	1	1
88	в этом отношении	1	1
89	что не только	1	1
90	в более общем	1	1
91	и для всех	1	1
92	а значит и	1	1
93	никак не мог	1	1
94	или иначе но	1	1
95	но это не	1	1
96	как мы уже	3	1
97	под ред и	1	1
98	вообще и в	1	1
99	вместе с тем	1	1
100	и в то	2	1
101	в целом и	1	1
102	то время как	1	1
103	этого видно что	1	1
104	от всяких других	1	1
105	и в своих	1	1
106	здесь мы имеем	1	1
107	то ни было	1	1
108	пока еще достаточно	1	1
109	и то же	1	1
110	в обычном смысле	1	1
111	том что и	1	1
112	и к его	1	1
113	а с другой	1	1
114	и ничего не	1	1
115	о чем не	1	1
116	уже о том	1	1
117	как и сам	1	1
118	где же тут	1	1
119	а вернее сказать	1	1
120	ред и с	1	1
121	к существу дела	1	1
122	иной раз даже	3	1
123	самом же деле	1	1
124	должны сказать что	1	1
125	но и вообще	1	1
126	для меня они	1	1
127	которые казались ему	1	1
128	что даже в	1	1
129	то обстоятельство что	2	1
130	замечания по поводу	1	1
131	не потому что	1	1
132	в то время	2	1
133	так и в	1	1
134	именно уже с	1	1
135	мы должны сказать	1	1
136	мы не будем	1	1
137	и тем самым	1	1
138	что отнюдь не	1	1
139	но отнюдь не	1	1
140	в истории философии	2	1
141	можно говорить только	1	1
142	можно судить по	2	1
143	не очень долго	1	1
144	и совсем не	1	1
145	случае не может	1	1
146	и не очень	1	1
147	в свое время	5	1
148	во всей этой	1	1
149	и только в	1	1
150	совсем никак не	1	1
