N	3gram	Voloshinov_1	slovoVRo
1	не может быть	7	15
2	человек и его	1	12
3	в значительной степени	1	6
4	с одной стороны	2	5
5	то же время	1	4
6	в том что	4	4
7	по отношению к	11	4
8	в то же	1	4
9	в отношении к	2	4
10	но все же	1	4
11	в зависимости от	2	4
12	но в то	1	3
13	в этом отношении	1	3
14	сама по себе	1	3
15	с точки зрения	2	3
16	одной стороны и	2	3
17	включает в себя	1	2
18	в истории литературы	1	2
19	во всяком случае	1	2
20	может быть и	3	2
21	до сих пор	3	2
22	и в истории	1	2
23	в чем не	1	2
24	как мы уже	1	2
25	более или менее	1	2
26	сих пор не	1	2
27	лежит на границе	2	2
28	как уже сказано	1	2
29	ни в чем	1	2
30	но прежде всего	1	2
31	в свою очередь	1	2
32	выходят за пределы	2	1
33	смысл и значение	2	1
34	с самого начала	1	1
35	с другими социальными	1	1
36	мы можем сказать	2	1
37	о том что	1	1
38	себя в слове	1	1
39	как и слово	1	1
40	но все это	1	1
41	между тем как	1	1
42	и точек зрения	1	1
43	том что в	1	1
44	в пространстве и	1	1
45	и оценки относятся	1	1
46	только в процессе	2	1
47	в такой степени	1	1
48	и не в	3	1
49	мы увидим что	1	1
50	и с другой	1	1
51	как и в	1	1
52	еще раз подчеркнуть	1	1
53	у него свое	1	1
54	в нашем случае	1	1
55	говорит о том	1	1
56	высказывания как бы	1	1
57	с другой стороны	2	1
58	мы уже сказали	1	1
59	все зависит от	1	1
60	хотя бы только	1	1
61	суждения и оценки	1	1
62	раз подчеркнуть что	1	1
63	для нас и	1	1
64	она не может	1	1
65	друг к другу	1	1
66	в частности в	1	1
67	до известной степени	2	1
68	не могут выйти	1	1
69	и не может	3	1
70	она имеет дело	1	1
71	со всех сторон	1	1
72	истории литературы и	1	1
73	более и более	1	1
74	может опираться на	1	1
75	свое выражение в	1	1
76	и в нем	1	1
77	довлеет себе оно	1	1
78	сами по себе	1	1
79	и самое слово	1	1
80	может быть только	1	1
81	в них и	1	1
82	в процессе этого	1	1
83	словом и его	1	1
84	что не может	2	1
85	в лучшем случае	1	1
86	как не может	1	1
87	но и в	1	1
88	в этом направлении	1	1
89	особенно важное значение	1	1
90	тех или иных	1	1
91	как например в	1	1
92	не довлеет себе	2	1
93	все более и	1	1
94	это как бы	3	1
95	тем не менее	3	1
96	и в поэзии	1	1
97	обстоит дело и	1	1
98	независимо от него	1	1
99	имеет дело с	1	1
