N	2gram	Berdyaev_O_1	Istorich
1	и в	19	24
2	не только	11	21
3	что он	3	21
4	т е	4	16
5	может быть	11	14
6	не может	4	14
7	что в	4	13
8	в этих	3	13
9	как в	1	12
10	в этом	12	12
11	и здесь	1	12
12	но и	13	11
13	это не	3	10
14	том что	2	10
15	и что	1	10
16	у него	22	10
17	а в	5	10
18	все же	2	9
19	этот случай	1	9
20	не в	11	9
21	о том	3	9
22	потому что	9	9
23	еще не	3	8
24	что и	2	8
25	так как	2	8
26	а не	11	8
27	все это	6	8
28	то что	5	7
29	одна из	1	7
30	к нему	3	7
31	один из	1	7
32	в том	5	7
33	что это	1	6
34	но не	1	6
35	в нем	10	6
36	он не	7	6
37	как и	6	6
38	и все	10	6
39	а именно	1	6
40	того что	3	6
41	тем что	2	6
42	отношение к	5	5
43	но в	2	5
44	что она	1	5
45	с ним	3	5
46	в русской	3	5
47	ничего не	2	5
48	так и	2	5
49	видно что	1	5
50	мы не	1	4
51	представляет собой	1	4
52	как бы	3	4
53	не имеет	2	4
54	никогда не	9	4
55	в других	2	4
56	что у	2	4
57	после того	1	4
58	с того	1	4
59	ли он	1	4
60	вовсе не	1	4
61	и не	13	4
62	например в	1	3
63	видеть в	1	3
64	не вполне	1	3
65	и он	8	3
66	с его	4	3
67	себе и	1	3
68	что они	2	3
69	хотя и	2	3
70	когда он	3	3
71	на то	1	3
72	после этого	1	3
73	его в	2	3
74	кажется что	1	3
75	в них	1	3
76	вопрос о	10	3
77	в конце	1	3
78	того как	1	3
79	не все	2	3
80	и его	4	3
81	и этим	2	3
82	него и	4	3
83	так что	2	3
84	уже в	2	3
85	не случайно	1	3
86	и даже	1	3
87	но есть	1	3
88	но это	1	3
89	от него	7	3
90	ее в	2	3
91	женщины и	1	2
92	руки в	1	2
93	но тем	1	2
94	из самых	1	2
95	не имеют	1	2
96	кто бы	1	2
97	его не	2	2
98	и ее	3	2
99	их не	2	2
100	оказывается что	1	2
101	и на	2	2
102	к которой	1	2
103	со стороны	1	2
104	что во	1	2
105	в одной	1	2
106	и нет	2	2
107	в самом	5	2
108	та же	1	2
109	в которой	2	2
110	он в	2	2
111	все эти	4	2
112	думать что	1	2
113	ее как	1	2
114	в силу	1	2
115	на земле	4	2
116	очень ясно	1	2
117	том-то и	1	2
118	где оно	1	2
119	было бы	3	2
120	должен был	2	2
121	попадает в	1	2
122	стороны с	1	2
123	в царстве	1	2
124	в котором	1	2
125	к этому	2	2
126	но он	7	2
127	она не	1	2
128	тому кто	1	2
129	не по	1	2
130	к ней	2	2
131	во всем	1	2
132	и после	1	2
133	не могут	3	2
134	это конечно	1	2
135	и это	1	2
136	из всего	2	2
137	в ее	2	2
138	и когда	1	2
139	ведет свое	1	2
140	не стоит	1	2
141	все его	1	2
142	доходит до	1	2
143	в форме	1	2
144	все в	4	2
145	и дело	1	2
146	с одного	1	2
147	уже не	1	2
148	что не	4	2
149	не исчезает	3	2
150	из них	1	2
151	ни с	7	2
152	не так	1	2
153	прежде всего	9	2
154	у нее	1	2
155	на этот	1	2
156	говорит о	1	2
157	но оно	1	2
158	связь с	1	2
159	в том-то	1	2
160	как это	1	2
161	он говорит	1	2
162	и там	2	2
163	был в	1	2
164	и от	3	2
165	и о	2	2
166	отличается от	1	2
167	отречения от	1	2
168	сказать что	2	2
169	от всех	1	2
170	и эта	1	2
171	ясно видно	1	1
172	ту же	1	1
173	отношения к	1	1
174	и бессмертие	1	1
175	дело что	1	1
176	связана с	1	1
177	самом деле	1	1
178	кто хочет	1	1
179	к этой	2	1
180	этого мира	2	1
181	между двумя	1	1
182	чего не	1	1
183	не хочет	1	1
184	должна быть	1	1
185	и больше	1	1
186	есть не	1	1
187	можно и	1	1
188	характер его	1	1
189	в первый	1	1
190	тогда все	1	1
191	в ней	1	1
192	в народном	1	1
193	собой в	1	1
194	он был	8	1
195	иных случаях	1	1
196	совсем не	2	1
197	то он	1	1
198	и всякий	1	1
199	иногда и	1	1
200	существование в	1	1
201	в своем	2	1
202	еще больше	1	1
203	и как	1	1
204	и к	2	1
205	духа и	1	1
206	самом начале	1	1
207	в этот	2	1
208	за собой	1	1
209	поэтому он	1	1
210	того ни	1	1
211	в этой	5	1
212	бы ни	1	1
213	бы от	1	1
214	есть та	1	1
215	и вот	3	1
216	ключа к	1	1
217	исходит от	1	1
218	из него	1	1
219	всем а	1	1
220	в каждом	1	1
221	же не	1	1
222	в совершенно	1	1
223	в другом	2	1
224	его принадлежности	1	1
225	к другу	1	1
226	сила и	1	1
227	приходит в	1	1
228	погибает и	1	1
229	духа в	1	1
230	она и	1	1
231	с тем	2	1
232	в чистом	1	1
233	мировой истории	1	1
234	должно быть	2	1
235	повелевали ему	1	1
236	в своей	2	1
237	и без	1	1
238	природы но	3	1
239	религиозное значение	1	1
240	и более	1	1
241	не могли	2	1
242	что сам	1	1
243	и то	2	1
244	по себе	2	1
245	и есть	3	1
246	можно ли	2	1
247	чтобы иметь	1	1
248	а иногда	1	1
249	так часто	1	1
250	дело в	1	1
251	что их	1	1
252	в науке	1	1
253	на произвол	1	1
254	и религиозное	1	1
255	и весь	1	1
256	она должна	1	1
257	ее с	1	1
258	в сознании	1	1
259	как будто	1	1
260	перед ним	1	1
261	существует между	1	1
262	было у	1	1
263	всего в	2	1
264	а что	1	1
265	всего что	1	1
266	указывает на	1	1
267	они и	1	1
268	а ее	1	1
269	не могу	1	1
270	мысль о	2	1
271	вложена в	1	1
272	с сего	1	1
273	говорится что	1	1
274	и сам	1	1
275	можно было	1	1
276	не с	1	1
277	подойти к	2	1
278	том как	1	1
279	и с	2	1
280	если бы	1	1
281	в силах	1	1
282	в разных	1	1
283	связанная с	1	1
284	находится в	1	1
285	другом месте	1	1
286	вражда к	1	1
287	самому себе	1	1
288	все та	1	1
289	вопросу о	1	1
290	в его	7	1
291	от которого	1	1
292	по содержанию	1	1
293	же можно	2	1
294	как например	1	1
295	сразу же	2	1
296	с ними	1	1
297	и действительно	1	1
298	и потому	2	1
299	те которые	2	1
300	которых в	1	1
301	который в	1	1
302	жизни и	1	1
303	вопрос об	1	1
304	вот что	1	1
305	мира он	1	1
306	в жизни	1	1
307	никто не	3	1
308	тех которые	1	1
309	он находился	1	1
310	от того	1	1
311	они что	1	1
312	даже и	2	1
313	для того	3	1
314	и достигает	1	1
315	и чтоб	1	1
316	связан с	1	1
317	явление а	1	1
318	и из	2	1
319	чтобы самому	1	1
320	а с	1	1
321	и недостаточно	1	1
322	мужчины и	1	1
323	и пр	1	1
324	от этого	1	1
325	и самый	1	1
326	его как	1	1
327	человек в	1	1
328	о чем	1	1
329	него не	2	1
330	под влиянием	1	1
331	есть момент	1	1
332	начиная с	1	1
333	в самой	9	1
334	в иных	1	1
335	к другому	1	1
336	он ведет	1	1
337	что же	2	1
338	о человеке	29	1
339	с тобой	1	1
340	уже сам	1	1
341	их было	1	1
342	и формы	1	1
343	для тех	1	1
344	и ему	1	1
345	ты хочешь	1	1
346	отец его	1	1
347	не подходит	1	1
348	его с	1	1
349	он за	1	1
350	человек и	4	1
351	ее и	1	1
352	еще более	1	1
353	для его	1	1
354	хотя бы	3	1
355	силы в	1	1
356	сгорают все	1	1
357	все еще	2	1
358	возвращается все	1	1
359	у которых	1	1
360	в свое	1	1
361	все что	3	1
362	в частности	1	1
