N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	41
2	то есть	9	20
3	таким образом	1	19
4	в этом	12	15
5	как и	13	14
6	и все	3	14
7	то же	8	13
8	в этой	6	13
9	мы уже	1	12
10	в его	6	12
11	в себе	6	11
12	как мы	2	11
13	в том	8	11
14	прежде всего	4	11
15	так и	5	10
16	в то	4	10
17	все это	1	10
18	в своем	3	9
19	не в	6	9
20	же время	4	9
21	и его	10	9
22	в качестве	14	9
23	и т.п	8	9
24	но и	27	9
25	что в	3	9
26	но в	7	8
27	в конце	2	8
28	то что	9	8
29	и от	2	8
30	в нем	4	7
31	в новой	1	7
32	как бы	6	7
33	и не	23	7
34	в романе	2	7
35	и до	1	6
36	о том	4	6
37	только в	12	6
38	это не	3	6
39	для него	4	6
40	у него	7	6
41	с помощью	1	6
42	все они	1	6
43	в году	2	5
44	как в	4	5
45	в эпизоде	4	5
46	и к	1	5
47	не только	31	5
48	мы видели	1	5
49	точки зрения	5	5
50	того как	1	5
51	потому что	5	5
52	в ней	4	5
53	к нему	4	5
54	на одном	1	5
55	до нас	1	5
56	и у	1	5
57	уже в	1	5
58	что и	1	5
59	вместе с	2	5
60	так же	1	5
61	и для	2	5
62	а в	13	5
63	к этому	1	5
64	в сущности	2	4
65	момент в	1	4
66	и на	5	4
67	хотя и	4	4
68	целый ряд	1	4
69	и наконец	1	4
70	та же	2	4
71	что это	1	4
72	он не	3	4
73	на земле	1	4
74	картины мира	3	4
75	но все	1	4
76	и с	3	4
77	том что	7	4
78	одна из	4	4
79	ничего не	2	4
80	в виду	1	4
81	в образе	1	4
82	в одну	1	4
83	из одного	1	4
84	и здесь	1	4
85	может быть	15	4
86	в более	1	4
87	мира в	4	4
88	к жизни	2	4
89	все что	2	4
90	том числе	1	4
91	например в	1	3
92	и есть	1	3
93	с точки	1	3
94	той же	1	3
95	с ее	2	3
96	он был	1	3
97	во всех	1	3
98	лица и	2	3
99	так сказать	2	3
100	при этом	19	3
101	но именно	3	3
102	и по	1	3
103	в нее	1	3
104	в мире	4	3
105	его в	1	3
106	это одна	1	3
107	во время	1	3
108	в своей	5	3
109	и благодаря	1	3
110	в их	1	3
111	оказывается что	1	3
112	тем самым	5	3
113	не имеет	2	3
114	тем что	1	3
115	свою очередь	2	3
116	что у	4	3
117	и вся	1	3
118	о нем	3	3
119	нас в	2	3
120	это была	2	3
121	в форме	2	3
122	в формах	1	3
123	что он	3	3
124	из них	4	3
125	в одном	4	3
126	так как	1	3
127	в ряде	1	3
128	нового времени	1	3
129	не на	1	3
130	не было	3	3
131	не может	8	3
132	и потому	1	3
133	в той	2	3
134	но это	1	3
135	не подлежит	2	3
136	с ними	2	3
137	в свою	2	3
138	не знает	1	3
139	того же	1	3
140	жизни и	6	3
141	также и	3	2
142	и то	3	2
143	на самом	1	2
144	было как	4	2
145	из всех	1	2
146	мы не	3	2
147	что между	1	2
148	мир не	1	2
149	в которой	1	2
150	не совсем	1	2
151	и самого	2	2
152	еще не	4	2
153	в которых	1	2
154	в чем	2	2
155	с его	4	2
156	а только	1	2
157	точка зрения	5	2
158	по отношению	3	2
159	отношение к	1	2
160	не просто	1	2
161	перед нами	5	2
162	более или	1	2
163	как он	1	2
164	слово это	2	2
165	и еще	2	2
166	и вот	2	2
167	одно и	2	2
168	человека в	2	2
169	значительной степени	1	2
170	это было	2	2
171	с этим	1	2
172	далеко не	1	2
173	мы имеем	3	2
174	которой он	1	2
175	числе и	1	2
176	не мог	6	2
177	в этих	2	2
178	во второй	1	2
179	том как	1	2
180	в следующем	1	2
181	или менее	1	2
182	своего рода	10	2
183	их в	3	2
184	дело не	2	2
185	дело в	2	2
186	и сама	2	2
187	глядя на	2	2
188	так называемый	1	2
189	этом отношении	3	2
190	в области	2	2
191	не знаем	1	2
192	к тому	6	2
193	они и	2	2
194	оно не	2	2
195	должен быть	1	2
196	во вселенной	1	2
197	на другой	5	2
198	роль в	2	2
199	на том	1	2
200	никогда не	4	2
201	особенно в	2	2
202	начала и	3	2
203	остановимся на	1	2
204	а также	6	2
205	и т.д	6	2
206	одного из	6	2
207	в значительной	1	2
208	в отрыве	1	2
209	вся эта	1	2
210	еще более	1	2
211	все время	1	2
212	в литературе	4	2
213	того что	4	2
214	оно и	1	2
215	тот же	1	2
216	одной из	1	2
217	видел как	1	2
218	правда и	1	2
219	во времени	9	2
220	и ее	3	2
221	со всеми	1	2
222	для всех	1	2
223	уже не	8	2
224	только на	2	2
225	же в	2	2
226	свидетельствует о	1	2
227	и со	1	2
228	связано с	1	2
229	отношению к	3	2
230	в особенности	2	2
231	именно в	3	2
232	образ смерти	1	2
233	а на	2	2
234	он только	1	2
235	до конца	2	2
236	а не	13	2
237	его как	1	2
238	человеческой культуры	1	2
239	в связи	2	2
240	из которых	1	2
241	в человеке	1	2
242	по своему	2	2
243	в данном	11	2
244	в первой	2	2
245	или в	6	2
246	имеет дело	1	2
247	в результате	2	2
248	о котором	1	2
249	у них	1	2
250	интерес к	1	2
251	и как	3	2
252	с ним	2	2
253	ни было	1	2
254	отрыве от	1	2
255	в свое	1	2
256	представлениями о	1	2
257	во всяком	2	2
258	и наиболее	1	1
259	обращена к	1	1
260	одним из	1	1
261	рассказ об	1	1
262	и через	2	1
263	сам по	1	1
264	самом деле	3	1
265	тех же	1	1
266	это и	1	1
267	в приведенном	1	1
268	между двумя	5	1
269	в первом	4	1
270	характерное для	1	1
271	этот эпизод	1	1
272	едва ли	3	1
273	по его	1	1
274	в первый	1	1
275	он как	1	1
276	бессмертии души	1	1
277	что иное	1	1
278	принадлежит к	1	1
279	бы ни	1	1
280	но даже	1	1
281	ему в	2	1
282	а теперь	1	1
283	подчеркнуть что	1	1
284	не остается	1	1
285	это время	1	1
286	он сам	3	1
287	этот текст	1	1
288	за это	1	1
289	иное как	1	1
290	быть в	1	1
291	эпизоды в	3	1
292	сказать и	1	1
293	в ее	1	1
294	человек при	1	1
295	при жизни	1	1
296	но не	4	1
297	значение и	1	1
298	свою жизнь	1	1
299	а он	1	1
300	тогда как	10	1
301	отличие от	2	1
302	в едином	2	1
303	друг от	1	1
304	она ходит	1	1
305	в центре	3	1
306	другой день	3	1
307	его на	1	1
308	что именно	1	1
309	за голову	1	1
310	сказать к	1	1
311	все же	4	1
312	он на	1	1
313	что слово	1	1
314	в самом	6	1
315	не приходится	1	1
316	тому же	6	1
317	в нашем	3	1
318	из другого	1	1
319	и они	1	1
320	не годится	1	1
321	чем его	1	1
322	сливаются в	2	1
323	но на	1	1
324	всей его	1	1
325	не могла	2	1
326	человек не	1	1
327	чтобы они	1	1
328	не как	1	1
329	что еще	1	1
330	новое и	1	1
331	к каждому	1	1
332	его от	1	1
333	по аналогии	1	1
334	именно это	1	1
335	жить в	1	1
336	не будет	2	1
337	и чтобы	1	1
338	говорить не	1	1
339	не исключено	1	1
340	еще вернемся	1	1
341	и иных	2	1
342	и отдельные	1	1
343	уже знаем	1	1
344	он есть	1	1
345	в речевом	1	1
346	и тем	4	1
347	данном случае	8	1
348	отражение в	1	1
349	в жизни	3	1
350	словами он	1	1
351	все слова	1	1
352	что сама	1	1
353	для них	2	1
354	но уже	1	1
355	этого не	2	1
356	с тем	1	1
357	в слове	3	1
358	со своими	1	1
359	и уже	1	1
360	и некоторого	1	1
361	автора и	1	1
362	дома с	1	1
363	открыл глаза	1	1
364	знаем а	1	1
365	ведущая роль	1	1
366	неразрывно связано	1	1
367	как все	1	1
368	всяком случае	2	1
369	в котором	1	1
370	и животным	1	1
371	возможность увидеть	1	1
372	в авторском	1	1
373	что я	1	1
374	должны были	1	1
375	рождение и	1	1
376	симпатии между	1	1
377	стало быть	3	1
378	в силу	1	1
379	нельзя было	1	1
380	говорит с	2	1
381	что было	1	1
382	в корне	1	1
383	и наоборот	1	1
384	по себе	4	1
385	даже в	1	1
386	были заложены	1	1
387	содержит в	1	1
388	о вечном	1	1
389	но они	3	1
390	она не	2	1
391	не имел	1	1
392	своего героя	1	1
393	и автор	1	1
394	для всего	1	1
395	преимущественно в	1	1
396	кто видит	1	1
397	только когда	1	1
398	по своей	1	1
399	за исключением	1	1
400	так например	1	1
401	они присутствуют	1	1
402	связи с	2	1
403	мы бы	1	1
404	истории как	2	1
405	в сознании	4	1
406	не принадлежит	1	1
407	не по	4	1
408	и делает	1	1
409	что видел	1	1
410	что на	4	1
411	ему не	1	1
412	у нас	3	1
413	начиная с	3	1
414	он и	2	1
415	встречается в	1	1
416	и героев	1	1
417	слове но	1	1
418	характер этой	1	1
419	для такого	1	1
420	смерти и	1	1
421	как с	1	1
422	от которой	1	1
423	опираясь на	1	1
424	и о	3	1
425	значения и	2	1
426	от друга	1	1
427	происходит и	2	1
428	здесь не	2	1
429	здесь также	1	1
430	говорили что	1	1
431	так в	4	1
432	различие между	1	1
433	и когда	1	1
434	по этой	1	1
435	с собой	1	1
436	времени и	9	1
437	не с	1	1
438	в последующих	1	1
439	на которую	1	1
440	чем у	1	1
441	эпизода на	1	1
442	поэтому в	1	1
443	об этом	6	1
444	и смерть	1	1
445	в таком	2	1
446	было не	1	1
447	другое но	1	1
448	в другом	1	1
449	т.п в	1	1
450	и та	1	1
451	достигается не	1	1
452	на страницах	1	1
453	в глаза	1	1
454	его жизни	3	1
455	утверждает что	1	1
456	в смерти	1	1
457	в различных	1	1
458	времени в	2	1
459	этого эпизода	3	1
460	проникать во	1	1
461	и человечества	1	1
462	мир и	1	1
463	с нами	1	1
464	подлежит сомнению	1	1
465	природы и	1	1
466	существенную роль	1	1
467	наконец в	1	1
468	также в	1	1
469	в него	1	1
470	плане но	1	1
471	в двух	1	1
472	что один	1	1
473	мы увидим	1	1
