N	3gram	Tiupa_Narr_1	FransuaR
1	то же время	3	8
2	в то же	3	8
3	как мы уже	1	5
4	и в то	1	4
5	более или менее	2	3
6	в том числе	6	3
7	с другой стороны	4	3
8	в этой системе	1	3
9	подобно тому как	2	3
10	один и тот	1	2
11	с точки зрения	2	2
12	том числе и	4	2
13	некоторые из них	1	2
14	с одной стороны	7	2
15	и тот же	1	2
16	до наших дней	1	2
17	не только в	2	2
18	о том что	6	2
19	то есть в	2	2
20	как мы видели	1	2
21	можно сказать что	4	1
22	между людьми и	1	1
23	и того же	1	1
24	да и в	1	1
25	существенно связаны с	1	1
26	что каждый из	1	1
27	между ними здесь	1	1
28	дело в том	1	1
29	хотя они и	1	1
30	что один из	1	1
31	то же самое	1	1
32	что у нее	1	1
33	до сих пор	1	1
34	из них в	1	1
35	до известной степени	1	1
36	в этом отношении	3	1
37	и то что	1	1
38	как будто он	3	1
39	он не мог	1	1
40	же время они	1	1
41	они и не	1	1
42	к нему в	1	1
43	в данном случае	4	1
44	в первый раз	1	1
45	на первый взгляд	2	1
46	а также и	1	1
47	может быть и	1	1
48	в отличие от	5	1
49	содержащий в себе	1	1
50	а с другой	1	1
51	и как бы	1	1
52	к одному из	1	1
53	как своего рода	1	1
54	все же не	4	1
55	в связи с	2	1
56	так и от	1	1
57	как мы увидим	1	1
58	при этом и	1	1
59	так и в	1	1
60	тех кто не	1	1
61	не может быть	5	1
62	и до наших	1	1
63	далеко не все	1	1
64	лишь одной из	1	1
65	в свою очередь	3	1
66	прежде всего к	1	1
67	в конечном счете	2	1
68	но в его	1	1
69	включает в себя	1	1
70	между жизнью и	1	1
71	одного и того	1	1
72	но это не	1	1
73	жизнью и смертью	1	1
74	тех или иных	1	1
75	на самом деле	1	1
76	в соответствии с	1	1
77	в том что	8	1
78	смертью в той	1	1
79	том что у	1	1
80	к тому же	4	1
81	в том же	1	1
