N	2gram	Medvedev_U_1	KulturaY
1	и в	14	23
2	не только	10	20
3	в том	2	19
4	в этом	7	18
5	и не	8	16
6	было бы	3	15
7	может быть	6	15
8	если бы	2	12
9	у нас	3	12
10	в самом	2	12
11	но в	3	11
12	том что	2	11
13	в области	3	11
14	по себе	2	10
15	а не	10	10
16	что в	1	10
17	самом деле	2	9
18	хотя бы	5	9
19	то что	7	9
20	не может	7	9
21	не в	2	8
22	и что	1	8
23	в качестве	1	8
24	уже не	1	8
25	прежде всего	8	8
26	с другой	4	8
27	все же	3	7
28	и с	2	7
29	но и	4	7
30	другой стороны	3	7
31	то же	5	6
32	но не	2	6
33	в этой	4	6
34	это не	3	6
35	по крайней	2	6
36	речи в	1	6
37	между тем	2	6
38	крайней мере	2	6
39	вопроса о	2	6
40	что мы	2	6
41	и то	3	5
42	мы имеем	1	5
43	не следует	3	5
44	должна быть	2	5
45	по существу	2	5
46	что все	2	5
47	об этом	1	5
48	не могут	2	5
49	приводит к	1	5
50	в его	2	5
51	тот же	1	5
52	что он	2	5
53	только в	2	5
54	само по	1	5
55	что же	1	5
56	все это	5	5
57	этом смысле	2	5
58	таким образом	2	5
59	вряд ли	3	4
60	в данном	1	4
61	отнюдь не	1	4
62	бы и	2	4
63	на то	1	4
64	широком смысле	1	4
65	в нем	1	4
66	так и	1	4
67	должно быть	1	4
68	в то	3	4
69	ничего не	2	4
70	но также	1	4
71	в пределах	1	4
72	могут быть	2	4
73	можно сказать	1	4
74	в конце	2	4
75	не было	1	4
76	этой области	3	4
77	сказать что	1	4
78	к этому	1	4
79	в сфере	1	3
80	меньшей степени	2	3
81	не все	2	3
82	всего лишь	1	3
83	то и	1	3
84	он не	1	3
85	всех этих	2	3
86	что она	2	3
87	еще одно	1	3
88	этого не	1	3
89	что такое	4	3
90	в процессе	1	3
91	же время	3	3
92	в виду	1	3
93	в ней	1	3
94	для этого	3	3
95	сводится к	2	3
96	вот почему	7	3
97	что и	2	3
98	конце концов	2	3
99	того что	1	3
100	большей или	1	3
101	же в	1	3
102	до конца	1	3
103	у него	1	3
104	как раз	2	3
105	тем что	2	3
106	или иначе	1	3
107	или меньшей	1	3
108	из которых	1	3
109	но для	1	3
110	в большей	1	3
111	этом отношении	2	3
112	но это	2	3
113	от слова	1	3
114	и это	1	3
115	же как	1	2
116	и потому	1	2
117	свое место	1	2
118	той же	1	2
119	но даже	2	2
120	этого термина	2	2
121	так или	1	2
122	в широком	2	2
123	не то	1	2
124	конечном счете	4	2
125	очевидно что	3	2
126	в своем	1	2
127	могли бы	2	2
128	и у	2	2
129	не как	3	2
130	связанные с	1	2
131	данном случае	1	2
132	достоевского и	1	2
133	с тем	1	2
134	как и	3	2
135	в своей	3	2
136	в их	4	2
137	в которых	1	2
138	установка на	1	2
139	в современном	1	2
140	только для	1	2
141	она не	1	2
142	может служить	1	2
143	того как	1	2
144	но что	1	2
145	очень часто	1	2
146	всего что	1	2
147	и свое	1	2
148	в буквальном	2	2
149	что для	1	2
150	отсюда и	1	2
151	именно этот	1	2
152	и революция	1	2
153	в конечном	4	2
154	язык в	1	2
155	приемов и	2	2
156	отказ от	1	2
157	пишет он	2	2
158	он уже	1	2
159	с одной	1	2
160	конечно не	4	2
161	а это	1	2
162	даже и	2	2
163	никогда не	1	2
164	и даже	1	2
165	сюда же	1	2
166	превращается в	2	2
167	он и	1	2
168	в частности	3	2
169	в той	1	2
170	смысле этого	2	2
171	быть не	1	2
172	материал для	2	2
173	этом случае	1	2
174	и для	2	2
175	о котором	1	2
176	и все	1	2
177	все они	2	2
178	только как	1	2
179	в свое	1	2
180	это в	1	2
181	литературы а	1	1
182	и своеобразным	1	1
183	единицы и	1	1
184	сам по	1	1
185	он может	1	1
186	как такового	3	1
187	которое мы	1	1
188	в котором	1	1
189	сам автор	1	1
190	противном случае	2	1
191	объясняется и	1	1
192	этот и	1	1
193	по его	1	1
194	а как	2	1
195	мы не	2	1
196	один пример	1	1
197	мы и	2	1
198	он был	1	1
199	бы то	3	1
200	с его	2	1
201	как таковая	1	1
202	не без	1	1
203	но конечно	2	1
204	словами как	1	1
205	учителя и	1	1
206	нового в	1	1
207	нет и	1	1
208	определяется не	1	1
209	к сожалению	3	1
210	относится к	1	1
211	несомненно что	1	1
212	то содержание	1	1
213	независимо от	1	1
214	как элементы	1	1
215	в противном	2	1
216	что по	1	1
217	от вопроса	1	1
218	не приходится	2	1
219	в которой	1	1
220	мы получаем	2	1
221	быть материалом	1	1
222	еще один	1	1
223	в известном	1	1
224	бы только	1	1
225	в себе	2	1
226	но он	1	1
227	как принцип	2	1
228	этот процесс	1	1
229	мы можем	1	1
230	в первую	1	1
231	не значит	1	1
232	бы те	1	1
233	или иных	2	1
234	тому чтобы	1	1
235	то ни	3	1
236	пишет в	1	1
237	связанных с	1	1
238	первую очередь	1	1
239	но нам	1	1
240	явления стиля	1	1
241	в последние	1	1
242	далеко не	1	1
243	вообще во	1	1
244	убедительно в	1	1
245	и вне	1	1
246	перестает быть	5	1
247	признать что	1	1
248	его форма	1	1
249	стихи маяковского	1	1
250	их в	1	1
251	что этот	1	1
252	формы как	1	1
253	и вся	1	1
254	она сводится	1	1
255	тогда когда	1	1
256	до сих	2	1
257	же остается	1	1
258	буквальном смысле	1	1
259	наша задача	1	1
260	так то	1	1
261	фактов и	2	1
262	именно такой	1	1
263	с проблемой	2	1
264	не есть	2	1
265	это для	1	1
266	слова а	1	1
267	нужно будет	1	1
268	к вопросам	1	1
269	пройти мимо	1	1
270	споров о	1	1
271	тех кто	1	1
272	о том	1	1
273	к простому	1	1
274	и содержание	1	1
275	все его	1	1
276	в значительной	1	1
277	нас в	2	1
278	этих слов	1	1
279	переходит в	1	1
280	которой и	1	1
281	обе эти	1	1
282	по мнению	1	1
283	они в	1	1
284	ни было	3	1
285	в виде	1	1
286	явно недостаточно	1	1
287	или даже	1	1
288	его и	2	1
289	одно из	1	1
290	для него	3	1
291	содержания и	1	1
292	наука о	1	1
293	не для	1	1
294	не случайно	2	1
295	резких и	1	1
296	и только	5	1
297	и прежде	1	1
298	самыми разнообразными	1	1
299	и др	1	1
300	одной стороны	1	1
301	бы послужить	1	1
302	у других	1	1
303	место и	1	1
304	и слово	1	1
305	если не	2	1
306	более чем	2	1
307	этой же	1	1
308	слово как	1	1
309	поскольку он	1	1
310	к проблеме	1	1
311	л толстой	1	1
312	свое оправдание	1	1
313	еще раз	1	1
314	сих пор	2	1
315	есть язык	1	1
316	случае он	1	1
317	тех или	2	1
318	эмоциональную и	1	1
319	к голому	2	1
320	что только	1	1
321	довести до	1	1
322	бы в	1	1
323	тем более	1	1
324	пишут и	1	1
325	тут мы	1	1
326	все элементы	1	1
327	языковых фактов	1	1
328	толстого и	1	1
329	в период	1	1
330	сколько угодно	2	1
331	себе известное	1	1
332	в искусстве	6	1
333	как на	1	1
