N	2gram	Nazirov_Tr_1	Myshleni
1	и в	18	28
2	в том	2	28
3	то что	4	28
4	в этом	9	27
5	в развитии	1	24
6	того что	1	24
7	потому что	2	22
8	том что	4	19
9	не может	5	19
10	таким образом	1	18
11	что он	6	18
12	только в	1	18
13	что в	4	17
14	не только	8	16
15	по сравнению	1	15
16	так же	4	15
17	сравнению с	1	14
18	может быть	7	13
19	с помощью	1	13
20	в сфере	1	12
21	тому что	1	11
22	и не	7	11
23	как бы	7	11
24	но не	1	10
25	того чтобы	1	10
26	к тому	2	10
27	как мы	1	10
28	но и	4	10
29	между собой	1	9
30	в самом	2	8
31	тем самым	3	8
32	никогда не	2	8
33	тем что	2	8
34	еще не	4	8
35	ребенка в	2	8
36	то же	5	7
37	отношение к	2	7
38	в своем	3	7
39	в которой	1	7
40	с самого	1	7
41	он не	2	7
42	в нем	4	7
43	заключается в	1	7
44	самого начала	1	7
45	можно было	1	7
46	мы видим	1	7
47	вместе с	1	7
48	что оно	1	7
49	в чем	1	6
50	и как	3	6
51	как и	5	6
52	для него	3	6
53	не имеет	2	6
54	так и	5	6
55	и что	4	6
56	его в	2	6
57	для ребенка	1	6
58	так что	2	6
59	развития в	1	6
60	в области	1	6
61	вообще не	1	6
62	в то	5	6
63	вопрос о	2	5
64	и на	7	5
65	но в	6	5
66	то в	1	5
67	в этой	4	5
68	что все	2	5
69	с тем	2	5
70	не могли	1	5
71	того как	1	5
72	один раз	1	5
73	не могут	2	5
74	могут быть	1	5
75	это не	5	5
76	и все	4	5
77	по самой	1	5
78	например в	1	4
79	и то	2	4
80	в первом	2	4
81	той же	1	4
82	я не	4	4
83	во всех	1	4
84	в той	1	4
85	в себе	4	4
86	на этом	1	4
87	показал что	1	4
88	но если	1	4
89	не в	2	4
90	что на	1	4
91	что при	1	4
92	самой своей	1	4
93	связь между	1	4
94	что и	2	4
95	именно в	1	4
96	между этими	2	4
97	друг друга	2	4
98	только по	1	4
99	на этот	1	4
100	в частности	2	4
101	ко всем	1	4
102	к жизни	5	4
103	ту же	1	3
104	это и	1	3
105	исследования в	1	3
106	с его	2	3
107	значение для	1	3
108	как в	3	3
109	представляет собой	1	3
110	и отношения	1	3
111	при этом	3	3
112	и по	1	3
113	а по	1	3
114	с того	1	3
115	в них	1	3
116	по себе	1	3
117	что с	3	3
118	ребенок не	1	3
119	только не	1	3
120	это мы	1	3
121	по своей	1	3
122	связи с	1	3
123	но мы	1	3
124	мог бы	3	3
125	и здесь	2	3
126	и т.д	1	3
127	в его	3	3
128	все время	1	3
129	один из	3	3
130	и его	6	3
131	есть в	1	3
132	а это	1	3
133	до конца	2	3
134	нуждается в	1	3
135	только к	2	3
136	а не	1	3
137	но как	1	3
138	как это	3	3
139	и которое	1	3
140	в целом	4	3
141	тем и	1	3
142	бы в	1	3
143	в ходе	2	3
144	одним из	1	2
145	а из	1	2
146	самом деле	1	2
147	что уже	1	2
148	вместо того	1	2
149	он сам	7	2
150	мысль что	1	2
151	опирается на	1	2
152	что именно	1	2
153	прежде всего	4	2
154	все же	5	2
155	и наконец	1	2
156	понятие в	1	2
157	поэтому он	1	2
158	все эти	3	2
159	если он	1	2
160	над ними	1	2
161	к одному	1	2
162	скрытом виде	1	2
163	с этой	1	2
164	в другом	1	2
165	раз он	2	2
166	известно что	1	2
167	в высшей	1	2
168	несмотря на	5	2
169	раз и	2	2
170	в своей	1	2
171	в такой	1	2
172	в котором	1	2
173	что я	4	2
174	но это	4	2
175	но он	1	2
176	не играют	2	2
177	речи в	1	2
178	что эта	1	2
179	в скрытом	1	2
180	не менее	1	2
181	она не	1	2
182	на котором	1	2
183	но только	1	2
184	входят в	1	2
185	и от	1	2
186	он с	1	2
187	еще в	2	2
188	с ним	3	2
189	вот почему	1	2
190	на вопрос	1	2
191	в настоящей	1	2
192	в новой	1	2
193	с ними	1	2
194	дело с	1	2
195	никакой роли	1	2
196	во ii	1	2
197	первостепенное значение	1	2
198	только на	1	2
199	не из	1	2
200	в одном	2	2
201	в конце	3	2
202	у него	6	2
203	психологического исследования	1	2
204	чем он	2	2
205	и др	1	2
206	исходит из	1	2
207	ребенка и	2	2
208	в связи	1	2
209	в иной	1	2
210	в данном	2	2
211	этого слова	1	2
212	этом случае	1	2
213	все это	4	2
214	известной степени	1	2
215	для нас	1	2
216	от него	1	2
217	только что	1	2
218	мы начинаем	1	2
219	это в	1	2
220	ли мы	1	1
221	если б	2	1
222	взгляд на	1	1
223	сам по	1	1
224	же по	1	1
225	что когда	1	1
226	и до	2	1
227	что эти	2	1
228	сливается с	1	1
229	и могут	1	1
230	на другой	1	1
231	это сказывается	1	1
232	ему в	1	1
233	даже самый	1	1
234	не способен	1	1
235	и он	3	1
236	без которой	1	1
237	быть в	1	1
238	но этого	2	1
239	его ума	1	1
240	не просто	2	1
241	за пределы	1	1
242	отнюдь не	3	1
243	в центре	1	1
244	перед нами	2	1
245	неизмеримо более	1	1
246	имеет в	2	1
247	силе и	1	1
248	и хотя	1	1
249	что это	5	1
250	он в	1	1
251	лишний раз	1	1
252	имеет своих	1	1
253	только один	1	1
254	как он	1	1
255	что она	2	1
256	роли в	1	1
257	и еще	1	1
258	не значит	1	1
259	не как	1	1
260	внутреннее родство	1	1
261	само это	1	1
262	сохраняют свою	1	1
263	последнее слово	1	1
264	но все	2	1
265	и за	2	1
266	факт что	1	1
267	вещей это	1	1
268	об этом	4	1
269	и с	7	1
270	в ход	1	1
271	на все	1	1
272	знает что	2	1
273	это было	1	1
274	в и	1	1
275	приходит в	1	1
276	детей который	1	1
277	эти же	1	1
278	с первого	2	1
279	нам еще	1	1
280	ни в	2	1
281	но уже	1	1
282	рядом с	1	1
283	но все-таки	1	1
284	которой он	1	1
285	он и	2	1
286	ведет к	1	1
287	синтеза и	1	1
288	обратимся к	1	1
289	связаны между	1	1
290	и при	1	1
291	где мы	1	1
292	жизнь и	3	1
293	не столько	1	1
294	представление о	1	1
295	в отличие	2	1
296	начнем с	1	1
297	играть в	1	1
298	тем не	1	1
299	на всю	1	1
300	содержит в	1	1
301	но они	2	1
302	что ему	1	1
303	одна из	2	1
304	и притом	1	1
305	например что	1	1
306	спор с	1	1
307	значение этого	1	1
308	тем чем	1	1
309	нечто большее	1	1
310	иными словами	1	1
311	связь и	1	1
312	от высшей	1	1
313	мы встречаем	1	1
314	в момент	1	1
315	вообще мог	1	1
316	его за	2	1
317	обратно в	1	1
318	сходство с	1	1
319	что вместе	1	1
320	очевидно нет	1	1
321	и это	2	1
322	вещами и	1	1
323	и о	1	1
324	не для	1	1
325	в ее	2	1
326	данном случае	2	1
327	не мог	2	1
328	когда его	1	1
329	но у	1	1
330	я знаю	1	1
331	ситуации и	1	1
332	о том	2	1
333	всем протяжении	1	1
334	в глаза	2	1
335	после того	1	1
336	и который	1	1
337	к нему	3	1
338	доходит до	1	1
339	между тем	1	1
340	решение в	1	1
341	сильнее и	1	1
342	он еще	1	1
343	в двух	1	1
344	большее что	1	1
345	во всем	1	1
346	как нечто	1	1
347	собой но	2	1
348	который в	2	1
349	за себя	1	1
350	и ее	2	1
351	в голове	1	1
352	вопрос об	1	1
353	с одной	1	1
354	именно на	1	1
355	и теперь	1	1
356	сводится только	1	1
357	на всем	2	1
358	уже не	2	1
359	то и	2	1
360	в виде	2	1
361	обратиться к	1	1
362	стояли на	1	1
363	и их	1	1
364	в известной	2	1
365	слова в	1	1
366	два противоположных	1	1
367	и должна	1	1
368	с этими	1	1
369	ее не	1	1
370	отличие от	2	1
371	это по	1	1
372	и даже	4	1
373	случае как	1	1
374	говорили что	1	1
375	с другим	1	1
376	как у	2	1
377	совершенно ином	1	1
378	как же	2	1
379	говорит о	2	1
380	естественно что	1	1
381	к сожалению	1	1
382	а на	1	1
383	думается нам	1	1
384	одну из	1	1
385	о чем	3	1
386	играют никакой	1	1
387	под влиянием	2	1
388	виде в	1	1
389	эти слова	1	1
390	до этого	1	1
391	но этот	1	1
392	над ним	1	1
393	что за	3	1
394	смысле этого	1	1
395	который он	1	1
396	и общий	1	1
397	в это	2	1
398	в истории	1	1
399	в основном	3	1
400	самое большее	1	1
401	на одной	1	1
402	на улице	1	1
403	при таком	1	1
404	для ее	1	1
405	в результате	1	1
406	это как	1	1
407	оказалось что	1	1
408	это часто	1	1
409	случае и	1	1
410	конце концов	1	1
411	обстоит дело	1	1
412	не случайное	1	1
413	гораздо больше	1	1
414	из тех	1	1
415	это понятие	1	1
416	совершенно не	1	1
417	и жизнь	1	1
418	есть и	1	1
419	только о	2	1
420	строится на	1	1
421	а нечто	1	1
422	точно так	2	1
