N	3gram	Vygotskiy__2	KFilosof
1	по отношению к	5	21
2	не может быть	6	11
3	с точки зрения	18	10
4	в данный момент	1	3
5	на самом деле	2	3
6	в этом смысле	2	3
7	в их единстве	1	3
8	имеем в виду	1	2
9	бы то ни	1	2
10	это значило бы	1	2
11	во всей его	1	2
12	лишь постольку поскольку	1	2
13	то ни было	1	2
14	один и тот	1	2
15	могла бы быть	1	2
16	вопрос о том	2	2
17	в целом и	1	2
18	той или иной	1	2
19	во всем его	1	2
20	в том что	21	2
21	и тот же	1	2
22	и только в	1	2
23	на то что	6	1
24	оба эти момента	1	1
25	не может не	1	1
26	но ни в	1	1
27	того что в	2	1
28	отношению к которой	1	1
29	какого бы то	1	1
30	в том же	2	1
31	он не может	1	1
32	по самому своему	1	1
33	как если бы	1	1
34	но все это	1	1
35	только в том	1	1
36	в зависимости от	6	1
37	хотя бы и	2	1
38	не существует все	1	1
39	должен быть представлен	1	1
40	и только это	1	1
41	том что есть	1	1
42	тогда когда он	1	1
43	лишь в процессе	1	1
44	несмотря на то	1	1
45	и то что	1	1
46	переведено на язык	1	1
47	при данных условиях	1	1
48	не потому что	2	1
49	лежит в основе	3	1
50	т.п но и	1	1
51	смысле этого слова	3	1
52	отсюда следует что	1	1
53	в известном смысле	1	1
54	в том случае	1	1
55	с отвлеченной точки	1	1
56	с ним и	1	1
57	не в том	1	1
58	дело в том	1	1
59	во всяком случае	6	1
60	его никогда не	1	1
61	и т.п но	1	1
62	для того чтобы	10	1
63	вместо того чтобы	1	1
64	не в одном	1	1
65	и все же	1	1
66	мы не можем	3	1
67	то что уже	1	1
68	пространство и время	1	1
69	же самое что	2	1
70	во власти его	1	1
71	в действительной жизни	1	1
72	никогда не может	1	1
73	само по себе	2	1
74	на основе его	1	1
75	и тем самым	1	1
76	смысле слова в	1	1
77	в конечном счете	4	1
78	включает в себя	1	1
79	он вступает в	1	1
80	но и от	1	1
81	как бы ни	1	1
82	и есть его	1	1
83	когда мы говорим	1	1
84	в этом последнем	1	1
85	в том смысле	1	1
86	отвлеченной точки зрения	1	1
87	ибо он не	1	1
88	дело не в	1	1
89	в этом ее	2	1
90	не только от	1	1
91	только тогда когда	2	1
92	то же самое	2	1
93	независимо от его	1	1
94	на том что	2	1
