N	2gram	Potebnia_M_4	Narrotol
1	не только	10	31
2	но и	11	27
3	и не	18	23
4	при этом	15	19
5	может быть	26	15
6	в качестве	1	14
7	в частности	1	14
8	как и	14	13
9	а не	12	13
10	а в	5	13
11	в этом	23	12
12	только в	15	12
13	и в	23	11
14	в данном	4	11
15	тогда как	4	10
16	состоит в	2	10
17	своего рода	1	10
18	и его	2	10
19	то есть	34	9
20	времени и	1	9
21	то что	29	9
22	то же	14	8
23	не может	11	8
24	данном случае	2	8
25	в том	23	8
26	уже не	3	8
27	со стороны	3	8
28	но в	8	7
29	том что	12	7
30	если бы	13	7
31	у него	1	7
32	в самом	3	6
33	не в	11	6
34	в этой	1	6
35	в себе	14	6
36	об этом	2	6
37	не мог	1	6
38	к тому	3	6
39	во втором	1	6
40	в его	5	6
41	как бы	5	6
42	один из	2	6
43	или в	1	6
44	а также	1	6
45	жизни и	1	6
46	и на	3	5
47	той или	1	5
48	перед нами	1	5
49	так и	6	5
50	точки зрения	4	5
51	в своей	1	5
52	тем самым	4	5
53	потому что	33	5
54	можно сказать	4	5
55	столь же	2	5
56	то в	3	4
57	в первом	3	4
58	еще не	3	4
59	но не	1	4
60	как в	7	4
61	все же	1	4
62	хотя и	5	4
63	из этих	2	4
64	в нем	7	4
65	в мире	2	4
66	из них	1	4
67	по себе	11	4
68	и тем	4	4
69	в одном	4	4
70	в то	4	4
71	не по	1	4
72	того чтобы	4	4
73	никогда не	3	4
74	в сознании	4	4
75	что на	2	4
76	в ней	2	4
77	так в	3	4
78	что у	3	4
79	о том	8	4
80	внимание на	5	4
81	же время	3	4
82	к нему	5	4
83	того что	14	4
84	для него	5	4
85	слова в	3	4
86	прежде всего	1	4
87	в речи	3	4
88	или не	1	4
89	и состоит	3	4
90	речь идет	1	3
91	и то	5	3
92	самом деле	3	3
93	идет о	1	3
94	мы имеем	4	3
95	мы не	8	3
96	а для	1	3
97	он сам	1	3
98	но как	1	3
99	в своем	8	3
100	и как	2	3
101	в нашем	2	3
102	он не	2	3
103	для того	6	3
104	подобно тому	2	3
105	и с	4	3
106	в глазах	2	3
107	это не	7	3
108	в слове	22	3
109	не всегда	3	3
110	стало быть	8	3
111	тем не	4	3
112	их в	3	3
113	не менее	5	3
114	но они	1	3
115	как будто	1	3
116	этом отношении	1	3
117	у нас	2	3
118	начиная с	1	3
119	истории не	1	3
120	и о	4	3
121	но при	1	3
122	о ней	1	3
123	о нем	1	3
124	обращается к	1	3
125	лишь в	3	3
126	между тем	9	3
127	что он	4	3
128	по отношению	10	3
129	могло бы	1	3
130	в пространстве	1	3
131	не говорит	1	3
132	именно в	3	3
133	при всей	1	3
134	не было	12	3
135	как это	1	3
136	тому как	2	3
137	исходя из	1	3
138	быть не	2	3
139	но для	1	3
140	в следующей	1	3
141	не существует	2	3
142	и все	4	3
143	отношению к	8	3
144	что в	17	3
145	а о	1	2
146	в сфере	1	2
147	и через	1	2
148	переход от	3	2
149	тем же	1	2
150	и для	2	2
151	происходит это	1	2
152	в сущности	2	2
153	не вполне	2	2
154	ему в	1	2
155	зависимости от	1	2
156	меньшей степени	1	2
157	столько же	1	2
158	в чем	1	2
159	действующее лицо	1	2
160	для обозначения	1	2
161	отличие от	1	2
162	во сне	2	2
163	один и	5	2
164	в той	4	2
165	если она	1	2
166	кто говорит	2	2
167	та же	1	2
168	в известном	1	2
169	лица и	3	2
170	роль в	1	2
171	на то	7	2
172	так сказать	5	2
173	слово это	1	2
174	и еще	1	2
175	что одно	1	2
176	заключает в	8	2
177	человека в	2	2
178	не будет	3	2
179	а по	1	2
180	а его	1	2
181	входит в	1	2
182	это было	2	2
183	я в	2	2
184	все равно	3	2
185	и тогда	1	2
186	и того	1	2
187	в этих	3	2
188	сводятся к	2	2
189	сих пор	4	2
190	от сознания	1	2
191	она не	2	2
192	не имеет	5	2
193	дело в	1	2
194	и сама	2	2
195	дело не	2	2
196	не могло	1	2
197	казалось бы	1	2
198	ничего не	1	2
199	такова что	1	2
200	этих двух	1	2
201	как она	2	2
202	связи с	3	2
203	же самое	4	2
204	они и	1	2
205	оно не	2	2
