N	2gram	Bakhtin_Pr_1	Myslijsy
1	потому что	8	33
2	то что	15	29
3	может быть	24	26
4	таким образом	12	24
5	в этом	22	23
6	в том	8	23
7	и в	29	23
8	и не	31	18
9	что в	8	17
10	при этом	2	15
11	только в	10	15
12	то же	14	14
13	в себе	7	14
14	как и	12	14
15	того что	1	14
16	так как	6	14
17	если бы	9	13
18	не было	4	12
19	а не	22	12
20	том что	7	12
21	что я	1	11
22	не в	7	11
23	по себе	8	11
24	но и	14	11
25	не может	12	11
26	по отношению	8	10
27	не только	15	10
28	тем что	4	10
29	что мы	1	10
30	и потому	6	10
31	между тем	5	9
32	не есть	2	9
33	мы не	1	8
34	то это	1	8
35	в своем	8	8
36	но в	7	8
37	было бы	5	8
38	о том	1	8
39	другими словами	1	8
40	сказать что	3	8
41	отношению к	8	8
42	и т	4	7
43	как в	6	7
44	с этим	2	7
45	что это	1	7
46	в нем	19	7
47	мысли и	5	7
48	это не	9	7
49	и что	2	7
50	что и	4	7
51	вовсе не	7	7
52	могут быть	6	7
53	этого слова	1	7
54	независимо от	1	6
55	и к	2	6
56	в которой	2	6
57	человеческого духа	2	6
58	того как	1	6
59	так и	7	6
60	что не	1	6
61	заметить что	2	6
62	для того	1	6
63	есть нечто	1	5
64	не то	1	5
65	хотя и	1	5
66	бы и	4	5
67	как бы	19	5
68	так сказать	4	5
69	и мы	1	5
70	должно быть	4	5
71	по крайней	1	5
72	с ним	5	5
73	не имеет	1	5
74	образом в	1	5
75	находится в	2	5
76	к нему	6	5
77	крайней мере	1	5
78	так что	2	5
79	уже в	3	5
80	в его	24	5
81	для него	18	5
82	само по	3	5
83	не из	3	5
84	что же	4	5
85	слова и	1	5
86	этом случае	1	5
87	все это	6	5
88	а в	7	5
89	одно слово	1	5
90	таким же	3	5
91	во всяком	5	5
92	если б	2	4
93	и о	5	4
94	в истории	2	4
95	что как	1	4
96	могли бы	2	4
97	что все	1	4
98	и с	4	4
99	его в	6	4
100	с другими	7	4
101	мы имеем	1	4
102	между собою	1	4
103	точки зрения	19	4
104	в котором	2	4
105	сих пор	2	4
106	т п	3	4
107	в то	10	4
108	это последнее	1	4
109	на котором	3	4
110	того чтобы	1	4
111	это слово	1	4
112	со своим	2	4
113	в сознании	2	4
114	в каком	1	4
115	же самое	1	4
116	если же	3	4
117	на вопрос	2	4
118	и та	1	4
119	можно сказать	1	4
120	что он	8	4
121	хотя бы	2	4
122	то и	2	4
123	в одном	10	4
