N	3gram	Vygotskiy__6	Psycholo
1	в самом деле	1	18
2	на то что	4	12
3	в том что	19	11
4	с точки зрения	10	9
5	то же самое	6	8
6	для того чтобы	8	8
7	в сущности говоря	4	7
8	заключается в том	5	6
9	с самого начала	7	6
10	до сих пор	3	5
11	с одной стороны	1	5
12	с другой стороны	2	5
13	же самое в	1	5
14	и в этом	1	3
15	мы могли бы	9	3
16	и то что	2	3
17	то и другое	1	3
18	о том как	1	2
19	мы видим в	2	2
20	на самом деле	1	2
21	только в том	1	2
22	и во всех	1	2
23	только то что	2	2
24	то что в	1	2
25	была бы совершенно	1	2
26	вместе с тем	2	2
27	не то что	1	2
28	с каждой новой	1	2
29	то время как	5	2
30	не совпадает с	1	2
31	в данном случае	1	2
32	смысле этого слова	1	2
33	и как бы	1	2
34	то что он	2	2
35	потому что они	1	2
36	мы видели что	3	2
37	в лучшем случае	1	2
38	мы не можем	1	2
39	в то время	6	2
40	в свою очередь	1	2
41	своим собственным законам	1	2
42	к тому что	7	2
43	в том смысле	2	2
44	было бы совершенно	1	2
45	по аналогии с	1	2
46	как мы видели	4	2
47	и в другом	1	2
48	потому что он	4	1
49	таким образом что	1	1
50	это на примере	1	1
51	нового по сравнению	2	1
52	и в своей	1	1
53	потому что в	1	1
54	показывает что в	1	1
55	которое мы встречаем	1	1
56	это все равно	1	1
57	совпадает с тем	1	1
58	в том и	1	1
59	никак не может	1	1
60	внимание на то	1	1
61	том что оно	3	1
62	в силу того	5	1
63	в одной и	2	1
64	по своему значению	1	1
65	он не может	1	1
66	как и все	1	1
67	в зависимости от	5	1
68	мы не имеем	1	1
69	есть в сущности	1	1
70	что он не	1	1
71	в отличие от	1	1
72	и все их	1	1
73	больше чем он	1	1
74	представить себе что	2	1
75	в этом отношении	3	1
76	с тем что	2	1
77	в противоположную сторону	1	1
78	кроме того что	1	1
79	на каждом шагу	1	1
80	того что оно	1	1
81	можно было бы	5	1
82	с той которая	1	1
83	с этой точки	1	1
84	во всех остальных	1	1
85	так как она	1	1
86	том что всякое	1	1
87	может быть понято	1	1
88	не потому что	1	1
89	всегда больше чем	1	1
90	тот факт что	1	1
91	образом мы могли	1	1
92	состоит в том	2	1
93	если бы оно	2	1
94	его потому что	1	1
95	не иначе как	4	1
96	и к его	1	1
97	видно уже из	1	1
98	что все эти	2	1
99	по самому существу	1	1
100	заключать в себе	1	1
101	как только она	1	1
102	и той же	3	1
103	один и тот	1	1
104	в этом плане	1	1
105	этой точки зрения	1	1
106	если обратиться к	1	1
107	и все же	1	1
108	мы остановились на	1	1
109	по сравнению с	14	1
110	таким образом мы	2	1
111	том смысле что	2	1
112	он доходит до	1	1
113	из этих же	1	1
114	который мы могли	1	1
115	точки зрения тех	1	1
116	же самое относится	2	1
117	в целом мы	1	1
118	не только не	2	1
119	чего он не	1	1
120	ничего нового по	1	1
121	нам не только	1	1
122	мы знаем что	3	1
123	можно сказать что	6	1
124	с тем и	2	1
125	совершенно очевидно что	2	1
126	чем перейти к	1	1
127	как бы в	1	1
128	одной и той	3	1
129	так что в	1	1
130	всего сказанного выше	1	1
131	могли бы сказать	2	1
132	сравнению с той	1	1
133	не может быть	2	1
134	потому что эта	1	1
135	подобно тому как	1	1
136	что если бы	1	1
137	это является тем	1	1
138	и тот же	1	1
139	как раз в	2	1
140	сущности говоря в	1	1
