N	3gram	Nazirov_Tv_1	Analitik
1	в том что	6	9
2	в то же	13	8
3	в отличие от	1	6
4	то же время	12	6
5	на наш взгляд	1	6
6	что иное как	1	5
7	по отношению к	1	5
8	в конечном счете	4	4
9	не что иное	1	4
10	к тому же	1	4
11	о том что	5	3
12	бы то ни	1	3
13	и т п	2	3
14	то ни было	1	3
15	с одной стороны	1	3
16	и того же	1	2
17	то же самое	1	2
18	сами по себе	1	2
19	же самое время	1	2
20	в данном случае	2	2
21	но в то	4	2
22	не могут быть	1	2
23	с другой стороны	1	2
24	и все же	3	2
25	одного и того	1	2
26	в отрыве от	1	2
27	как и его	1	1
28	и сам автор	1	1
29	не сами по	1	1
30	равно как и	1	1
31	имеем в виду	1	1
32	в соответствии с	3	1
33	дело не только	1	1
34	как и сам	1	1
35	же время он	2	1
36	на том или	1	1
37	что как бы	1	1
38	до сих пор	1	1
39	да и в	1	1
40	и та же	2	1
41	на самом же	1	1
42	собой не что	1	1
43	по крайней мере	2	1
44	вместе с тем	1	1
45	же время они	1	1
46	действия то есть	1	1
47	в этой связи	2	1
48	не в его	1	1
49	не только в	2	1
50	совершенно иного рода	1	1
51	на первый взгляд	1	1
52	представляет собой не	1	1
53	в свою очередь	1	1
54	в известном смысле	1	1
55	и как бы	1	1
56	как и на	1	1
57	одна и та	1	1
58	я не могу	1	1
59	что же касается	1	1
60	самом же деле	1	1
61	только в качестве	1	1
62	а вместе с	1	1
63	один из возможных	1	1
64	на трех уровнях	1	1
65	и в самом	1	1
66	мы имеем в	1	1
67	и вследствие этого	1	1
68	не совместима с	1	1
69	но в принципе	1	1
70	в связи с	1	1
71	от себя лично	1	1
72	к тому что	1	1
73	в его художественной	1	1
74	и отношений между	1	1
75	дело не в	1	1
76	ведет к тому	1	1
77	как и в	1	1
78	в глубине души	1	1
79	не так как	1	1
80	в том же	1	1
81	с самим собой	1	1
