N	2gram	Vygotskiy__3	Literetu
1	не только	12	24
2	при этом	4	19
3	в качестве	2	17
4	но и	5	17
5	в том	25	16
6	а не	7	16
7	в частности	1	15
8	том что	14	14
9	может быть	19	13
10	и не	10	12
11	в этом	13	12
12	в своем	5	11
13	состоит в	3	11
14	в русской	2	10
15	то что	35	10
16	или иначе	1	9
17	в целом	4	8
18	не в	12	8
19	и в	38	8
20	только в	4	8
21	как это	6	8
22	я не	5	7
23	как бы	14	7
24	в себе	4	7
25	в его	5	7
26	уже не	2	7
27	и я	2	6
28	то есть	15	6
29	как и	8	6
30	точки зрения	16	6
31	того что	4	6
32	в жизни	1	6
33	одним из	1	5
34	то же	10	5
35	отличие от	1	5
36	как в	4	5
37	не столько	1	5
38	в отличие	1	5
39	в то	3	5
40	казалось бы	5	5
41	в конечном	1	5
42	же в	2	5
43	что он	11	5
44	русской поэзии	2	5
45	не может	7	5
46	в данном	2	5
47	с этой	2	5
48	с его	1	5
49	тем самым	1	5
50	в своей	5	4
51	еще не	1	4
52	столь же	2	4
53	но не	1	4
54	в этой	13	4
55	все же	8	4
56	представляет собой	2	4
57	по преимуществу	2	4
58	не как	1	4
59	в силу	2	4
60	для этого	2	4
61	в уме	1	4
62	и его	6	4
63	данном случае	2	4
64	никогда не	4	4
65	так и	1	4
66	и тем	3	4
67	из них	6	4
68	в конце	2	4
69	друг друга	1	4
70	как раз	8	4
71	о себе	1	4
72	со стороны	2	4
73	это не	1	4
74	в своих	4	4
75	например в	2	3
76	и есть	1	3
77	что его	2	3
78	в самом	25	3
79	бы не	3	3
80	таким образом	12	3
81	той же	2	3
82	его в	3	3
83	далеко не	3	3
84	он и	1	3
85	несмотря на	5	3
86	не мог	4	3
87	в их	1	3
88	но в	3	3
89	дело в	1	3
90	одна из	4	3
91	в основе	3	3
92	к себе	2	3
93	всего в	1	3
94	в виду	4	3
95	по аналогии	2	3
96	одного из	2	3
97	один из	6	3
98	и прежде	1	3
99	потому что	14	3
